ReservaID,FechaEntrada,FechaSalida,Noches,TipoHabitacion,Plan,Mercado,Adultos,Ninos,TotalPersonas,TarifaNoche,ServiciosExtra,CostoServicios,Descuento,TotalReserva,Estado,CanalReserva,EsFinDeSemana,Mes,Trimestre,Temporada
RES002504,2023-02-05,2023-02-06,1,Suite,Media Pensión,Estados Unidos,2,2,4,69781.25,Ninguno,0,0.0,69781.25,Cancelada,Sitio Web,False,2023-02,T1,Alta
RES002505,2023-02-05,2023-02-08,3,Suite,Solo Alojamiento,Brasil,4,0,4,44275.0,Ninguno,0,0.0,132825.0,No Show,Booking.com,False,2023-02,T1,Alta
RES002506,2023-02-06,2023-02-09,3,Standard,Todo Incluido,Estados Unidos,2,0,2,38156.25,Ninguno,0,7173.63,107295.12,Cancelada,Despegar,False,2023-02,T1,Alta
RES002507,2023-02-06,2023-02-11,5,Suite,Solo Alojamiento,Argentina,1,3,4,38500.0,Ninguno,0,15512.5,176987.5,Check-out,Directo,False,2023-02,T1,Alta
RES002508,2023-02-06,2023-02-10,4,Suite,Alojamiento + Desayuno,Argentina,3,1,4,48125.0,Estacionamiento,1500,0.0,194000.0,Check-out,Expedia,False,2023-02,T1,Alta
RES002509,2023-02-06,2023-02-08,2,Superior,Alojamiento + Desayuno,Europa,3,0,3,36750.0,Ninguno,0,0.0,73500.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002510,2023-02-06,2023-02-09,3,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Ninguno,0,3316.94,52183.06,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002511,2023-02-06,2023-02-10,4,Familiar,Alojamiento + Desayuno,Europa,4,1,5,47250.0,Desayuno,1500,0.0,190500.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002512,2023-02-06,2023-02-09,3,Familiar,Media Pensión,Argentina,2,3,5,45675.0,"Desayuno, Spa",3000,0.0,140025.0,Check-out,Agencia,False,2023-02,T1,Alta
RES002513,2023-02-06,2023-02-07,1,Familiar,Alojamiento + Desayuno,Brasil,2,1,3,45281.25,"Desayuno, Spa",3000,0.0,48281.25,Check-out,Booking.com,False,2023-02,T1,Alta
RES002514,2023-02-06,2023-02-08,2,Suite,Alojamiento + Desayuno,Argentina,1,1,2,48125.0,Estacionamiento,1500,5131.51,92618.49,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002515,2023-02-06,2023-02-08,2,Standard,Todo Incluido,Argentina,1,0,1,30525.0,"Desayuno, Estacionamiento",3000,0.0,64050.0,Check-in,Booking.com,False,2023-02,T1,Alta
RES002516,2023-02-06,2023-02-08,2,Familiar,Alojamiento + Desayuno,Estados Unidos,4,1,5,49218.75,Estacionamiento,1500,0.0,99937.5,Check-out,Booking.com,False,2023-02,T1,Alta
RES002517,2023-02-06,2023-02-08,2,Superior,Todo Incluido,Otros Latinoamérica,3,0,3,44467.5,Ninguno,0,0.0,88935.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002518,2023-02-06,2023-02-10,4,Familiar,Media Pensión,Europa,4,0,4,54810.0,Desayuno,1500,0.0,220740.0,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002519,2023-02-06,2023-02-07,1,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Estacionamiento,1500,0.0,20000.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002520,2023-02-06,2023-02-07,1,Familiar,Todo Incluido,Argentina,2,2,4,51975.0,Ninguno,0,5762.77,46212.23,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002521,2023-02-06,2023-02-12,6,Familiar,Media Pensión,Argentina,4,1,5,45675.0,Cama Adicional,1500,0.0,275550.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002522,2023-02-06,2023-02-09,3,Suite,Media Pensión,Brasil,4,0,4,64198.75,Desayuno,1500,0.0,194096.25,Check-out,Booking.com,False,2023-02,T1,Alta
RES002523,2023-02-06,2023-02-08,2,Familiar,Solo Alojamiento,Otros Latinoamérica,1,2,3,34650.0,Desayuno,1500,4065.31,66734.69,Check-out,Booking.com,False,2023-02,T1,Alta
RES002524,2023-02-06,2023-02-07,1,Suite,Media Pensión,Argentina,2,1,3,55825.0,Cama Adicional,1500,0.0,57325.0,Check-in,Booking.com,False,2023-02,T1,Alta
RES002525,2023-02-06,2023-02-08,2,Suite,Media Pensión,Argentina,4,0,4,55825.0,Estacionamiento,1500,0.0,113150.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002526,2023-02-06,2023-02-09,3,Standard,Media Pensión,Estados Unidos,1,0,1,33531.25,Ninguno,0,0.0,100593.75,Check-out,Agencia,False,2023-02,T1,Alta
RES002527,2023-02-06,2023-02-12,6,Standard,Alojamiento + Desayuno,Argentina,2,0,2,23125.0,Ninguno,0,0.0,138750.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002528,2023-02-06,2023-02-09,3,Superior,Media Pensión,Argentina,1,2,3,35525.0,"Desayuno, Spa, Cama Adicional",4500,0.0,111075.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002529,2023-02-06,2023-02-09,3,Suite,Solo Alojamiento,Argentina,2,0,2,38500.0,"Desayuno, Spa",3000,0.0,118500.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002530,2023-02-06,2023-02-09,3,Familiar,Todo Incluido,Europa,4,1,5,62370.0,"Spa, Cama Adicional",3000,0.0,190110.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002531,2023-02-06,2023-02-09,3,Familiar,Solo Alojamiento,Argentina,4,1,5,31500.0,Desayuno,1500,9026.41,86973.59,Check-out,Despegar,False,2023-02,T1,Alta
RES002532,2023-02-06,2023-02-08,2,Standard,Media Pensión,Argentina,1,0,1,26825.0,Spa,1500,6093.34,49056.66,Check-out,Agencia,False,2023-02,T1,Alta
RES002533,2023-02-06,2023-02-08,2,Suite,Media Pensión,Argentina,3,0,3,55825.0,Ninguno,0,11247.96,100402.04,Check-in,Booking.com,False,2023-02,T1,Alta
RES002534,2023-02-06,2023-02-09,3,Standard,Media Pensión,Estados Unidos,2,0,2,33531.25,Ninguno,0,10197.18,90396.57,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002535,2023-02-06,2023-02-09,3,Superior,Alojamiento + Desayuno,Estados Unidos,1,0,1,38281.25,Ninguno,0,0.0,114843.75,Check-out,Booking.com,False,2023-02,T1,Alta
RES002536,2023-02-06,2023-02-10,4,Familiar,Solo Alojamiento,Estados Unidos,1,3,4,39375.0,Ninguno,0,0.0,157500.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002537,2023-02-06,2023-02-10,4,Familiar,Alojamiento + Desayuno,Argentina,1,0,1,39375.0,Ninguno,0,0.0,157500.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002538,2023-02-06,2023-02-09,3,Standard,Todo Incluido,Brasil,2,0,2,35103.75,"Desayuno, Estacionamiento",3000,0.0,108311.25,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002539,2023-02-06,2023-02-09,3,Standard,Solo Alojamiento,Otros Latinoamérica,1,1,2,20350.0,Estacionamiento,1500,0.0,62550.0,No Show,Booking.com,False,2023-02,T1,Alta
RES002540,2023-02-06,2023-02-08,2,Standard,Todo Incluido,Argentina,2,0,2,30525.0,Ninguno,0,0.0,61050.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002541,2023-02-06,2023-02-09,3,Superior,Media Pensión,Argentina,3,0,3,35525.0,Ninguno,0,0.0,106575.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002542,2023-02-06,2023-02-11,5,Superior,Solo Alojamiento,Brasil,3,0,3,28175.0,"Desayuno, Spa",3000,0.0,143875.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002543,2023-02-06,2023-02-07,1,Familiar,Todo Incluido,Estados Unidos,4,1,5,64968.75,Desayuno,1500,0.0,66468.75,Check-out,Booking.com,False,2023-02,T1,Alta
RES002544,2023-02-06,2023-02-11,5,Suite,Media Pensión,Estados Unidos,4,0,4,69781.25,Ninguno,0,38143.75,310762.5,Check-out,Directo,False,2023-02,T1,Alta
RES002545,2023-02-06,2023-02-09,3,Standard,Todo Incluido,Brasil,2,0,2,35103.75,Ninguno,0,0.0,105311.25,Check-out,Directo,False,2023-02,T1,Alta
RES002546,2023-02-06,2023-02-09,3,Superior,Alojamiento + Desayuno,Argentina,1,2,3,30625.0,Cama Adicional,1500,0.0,93375.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002547,2023-02-06,2023-02-11,5,Standard,Todo Incluido,Europa,2,0,2,36630.0,Ninguno,0,0.0,183150.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002548,2023-02-06,2023-02-10,4,Superior,Todo Incluido,Estados Unidos,3,0,3,50531.25,Estacionamiento,1500,0.0,203625.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002549,2023-02-06,2023-02-10,4,Suite,Todo Incluido,Europa,3,0,3,76230.0,Ninguno,0,0.0,304920.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002550,2023-02-06,2023-02-09,3,Suite,Todo Incluido,Brasil,2,1,3,73053.75,Spa,1500,0.0,220661.25,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002551,2023-02-06,2023-02-09,3,Familiar,Solo Alojamiento,Argentina,2,3,5,31500.0,Ninguno,0,0.0,94500.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002552,2023-02-06,2023-02-08,2,Familiar,Solo Alojamiento,Argentina,4,0,4,31500.0,"Desayuno, Estacionamiento, Spa",4500,0.0,67500.0,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002553,2023-02-06,2023-02-09,3,Suite,Todo Incluido,Estados Unidos,4,0,4,79406.25,Ninguno,0,16318.41,221900.34,Check-out,Booking.com,False,2023-02,T1,Alta
RES002554,2023-02-06,2023-02-11,5,Standard,Todo Incluido,Argentina,2,0,2,30525.0,Ninguno,0,0.0,152625.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002555,2023-02-06,2023-02-09,3,Superior,Todo Incluido,Estados Unidos,1,1,2,50531.25,Cama Adicional,1500,0.0,153093.75,Check-in,Expedia,False,2023-02,T1,Alta
RES002556,2023-02-06,2023-02-11,5,Superior,Media Pensión,Otros Latinoamérica,2,1,3,39077.5,Spa,1500,0.0,196887.5,Check-out,Expedia,False,2023-02,T1,Alta
RES002557,2023-02-06,2023-02-08,2,Suite,Media Pensión,Brasil,3,1,4,64198.75,Ninguno,0,0.0,128397.5,Check-in,Expedia,False,2023-02,T1,Alta
RES002558,2023-02-06,2023-02-09,3,Superior,Media Pensión,Otros Latinoamérica,1,1,2,39077.5,Cama Adicional,1500,0.0,118732.5,Check-out,Expedia,False,2023-02,T1,Alta
RES002559,2023-02-06,2023-02-09,3,Suite,Solo Alojamiento,Brasil,2,2,4,44275.0,Ninguno,0,0.0,132825.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002560,2023-02-06,2023-02-10,4,Suite,Alojamiento + Desayuno,Europa,3,0,3,57750.0,Ninguno,0,0.0,231000.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002561,2023-02-06,2023-02-10,4,Superior,Media Pensión,Otros Latinoamérica,1,2,3,39077.5,"Estacionamiento, Cama Adicional",3000,12182.44,147127.56,Check-out,Booking.com,False,2023-02,T1,Alta
RES002562,2023-02-06,2023-02-08,2,Superior,Todo Incluido,Estados Unidos,1,1,2,50531.25,"Desayuno, Estacionamiento",3000,0.0,104062.5,Check-out,Booking.com,False,2023-02,T1,Alta
RES002563,2023-02-06,2023-02-11,5,Familiar,Media Pensión,Argentina,3,1,4,45675.0,Ninguno,0,0.0,228375.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002564,2023-02-06,2023-02-12,6,Superior,Todo Incluido,Brasil,2,0,2,46488.75,Ninguno,0,0.0,278932.5,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002565,2023-02-06,2023-02-08,2,Familiar,Alojamiento + Desayuno,Brasil,4,1,5,45281.25,"Desayuno, Estacionamiento, Spa",4500,0.0,95062.5,Check-in,Booking.com,False,2023-02,T1,Alta
RES002566,2023-02-06,2023-02-11,5,Suite,Todo Incluido,Argentina,3,0,3,63525.0,Ninguno,0,30697.61,286927.39,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002567,2023-02-06,2023-02-08,2,Suite,Media Pensión,Argentina,1,1,2,55825.0,Ninguno,0,8069.45,103580.55,Check-out,Booking.com,False,2023-02,T1,Alta
RES002568,2023-02-06,2023-02-09,3,Superior,Alojamiento + Desayuno,Argentina,1,2,3,30625.0,Desayuno,1500,0.0,93375.0,Check-in,Booking.com,False,2023-02,T1,Alta
RES002569,2023-02-07,2023-02-08,1,Familiar,Todo Incluido,Argentina,4,1,5,51975.0,Desayuno,1500,6137.89,47337.11,No Show,Agencia,False,2023-02,T1,Alta
RES002570,2023-02-07,2023-02-09,2,Suite,Todo Incluido,Argentina,4,0,4,63525.0,Ninguno,0,0.0,127050.0,Check-out,Agencia,False,2023-02,T1,Alta
RES002571,2023-02-07,2023-02-10,3,Superior,Todo Incluido,Argentina,2,0,2,40425.0,Desayuno,1500,0.0,122775.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002572,2023-02-07,2023-02-10,3,Superior,Media Pensión,Argentina,1,2,3,35525.0,"Desayuno, Spa, Cama Adicional",4500,0.0,111075.0,Check-out,Directo,False,2023-02,T1,Alta
RES002573,2023-02-07,2023-02-11,4,Familiar,Alojamiento + Desayuno,Brasil,3,1,4,45281.25,Ninguno,0,11726.81,169398.19,Check-out,Booking.com,False,2023-02,T1,Alta
RES002574,2023-02-07,2023-02-10,3,Familiar,Solo Alojamiento,Brasil,4,0,4,36225.0,Ninguno,0,0.0,108675.0,Check-out,Expedia,False,2023-02,T1,Alta
RES002575,2023-02-07,2023-02-09,2,Suite,Alojamiento + Desayuno,Europa,2,0,2,57750.0,Ninguno,0,0.0,115500.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002576,2023-02-07,2023-02-12,5,Suite,Todo Incluido,Argentina,2,2,4,63525.0,Ninguno,0,0.0,317625.0,Check-in,Booking.com,False,2023-02,T1,Alta
RES002577,2023-02-07,2023-02-12,5,Superior,Todo Incluido,Brasil,3,0,3,46488.75,Spa,1500,27782.95,206160.8,Check-out,Directo,False,2023-02,T1,Alta
RES002578,2023-02-07,2023-02-10,3,Familiar,Solo Alojamiento,Brasil,4,0,4,36225.0,Spa,1500,0.0,110175.0,Check-out,Expedia,False,2023-02,T1,Alta
RES002579,2023-02-07,2023-02-12,5,Suite,Alojamiento + Desayuno,Argentina,1,1,2,48125.0,"Estacionamiento, Cama Adicional",3000,0.0,243625.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002580,2023-02-07,2023-02-12,5,Suite,Todo Incluido,Argentina,4,0,4,63525.0,Spa,1500,0.0,319125.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002581,2023-02-07,2023-02-09,2,Familiar,Alojamiento + Desayuno,Estados Unidos,1,0,1,49218.75,Spa,1500,0.0,99937.5,Check-out,Booking.com,False,2023-02,T1,Alta
RES002582,2023-02-07,2023-02-13,6,Suite,Media Pensión,Argentina,3,1,4,55825.0,Cama Adicional,1500,35408.67,301041.33,Check-in,Booking.com,False,2023-02,T1,Alta
RES002583,2023-02-07,2023-02-10,3,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Estacionamiento,1500,5508.17,51491.83,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002584,2023-02-07,2023-02-10,3,Superior,Solo Alojamiento,Argentina,2,0,2,24500.0,Ninguno,0,8146.37,65353.63,Check-out,Booking.com,False,2023-02,T1,Alta
RES002585,2023-02-07,2023-02-09,2,Superior,Alojamiento + Desayuno,Brasil,3,0,3,35218.75,Spa,1500,0.0,71937.5,Check-in,Booking.com,False,2023-02,T1,Alta
RES002586,2023-02-07,2023-02-08,1,Familiar,Solo Alojamiento,Argentina,2,3,5,31500.0,Desayuno,1500,0.0,33000.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002587,2023-02-07,2023-02-09,2,Standard,Media Pensión,Estados Unidos,2,0,2,33531.25,Ninguno,0,7734.95,59327.55,Check-in,Booking.com,False,2023-02,T1,Alta
RES002588,2023-02-07,2023-02-10,3,Superior,Media Pensión,Otros Latinoamérica,2,1,3,39077.5,Desayuno,1500,0.0,118732.5,Check-out,Expedia,False,2023-02,T1,Alta
RES002589,2023-02-07,2023-02-14,7,Familiar,Solo Alojamiento,Otros Latinoamérica,3,0,3,34650.0,Ninguno,0,22851.88,219698.12,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002590,2023-02-07,2023-02-10,3,Familiar,Media Pensión,Europa,3,0,3,54810.0,Estacionamiento,1500,0.0,165930.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002591,2023-02-07,2023-02-12,5,Standard,Media Pensión,Brasil,1,0,1,30848.75,Desayuno,1500,0.0,155743.75,Check-out,Booking.com,False,2023-02,T1,Alta
RES002592,2023-02-07,2023-02-11,4,Familiar,Alojamiento + Desayuno,Estados Unidos,4,0,4,49218.75,Estacionamiento,1500,0.0,198375.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002593,2023-02-07,2023-02-09,2,Superior,Alojamiento + Desayuno,Argentina,2,1,3,30625.0,Cama Adicional,1500,0.0,62750.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002594,2023-02-07,2023-02-10,3,Familiar,Todo Incluido,Argentina,1,1,2,51975.0,Desayuno,1500,9162.7,148262.3,Check-out,Expedia,False,2023-02,T1,Alta
RES002595,2023-02-07,2023-02-14,7,Familiar,Todo Incluido,Argentina,1,0,1,51975.0,Desayuno,1500,0.0,365325.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002596,2023-02-07,2023-02-11,4,Familiar,Alojamiento + Desayuno,Argentina,4,0,4,39375.0,"Estacionamiento, Spa",3000,0.0,160500.0,Check-out,Expedia,False,2023-02,T1,Alta
RES002597,2023-02-07,2023-02-08,1,Standard,Alojamiento + Desayuno,Europa,2,0,2,27750.0,Desayuno,1500,2264.29,26985.71,Check-out,Directo,False,2023-02,T1,Alta
RES002598,2023-02-07,2023-02-10,3,Familiar,Solo Alojamiento,Argentina,2,1,3,31500.0,Ninguno,0,9139.45,85360.55,No Show,Sitio Web,False,2023-02,T1,Alta
RES002599,2023-02-07,2023-02-10,3,Familiar,Media Pensión,Brasil,1,2,3,52526.25,Cama Adicional,1500,0.0,159078.75,No Show,Booking.com,False,2023-02,T1,Alta
RES002600,2023-02-07,2023-02-10,3,Suite,Todo Incluido,Argentina,3,1,4,63525.0,Estacionamiento,1500,0.0,192075.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002601,2023-02-07,2023-02-09,2,Suite,Todo Incluido,Argentina,1,0,1,63525.0,"Desayuno, Spa",3000,13959.23,116090.77,Check-out,Booking.com,False,2023-02,T1,Alta
RES002602,2023-02-07,2023-02-10,3,Standard,Solo Alojamiento,Otros Latinoamérica,2,0,2,20350.0,Desayuno,1500,0.0,62550.0,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002603,2023-02-07,2023-02-11,4,Superior,Media Pensión,Argentina,1,1,2,35525.0,Desayuno,1500,0.0,143600.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002604,2023-02-07,2023-02-11,4,Suite,Todo Incluido,Europa,1,1,2,76230.0,Ninguno,0,35978.3,268941.7,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002605,2023-02-07,2023-02-09,2,Superior,Todo Incluido,Europa,2,0,2,48510.0,"Desayuno, Spa",3000,6916.79,93103.21,Check-out,Booking.com,False,2023-02,T1,Alta
RES002606,2023-02-07,2023-02-11,4,Standard,Media Pensión,Argentina,1,0,1,26825.0,"Estacionamiento, Spa",3000,11897.56,98402.44,Check-in,Expedia,False,2023-02,T1,Alta
RES002607,2023-02-07,2023-02-09,2,Familiar,Solo Alojamiento,Argentina,4,0,4,31500.0,Ninguno,0,0.0,63000.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002608,2023-02-07,2023-02-10,3,Familiar,Todo Incluido,Otros Latinoamérica,4,1,5,57172.5,Ninguno,0,0.0,171517.5,Check-out,Booking.com,False,2023-02,T1,Alta
RES002609,2023-02-07,2023-02-11,4,Superior,Alojamiento + Desayuno,Brasil,1,0,1,35218.75,Estacionamiento,1500,0.0,142375.0,Check-out,Expedia,False,2023-02,T1,Alta
RES002610,2023-02-07,2023-02-12,5,Familiar,Media Pensión,Brasil,1,3,4,52526.25,Ninguno,0,25498.56,237132.69,Check-in,Expedia,False,2023-02,T1,Alta
RES002611,2023-02-07,2023-02-12,5,Suite,Alojamiento + Desayuno,Brasil,1,3,4,55343.75,Spa,1500,30492.67,247726.08,Cancelada,Despegar,False,2023-02,T1,Alta
RES002612,2023-02-07,2023-02-10,3,Suite,Solo Alojamiento,Estados Unidos,1,1,2,48125.0,Desayuno,1500,0.0,145875.0,Cancelada,Booking.com,False,2023-02,T1,Alta
RES002613,2023-02-07,2023-02-09,2,Suite,Solo Alojamiento,Brasil,2,2,4,44275.0,Ninguno,0,0.0,88550.0,Check-out,Expedia,False,2023-02,T1,Alta
RES002614,2023-02-07,2023-02-10,3,Standard,Solo Alojamiento,Europa,1,0,1,22200.0,Ninguno,0,0.0,66600.0,Check-out,Directo,False,2023-02,T1,Alta
RES002615,2023-02-07,2023-02-10,3,Superior,Media Pensión,Argentina,2,0,2,35525.0,Estacionamiento,1500,0.0,108075.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002616,2023-02-07,2023-02-11,4,Suite,Todo Incluido,Europa,4,0,4,76230.0,Spa,1500,0.0,306420.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002617,2023-02-07,2023-02-10,3,Suite,Alojamiento + Desayuno,Estados Unidos,1,3,4,60156.25,Cama Adicional,1500,21592.35,160376.4,Check-out,Booking.com,False,2023-02,T1,Alta
RES002618,2023-02-07,2023-02-10,3,Standard,Todo Incluido,Argentina,1,1,2,30525.0,Estacionamiento,1500,0.0,93075.0,Check-out,Directo,False,2023-02,T1,Alta
RES002619,2023-02-07,2023-02-10,3,Familiar,Solo Alojamiento,Estados Unidos,1,3,4,39375.0,Desayuno,1500,0.0,119625.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002620,2023-02-07,2023-02-09,2,Familiar,Alojamiento + Desayuno,Estados Unidos,4,1,5,49218.75,Estacionamiento,1500,0.0,99937.5,Check-out,Directo,False,2023-02,T1,Alta
RES002621,2023-02-07,2023-02-11,4,Suite,Todo Incluido,Estados Unidos,3,0,3,79406.25,Ninguno,0,20217.29,297407.71,Check-out,Booking.com,False,2023-02,T1,Alta
RES002622,2023-02-07,2023-02-08,1,Superior,Solo Alojamiento,Argentina,3,0,3,24500.0,Desayuno,1500,1620.47,24379.53,Check-out,Booking.com,False,2023-02,T1,Alta
RES002623,2023-02-07,2023-02-12,5,Familiar,Media Pensión,Otros Latinoamérica,1,4,5,50242.5,Ninguno,0,0.0,251212.5,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002624,2023-02-07,2023-02-09,2,Superior,Alojamiento + Desayuno,Europa,3,0,3,36750.0,"Desayuno, Spa",3000,0.0,76500.0,Check-out,Agencia,False,2023-02,T1,Alta
RES002625,2023-02-07,2023-02-11,4,Standard,Media Pensión,Brasil,2,0,2,30848.75,Ninguno,0,13751.67,109643.33,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002626,2023-02-07,2023-02-10,3,Superior,Todo Incluido,Argentina,2,0,2,40425.0,Ninguno,0,0.0,121275.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002627,2023-02-07,2023-02-10,3,Standard,Todo Incluido,Argentina,1,0,1,30525.0,Desayuno,1500,0.0,93075.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002628,2023-02-07,2023-02-11,4,Standard,Media Pensión,Argentina,1,1,2,26825.0,Ninguno,0,0.0,107300.0,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002629,2023-02-07,2023-02-11,4,Standard,Media Pensión,Europa,1,0,1,32190.0,Ninguno,0,0.0,128760.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002630,2023-02-07,2023-02-10,3,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Ninguno,0,0.0,55500.0,Cancelada,Booking.com,False,2023-02,T1,Alta
RES002631,2023-02-07,2023-02-12,5,Suite,Todo Incluido,Argentina,2,2,4,63525.0,Desayuno,1500,0.0,319125.0,Check-in,Directo,False,2023-02,T1,Alta
RES002632,2023-02-08,2023-02-11,3,Familiar,Solo Alojamiento,Brasil,3,0,3,36225.0,Spa,1500,0.0,110175.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002633,2023-02-08,2023-02-13,5,Suite,Todo Incluido,Brasil,1,2,3,73053.75,Cama Adicional,1500,0.0,366768.75,Check-in,Sitio Web,False,2023-02,T1,Alta
RES002634,2023-02-08,2023-02-11,3,Standard,Media Pensión,Argentina,2,0,2,26825.0,Desayuno,1500,0.0,81975.0,Check-in,Expedia,False,2023-02,T1,Alta
RES002635,2023-02-08,2023-02-11,3,Suite,Solo Alojamiento,Otros Latinoamérica,4,0,4,42350.0,Estacionamiento,1500,0.0,128550.0,Check-out,Despegar,False,2023-02,T1,Alta
RES002636,2023-02-08,2023-02-11,3,Standard,Solo Alojamiento,Estados Unidos,1,1,2,23125.0,Ninguno,0,0.0,69375.0,Check-out,Directo,False,2023-02,T1,Alta
RES002637,2023-02-08,2023-02-13,5,Standard,Media Pensión,Brasil,2,0,2,30848.75,Spa,1500,0.0,155743.75,Check-out,Booking.com,False,2023-02,T1,Alta
RES002638,2023-02-08,2023-02-09,1,Standard,Solo Alojamiento,Argentina,2,0,2,18500.0,Estacionamiento,1500,0.0,20000.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002639,2023-02-08,2023-02-11,3,Standard,Todo Incluido,Argentina,1,0,1,30525.0,Desayuno,1500,0.0,93075.0,Check-out,Booking.com,False,2023-02,T1,Alta
RES002640,2023-02-08,2023-02-15,7,Standard,Media Pensión,Otros Latinoamérica,2,0,2,29507.5,Ninguno,0,0.0,206552.5,Check-out,Expedia,False,2023-02,T1,Alta
RES002641,2023-02-08,2023-02-09,1,Standard,Solo Alojamiento,Estados Unidos,2,0,2,23125.0,Ninguno,0,1724.96,21400.04,Check-out,Expedia,False,2023-02,T1,Alta
RES002642,2023-02-08,2023-02-11,3,Superior,Todo Incluido,Europa,1,1,2,48510.0,Ninguno,0,12692.36,132837.64,Check-out,Expedia,False,2023-02,T1,Alta
RES002643,2023-02-08,2023-02-11,3,Familiar,Media Pensión,Brasil,2,2,4,52526.25,Ninguno,0,0.0,157578.75,Check-out,Sitio Web,False,2023-02,T1,Alta
RES002644,2023-02-08,2023-02-11,3,Superior,Alojamiento + Desayuno,Argentina,3,0,3,30625.0,Ninguno,0,0.0,91875.0,Check-in,Expedia,False,2023-02,T1,Alta
RES002645,2023-02-08,2023-02-10,2,Superior,Alojamiento + Desayuno,Europa,1,1,2,36750.0,Desayuno,1500,0.0,75000.0,No Show,Booking.com,False,2023-02,T1,Alta
RES002646,2023-02-08,2023-02-10,2,Standard,Solo Alojamiento,Brasil,1,0,1,21275.0,Ninguno,0,0.0,42550.0,Check-out,Agencia,False,2023-02,T1,Alta
RES002647,2023-02-08,2023-02-13,5,Suite,Alojamiento + Desayuno,Otros Latinoamérica,2,2,4,52937.5,Ninguno,0,0.0,264687.5,Check-out,Despegar,False,2023-02,T1,Alta
RES002648,2023-02-08,2023-02-09,1,Suite,Media Pensión,Argentina,3,1,4,55825.0,Ninguno,0,0.0,55825.0,Check-out,Agencia,False,2023-02,T1,Alta
