VentaID,Fecha,Sucursal,ClienteID,SKU,Producto,Categoria,Cantidad,CostoUnitario,PrecioUnitario,Descuento,TotalVenta,Ganancia,MargenPorcentaje,Año,Mes,Trimestre,DiaSemana,Es_Finde
VTA00007555,2022-08-25,CABA_Norte,CLI049,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,12,857.76,1116.6,0.0,13399.2,3106.0800000000017,23.18,2022,2022-08,T3-2022,Thursday,False
VTA00007556,2022-08-25,Córdoba,CLI002,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,26,106.85,132.64,0.0,3448.64,670.54,19.44,2022,2022-08,T3-2022,Thursday,False
VTA00007557,2022-08-25,CABA_Centro,CLI046,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,19,310.17,386.45,0.0,7342.55,1449.3199999999997,19.74,2022,2022-08,T3-2022,Thursday,False
VTA00007558,2022-08-25,CABA_Centro,CLI013,BEB-003,Cerveza Quilmes 1L,BEBIDAS,9,248.02,287.03,0.0,2583.27,351.0899999999997,13.59,2022,2022-08,T3-2022,Thursday,False
VTA00007559,2022-08-25,Mendoza,CLI025,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,60,857.76,1104.19,7084.32,59167.08,7701.480000000003,13.02,2022,2022-08,T3-2022,Thursday,False
VTA00007560,2022-08-25,La_Plata,CLI026,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,69,857.76,1025.73,10193.27,60582.1,1396.6599999999962,2.31,2022,2022-08,T3-2022,Thursday,False
VTA00007561,2022-08-25,GBA_Oeste,CLI050,ALK-002,Azúcar Ledesma 1kg,ALMACEN,97,248.02,309.4,3497.5,26514.3,2456.359999999997,9.26,2022,2022-08,T3-2022,Thursday,False
VTA00007562,2022-08-25,GBA_Sur,CLI027,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,23,106.85,132.81,0.0,3054.63,597.0800000000004,19.55,2022,2022-08,T3-2022,Thursday,False
VTA00007563,2022-08-25,La_Plata,CLI041,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,28,201.55,247.64,0.0,6933.92,1290.5199999999995,18.61,2022,2022-08,T3-2022,Thursday,False
VTA00007564,2022-08-25,CABA_Centro,CLI009,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,67,857.76,1179.0,5216.68,73776.32,16306.400000000009,22.1,2022,2022-08,T3-2022,Thursday,False
VTA00007565,2022-08-25,Mendoza,CLI028,BEB-002,Coca-Cola 2.25L,BEBIDAS,16,460.35,559.59,0.0,8953.44,1587.8400000000001,17.73,2022,2022-08,T3-2022,Thursday,False
VTA00007566,2022-08-25,GBA_Sur,CLI011,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,65,399.57,526.38,2778.82,31435.88,5463.830000000002,17.38,2022,2022-08,T3-2022,Thursday,False
VTA00007567,2022-08-25,Mendoza,CLI035,ALK-002,Azúcar Ledesma 1kg,ALMACEN,17,248.02,292.32,0.0,4969.44,753.0999999999995,15.15,2022,2022-08,T3-2022,Thursday,False
VTA00007568,2022-08-25,GBA_Sur,CLI027,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,21,106.85,139.33,0.0,2925.93,682.0799999999999,23.31,2022,2022-08,T3-2022,Thursday,False
VTA00007569,2022-08-25,CABA_Centro,CLI032,BEB-002,Coca-Cola 2.25L,BEBIDAS,35,460.35,611.01,0.0,21385.35,5273.0999999999985,24.66,2022,2022-08,T3-2022,Thursday,False
VTA00007570,2022-08-25,Córdoba,CLI010,BEB-002,Coca-Cola 2.25L,BEBIDAS,47,460.35,580.67,0.0,27291.49,5655.040000000001,20.72,2022,2022-08,T3-2022,Thursday,False
VTA00007571,2022-08-25,CABA_Centro,CLI039,BEB-002,Coca-Cola 2.25L,BEBIDAS,10,460.35,557.52,0.0,5575.2,971.6999999999998,17.43,2022,2022-08,T3-2022,Thursday,False
VTA00007572,2022-08-25,Mendoza,CLI002,BEB-004,Vino Tinto Toro 1L,BEBIDAS,20,591.12,707.71,0.0,14154.2,2331.800000000001,16.47,2022,2022-08,T3-2022,Thursday,False
VTA00007573,2022-08-25,GBA_Oeste,CLI021,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,96,399.57,534.07,3252.58,48018.14,9659.419999999998,20.12,2022,2022-08,T3-2022,Thursday,False
VTA00007574,2022-08-25,La_Plata,CLI047,LIM-002,Detergente Magistral 750ml,LIMPIEZA,15,282.33,369.7,0.0,5545.5,1310.5500000000002,23.63,2022,2022-08,T3-2022,Thursday,False
VTA00007575,2022-08-25,GBA_Oeste,CLI050,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,27,857.76,1042.51,0.0,28147.77,4988.25,17.72,2022,2022-08,T3-2022,Thursday,False
VTA00007576,2022-08-25,GBA_Sur,CLI046,BEB-003,Cerveza Quilmes 1L,BEBIDAS,21,248.02,331.36,0.0,6958.56,1750.1400000000003,25.15,2022,2022-08,T3-2022,Thursday,False
VTA00007577,2022-08-25,Rosario,CLI044,BEB-004,Vino Tinto Toro 1L,BEBIDAS,14,591.12,771.75,0.0,10804.5,2528.8199999999997,23.41,2022,2022-08,T3-2022,Thursday,False
VTA00007578,2022-08-25,GBA_Sur,CLI014,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,41,591.12,696.33,0.0,28549.53,4313.609999999997,15.11,2022,2022-08,T3-2022,Thursday,False
VTA00007579,2022-08-25,Rosario,CLI041,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,48,201.55,233.76,0.0,11220.48,1546.079999999998,13.78,2022,2022-08,T3-2022,Thursday,False
VTA00007580,2022-08-25,Rosario,CLI011,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,5,106.85,145.89,0.0,729.45,195.20000000000005,26.76,2022,2022-08,T3-2022,Thursday,False
VTA00007581,2022-08-25,Córdoba,CLI017,ALK-002,Azúcar Ledesma 1kg,ALMACEN,45,248.02,321.14,0.0,14451.3,3290.3999999999996,22.77,2022,2022-08,T3-2022,Thursday,False
VTA00007582,2022-08-25,Rosario,CLI009,BEB-001,Agua Villa del Sur 2L,BEBIDAS,25,157.24,194.61,0.0,4865.25,934.25,19.2,2022,2022-08,T3-2022,Thursday,False
VTA00007583,2022-08-25,GBA_Sur,CLI044,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,34,248.02,338.52,0.0,11509.68,3077.0,26.73,2022,2022-08,T3-2022,Thursday,False
VTA00007584,2022-08-25,CABA_Centro,CLI020,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,30,201.55,248.78,0.0,7463.4,1416.8999999999996,18.98,2022,2022-08,T3-2022,Thursday,False
VTA00007585,2022-08-25,Rosario,CLI036,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,22,248.02,346.2,0.0,7616.4,2159.959999999999,28.36,2022,2022-08,T3-2022,Thursday,False
VTA00007586,2022-08-25,CABA_Norte,CLI040,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,62,248.02,323.37,2757.34,17291.6,1914.3599999999988,11.07,2022,2022-08,T3-2022,Thursday,False
VTA00007587,2022-08-25,CABA_Centro,CLI032,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,40,248.02,296.64,0.0,11865.6,1944.7999999999993,16.39,2022,2022-08,T3-2022,Thursday,False
VTA00007588,2022-08-25,CABA_Norte,CLI033,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,10,857.76,1042.09,0.0,10420.9,1843.2999999999993,17.69,2022,2022-08,T3-2022,Thursday,False
VTA00007589,2022-08-25,CABA_Norte,CLI022,ALK-002,Azúcar Ledesma 1kg,ALMACEN,22,248.02,345.18,0.0,7593.96,2137.5199999999995,28.15,2022,2022-08,T3-2022,Thursday,False
VTA00007590,2022-08-25,Córdoba,CLI040,BEB-002,Coca-Cola 2.25L,BEBIDAS,21,460.35,556.67,0.0,11690.07,2022.7199999999993,17.3,2022,2022-08,T3-2022,Thursday,False
VTA00007591,2022-08-25,Rosario,CLI009,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,48,106.85,146.0,0.0,7008.0,1879.2000000000007,26.82,2022,2022-08,T3-2022,Thursday,False
VTA00007592,2022-08-25,GBA_Sur,CLI043,BEB-003,Cerveza Quilmes 1L,BEBIDAS,17,248.02,298.13,0.0,5068.21,851.8699999999999,16.81,2022,2022-08,T3-2022,Thursday,False
VTA00007593,2022-08-25,Mendoza,CLI042,BEB-002,Coca-Cola 2.25L,BEBIDAS,6,460.35,608.41,0.0,3650.46,888.3599999999997,24.34,2022,2022-08,T3-2022,Thursday,False
VTA00007594,2022-08-25,Rosario,CLI004,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,95,310.17,382.03,2403.23,33889.62,4423.470000000001,13.05,2022,2022-08,T3-2022,Thursday,False
VTA00007595,2022-08-25,GBA_Oeste,CLI050,ALK-002,Azúcar Ledesma 1kg,ALMACEN,77,248.02,337.75,3816.96,22189.79,3092.25,13.94,2022,2022-08,T3-2022,Thursday,False
VTA00007596,2022-08-25,La_Plata,CLI030,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,34,591.12,762.61,0.0,25928.74,5830.66,22.49,2022,2022-08,T3-2022,Thursday,False
VTA00007597,2022-08-25,CABA_Norte,CLI012,LIM-002,Detergente Magistral 750ml,LIMPIEZA,39,282.33,336.49,0.0,13123.11,2112.2400000000016,16.1,2022,2022-08,T3-2022,Thursday,False
VTA00007598,2022-08-25,CABA_Norte,CLI018,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,6,591.12,763.14,0.0,4578.84,1032.12,22.54,2022,2022-08,T3-2022,Thursday,False
VTA00007599,2022-08-26,Córdoba,CLI012,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,69,248.14,323.35,1135.08,21176.07,4054.41,19.15,2022,2022-08,T3-2022,Friday,False
VTA00007600,2022-08-26,CABA_Norte,CLI046,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,97,310.3,400.57,4365.1,34490.19,4391.09,12.73,2022,2022-08,T3-2022,Friday,False
VTA00007601,2022-08-26,CABA_Norte,CLI036,BEB-004,Vino Tinto Toro 1L,BEBIDAS,10,591.42,758.26,0.0,7582.6,1668.4000000000005,22.0,2022,2022-08,T3-2022,Friday,False
VTA00007602,2022-08-26,Mendoza,CLI005,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,19,201.64,251.68,0.0,4781.92,950.7600000000002,19.88,2022,2022-08,T3-2022,Friday,False
VTA00007603,2022-08-26,CABA_Centro,CLI040,BEB-001,Agua Villa del Sur 2L,BEBIDAS,11,157.32,187.61,0.0,2063.71,333.19000000000005,16.15,2022,2022-08,T3-2022,Friday,False
VTA00007604,2022-08-26,GBA_Oeste,CLI047,ALK-002,Azúcar Ledesma 1kg,ALMACEN,87,248.14,327.67,3271.27,25236.02,3647.84,14.45,2022,2022-08,T3-2022,Friday,False
VTA00007605,2022-08-26,GBA_Sur,CLI029,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,29,591.42,728.04,0.0,21113.16,3961.9799999999996,18.77,2022,2022-08,T3-2022,Friday,False
VTA00007606,2022-08-26,GBA_Oeste,CLI033,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,93,399.78,497.68,2926.1,43358.14,6178.5999999999985,14.25,2022,2022-08,T3-2022,Friday,False
VTA00007607,2022-08-26,Rosario,CLI047,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,29,106.9,124.24,0.0,3602.96,502.8599999999997,13.96,2022,2022-08,T3-2022,Friday,False
VTA00007608,2022-08-26,GBA_Oeste,CLI003,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,92,310.3,376.49,4739.69,29897.39,1349.7899999999972,4.51,2022,2022-08,T3-2022,Friday,False
VTA00007609,2022-08-26,GBA_Oeste,CLI002,BEB-004,Vino Tinto Toro 1L,BEBIDAS,37,591.42,749.91,0.0,27746.67,5864.130000000001,21.13,2022,2022-08,T3-2022,Friday,False
VTA00007610,2022-08-26,La_Plata,CLI030,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,88,248.14,304.3,2231.73,24546.67,2710.3499999999985,11.04,2022,2022-08,T3-2022,Friday,False
VTA00007611,2022-08-26,GBA_Oeste,CLI047,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,36,248.14,342.28,0.0,12322.08,3389.040000000001,27.5,2022,2022-08,T3-2022,Friday,False
VTA00007612,2022-08-26,Rosario,CLI004,ALK-002,Azúcar Ledesma 1kg,ALMACEN,28,248.14,317.31,0.0,8884.68,1936.7600000000002,21.8,2022,2022-08,T3-2022,Friday,False
VTA00007613,2022-08-26,GBA_Oeste,CLI041,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,6,201.64,267.65,0.0,1605.9,396.0600000000002,24.66,2022,2022-08,T3-2022,Friday,False
VTA00007614,2022-08-26,CABA_Norte,CLI037,BEB-004,Vino Tinto Toro 1L,BEBIDAS,10,591.42,792.23,0.0,7922.3,2008.1000000000004,25.35,2022,2022-08,T3-2022,Friday,False
VTA00007615,2022-08-26,Rosario,CLI021,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,45,201.64,257.37,0.0,11581.65,2507.8500000000004,21.65,2022,2022-08,T3-2022,Friday,False
VTA00007616,2022-08-26,Mendoza,CLI034,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,38,201.64,242.18,0.0,9202.84,1540.5200000000004,16.74,2022,2022-08,T3-2022,Friday,False
VTA00007617,2022-08-26,Mendoza,CLI026,BEB-002,Coca-Cola 2.25L,BEBIDAS,17,460.6,627.44,0.0,10666.48,2836.279999999999,26.59,2022,2022-08,T3-2022,Friday,False
VTA00007618,2022-08-26,CABA_Centro,CLI011,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,58,248.14,300.5,1780.67,15648.33,1256.210000000001,8.03,2022,2022-08,T3-2022,Friday,False
VTA00007619,2022-08-26,CABA_Centro,CLI047,LIM-002,Detergente Magistral 750ml,LIMPIEZA,67,282.47,380.84,2704.4,22811.88,3886.3899999999994,17.04,2022,2022-08,T3-2022,Friday,False
VTA00007620,2022-08-26,La_Plata,CLI010,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,76,248.14,343.7,1783.29,24337.91,5479.27,22.51,2022,2022-08,T3-2022,Friday,False
VTA00007621,2022-08-26,GBA_Oeste,CLI038,BEB-001,Agua Villa del Sur 2L,BEBIDAS,13,157.32,208.1,0.0,2705.3,660.1400000000003,24.4,2022,2022-08,T3-2022,Friday,False
VTA00007622,2022-08-26,CABA_Norte,CLI037,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,49,201.64,253.26,0.0,12409.74,2529.380000000001,20.38,2022,2022-08,T3-2022,Friday,False
VTA00007623,2022-08-26,Rosario,CLI025,BEB-004,Vino Tinto Toro 1L,BEBIDAS,48,591.42,701.75,0.0,33684.0,5295.840000000004,15.72,2022,2022-08,T3-2022,Friday,False
VTA00007624,2022-08-26,Mendoza,CLI035,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,31,310.3,361.25,0.0,11198.75,1579.449999999999,14.1,2022,2022-08,T3-2022,Friday,False
VTA00007625,2022-08-26,GBA_Oeste,CLI004,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,20,248.14,323.14,0.0,6462.8,1500.000000000001,23.21,2022,2022-08,T3-2022,Friday,False
VTA00007626,2022-08-26,Mendoza,CLI032,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,18,248.14,334.19,0.0,6015.42,1548.9000000000005,25.75,2022,2022-08,T3-2022,Friday,False
VTA00007627,2022-08-26,La_Plata,CLI021,BEB-003,Cerveza Quilmes 1L,BEBIDAS,21,248.14,346.48,0.0,7276.08,2065.1400000000003,28.38,2022,2022-08,T3-2022,Friday,False
VTA00007628,2022-08-26,CABA_Norte,CLI032,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,67,248.14,291.83,2004.88,17547.73,922.3500000000022,5.26,2022,2022-08,T3-2022,Friday,False
VTA00007629,2022-08-26,CABA_Centro,CLI002,BEB-003,Cerveza Quilmes 1L,BEBIDAS,48,248.14,315.09,0.0,15124.32,3213.6000000000004,21.25,2022,2022-08,T3-2022,Friday,False
VTA00007630,2022-08-26,Rosario,CLI040,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,30,858.22,1059.04,0.0,31771.2,6024.5999999999985,18.96,2022,2022-08,T3-2022,Friday,False
VTA00007631,2022-08-26,CABA_Centro,CLI025,BEB-001,Agua Villa del Sur 2L,BEBIDAS,42,157.32,219.31,0.0,9211.02,2603.580000000001,28.27,2022,2022-08,T3-2022,Friday,False
VTA00007632,2022-08-26,CABA_Centro,CLI016,BEB-002,Coca-Cola 2.25L,BEBIDAS,39,460.6,537.94,0.0,20979.66,3016.2599999999984,14.38,2022,2022-08,T3-2022,Friday,False
VTA00007633,2022-08-26,CABA_Centro,CLI021,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,26,858.22,1185.97,0.0,30835.22,8521.5,27.64,2022,2022-08,T3-2022,Friday,False
VTA00007634,2022-08-26,GBA_Oeste,CLI040,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,69,201.64,259.9,2172.87,15760.23,1847.0699999999997,11.72,2022,2022-08,T3-2022,Friday,False
VTA00007635,2022-08-29,CABA_Centro,CLI047,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,25,201.92,241.27,0.0,6031.75,983.75,16.31,2022,2022-08,T3-2022,Monday,False
VTA00007636,2022-08-29,Rosario,CLI030,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,28,107.05,131.48,0.0,3681.44,684.04,18.58,2022,2022-08,T3-2022,Monday,False
VTA00007637,2022-08-29,La_Plata,CLI035,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,21,107.05,135.4,0.0,2843.4,595.3500000000004,20.94,2022,2022-08,T3-2022,Monday,False
VTA00007638,2022-08-29,GBA_Sur,CLI046,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,12,107.05,133.64,0.0,1603.68,319.08000000000015,19.9,2022,2022-08,T3-2022,Monday,False
VTA00007639,2022-08-29,CABA_Centro,CLI013,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,56,201.92,238.95,1646.9,11734.3,426.78000000000065,3.64,2022,2022-08,T3-2022,Monday,False
VTA00007640,2022-08-29,Córdoba,CLI018,BEB-004,Vino Tinto Toro 1L,BEBIDAS,11,592.33,716.77,0.0,7884.47,1368.8400000000001,17.36,2022,2022-08,T3-2022,Monday,False
VTA00007641,2022-08-29,GBA_Sur,CLI022,BEB-001,Agua Villa del Sur 2L,BEBIDAS,17,157.53,220.02,0.0,3740.34,1062.33,28.4,2022,2022-08,T3-2022,Monday,False
VTA00007642,2022-08-29,CABA_Centro,CLI014,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,13,201.92,273.08,0.0,3550.04,925.0799999999999,26.06,2022,2022-08,T3-2022,Monday,False
VTA00007643,2022-08-29,CABA_Norte,CLI009,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,94,310.68,376.25,2855.89,32511.61,3307.6899999999987,10.17,2022,2022-08,T3-2022,Monday,False
VTA00007644,2022-08-29,Rosario,CLI033,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,85,400.41,522.45,4826.7,39581.55,5546.700000000004,14.01,2022,2022-08,T3-2022,Monday,False
VTA00007645,2022-08-29,La_Plata,CLI050,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,45,201.92,271.69,0.0,12226.05,3139.6499999999996,25.68,2022,2022-08,T3-2022,Monday,False
VTA00007646,2022-08-29,Córdoba,CLI023,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,94,859.59,1113.03,15374.66,89250.16,8448.699999999997,9.47,2022,2022-08,T3-2022,Monday,False
VTA00007647,2022-08-29,CABA_Centro,CLI037,LIM-002,Detergente Magistral 750ml,LIMPIEZA,64,282.88,372.53,2926.69,20915.23,2810.91,13.44,2022,2022-08,T3-2022,Monday,False
VTA00007648,2022-08-29,GBA_Oeste,CLI036,BEB-002,Coca-Cola 2.25L,BEBIDAS,28,461.37,586.01,0.0,16408.28,3489.9199999999983,21.27,2022,2022-08,T3-2022,Monday,False
VTA00007649,2022-08-29,La_Plata,CLI042,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,25,201.92,267.66,0.0,6691.5,1643.5,24.56,2022,2022-08,T3-2022,Monday,False
VTA00007650,2022-08-29,Rosario,CLI015,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,11,201.92,280.55,0.0,3086.05,864.9300000000003,28.03,2022,2022-08,T3-2022,Monday,False
VTA00007651,2022-08-29,CABA_Norte,CLI030,BEB-003,Cerveza Quilmes 1L,BEBIDAS,12,248.49,332.3,0.0,3987.6,1005.7199999999998,25.22,2022,2022-08,T3-2022,Monday,False
VTA00007652,2022-08-29,CABA_Centro,CLI031,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,12,201.92,238.66,0.0,2863.92,440.8800000000001,15.39,2022,2022-08,T3-2022,Monday,False
VTA00007653,2022-08-29,GBA_Oeste,CLI001,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,23,201.92,266.57,0.0,6131.11,1486.9499999999998,24.25,2022,2022-08,T3-2022,Monday,False
VTA00007654,2022-08-29,Córdoba,CLI050,LIM-002,Detergente Magistral 750ml,LIMPIEZA,80,282.88,371.79,2626.46,27116.74,4486.34,16.54,2022,2022-08,T3-2022,Monday,False
VTA00007655,2022-08-29,La_Plata,CLI011,LIM-002,Detergente Magistral 750ml,LIMPIEZA,53,282.88,336.93,1129.44,16727.85,1735.2099999999991,10.37,2022,2022-08,T3-2022,Monday,False
VTA00007656,2022-08-29,Rosario,CLI043,BEB-002,Coca-Cola 2.25L,BEBIDAS,30,461.37,572.91,0.0,17187.3,3346.199999999999,19.47,2022,2022-08,T3-2022,Monday,False
VTA00007657,2022-08-29,CABA_Norte,CLI015,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,99,248.49,330.21,2083.28,30607.51,6006.999999999996,19.63,2022,2022-08,T3-2022,Monday,False
VTA00007658,2022-08-29,GBA_Sur,CLI048,BEB-003,Cerveza Quilmes 1L,BEBIDAS,31,248.49,307.54,0.0,9533.74,1830.5499999999993,19.2,2022,2022-08,T3-2022,Monday,False
VTA00007659,2022-08-29,Rosario,CLI045,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,11,201.92,247.33,0.0,2720.63,499.5100000000002,18.36,2022,2022-08,T3-2022,Monday,False
VTA00007660,2022-08-29,GBA_Sur,CLI008,BEB-003,Cerveza Quilmes 1L,BEBIDAS,50,248.49,321.97,0.0,16098.5,3674.0,22.82,2022,2022-08,T3-2022,Monday,False
VTA00007661,2022-08-29,La_Plata,CLI033,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,32,592.33,816.48,0.0,26127.36,7172.799999999999,27.45,2022,2022-08,T3-2022,Monday,False
VTA00007662,2022-08-29,CABA_Norte,CLI011,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,10,201.92,243.05,0.0,2430.5,411.3000000000002,16.92,2022,2022-08,T3-2022,Monday,False
VTA00007663,2022-08-29,GBA_Sur,CLI013,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,82,201.92,252.59,1094.96,19617.42,3059.9799999999996,15.6,2022,2022-08,T3-2022,Monday,False
VTA00007664,2022-08-29,CABA_Norte,CLI041,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,85,400.41,513.76,6189.46,37480.14,3445.290000000001,9.19,2022,2022-08,T3-2022,Monday,False
VTA00007665,2022-08-29,CABA_Norte,CLI028,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,82,400.41,516.95,4357.76,38032.14,5198.519999999997,13.67,2022,2022-08,T3-2022,Monday,False
VTA00007666,2022-08-29,CABA_Norte,CLI026,LIM-002,Detergente Magistral 750ml,LIMPIEZA,72,282.88,389.17,3925.62,24094.62,3727.2599999999984,15.47,2022,2022-08,T3-2022,Monday,False
VTA00007667,2022-08-29,La_Plata,CLI027,BEB-004,Vino Tinto Toro 1L,BEBIDAS,11,592.33,785.32,0.0,8638.52,2122.8900000000003,24.57,2022,2022-08,T3-2022,Monday,False
VTA00007668,2022-08-29,La_Plata,CLI031,BEB-002,Coca-Cola 2.25L,BEBIDAS,14,461.37,636.72,0.0,8914.08,2454.8999999999996,27.54,2022,2022-08,T3-2022,Monday,False
VTA00007669,2022-08-29,La_Plata,CLI005,BEB-004,Vino Tinto Toro 1L,BEBIDAS,18,592.33,789.49,0.0,14210.82,3548.879999999999,24.97,2022,2022-08,T3-2022,Monday,False
VTA00007670,2022-08-29,GBA_Sur,CLI045,BEB-002,Coca-Cola 2.25L,BEBIDAS,8,461.37,540.32,0.0,4322.56,631.6000000000004,14.61,2022,2022-08,T3-2022,Monday,False
VTA00007671,2022-08-29,GBA_Oeste,CLI020,BEB-002,Coca-Cola 2.25L,BEBIDAS,37,461.37,600.54,0.0,22219.98,5149.290000000001,23.17,2022,2022-08,T3-2022,Monday,False
VTA00007672,2022-08-29,GBA_Sur,CLI039,BEB-001,Agua Villa del Sur 2L,BEBIDAS,48,157.53,206.41,0.0,9907.68,2346.24,23.68,2022,2022-08,T3-2022,Monday,False
VTA00007673,2022-08-29,CABA_Norte,CLI043,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,28,248.49,302.86,0.0,8480.08,1522.3599999999997,17.95,2022,2022-08,T3-2022,Monday,False
VTA00007674,2022-08-29,Rosario,CLI022,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,38,592.33,697.8,0.0,26516.4,4007.8600000000006,15.11,2022,2022-08,T3-2022,Monday,False
VTA00007675,2022-08-29,Mendoza,CLI038,BEB-002,Coca-Cola 2.25L,BEBIDAS,35,461.37,567.79,0.0,19872.65,3724.7000000000007,18.74,2022,2022-08,T3-2022,Monday,False
VTA00007676,2022-08-30,Córdoba,CLI045,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,46,592.63,820.61,0.0,37748.06,10487.079999999998,27.78,2022,2022-08,T3-2022,Tuesday,False
VTA00007677,2022-08-30,Mendoza,CLI026,BEB-001,Agua Villa del Sur 2L,BEBIDAS,45,157.61,191.7,0.0,8626.5,1534.0499999999993,17.78,2022,2022-08,T3-2022,Tuesday,False
VTA00007678,2022-08-30,La_Plata,CLI021,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,18,860.05,1082.2,0.0,19479.6,3998.699999999999,20.53,2022,2022-08,T3-2022,Tuesday,False
VTA00007679,2022-08-30,Rosario,CLI046,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,96,860.05,1101.04,13713.05,91986.79,9421.990000000005,10.24,2022,2022-08,T3-2022,Tuesday,False
VTA00007680,2022-08-30,GBA_Sur,CLI042,BEB-003,Cerveza Quilmes 1L,BEBIDAS,13,248.61,290.03,0.0,3770.39,538.4599999999996,14.28,2022,2022-08,T3-2022,Tuesday,False
VTA00007681,2022-08-30,Rosario,CLI007,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,98,248.61,326.2,1934.52,30033.08,5669.299999999999,18.88,2022,2022-08,T3-2022,Tuesday,False
VTA00007682,2022-08-30,GBA_Sur,CLI027,BEB-003,Cerveza Quilmes 1L,BEBIDAS,10,248.61,345.47,0.0,3454.7,968.5999999999995,28.04,2022,2022-08,T3-2022,Tuesday,False
VTA00007683,2022-08-30,Córdoba,CLI023,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,37,202.01,274.3,0.0,10149.1,2674.7300000000005,26.35,2022,2022-08,T3-2022,Tuesday,False
VTA00007684,2022-08-30,GBA_Sur,CLI043,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,35,860.05,1143.83,0.0,40034.05,9932.300000000003,24.81,2022,2022-08,T3-2022,Tuesday,False
