VentaID,FechaVenta,ClienteID,ProductoID,Cantidad,PrecioUnitario,DescuentoPorcentaje,TotalDescuento,TotalVenta,Estado,MetodoPago,VendedorID,Sucursal
VTA00001245,2023-02-13,CLI028,ALK-004,28,427.61,0,0.0,11972.96,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00001246,2023-02-13,CLI028,LAC-001,35,412.57,15,2165.98,12273.91,COMPLETADA,Transferencia,VEND-03,Córdoba
VTA00001247,2023-02-13,CLI032,ALK-003,11,821.47,0,0.0,9036.22,COMPLETADA,Transferencia,VEND-08,Mendoza
VTA00001248,2023-02-14,CLI007,LIM-001,16,496.16,0,0.0,7938.63,COMPLETADA,MercadoPago,VEND-03,CABA_Norte
VTA00001249,2023-02-14,CLI006,ALK-005,8,1872.3,0,0.0,14978.4,COMPLETADA,Efectivo,VEND-10,Córdoba
VTA00001250,2023-02-14,CLI024,BEB-001,35,340.68,2,238.47,11685.16,COMPLETADA,Transferencia,VEND-09,GBA_Sur
VTA00001251,2023-02-14,CLI036,ALK-004,5,410.69,0,0.0,2053.47,COMPLETADA,Tarjeta Crédito,VEND-09,GBA_Oeste
VTA00001252,2023-02-14,CLI049,LIM-001,89,536.19,4,1908.84,45812.06,COMPLETADA,Tarjeta Crédito,VEND-01,Mendoza
VTA00001253,2023-02-14,CLI005,ALK-002,93,515.18,2,958.24,46953.77,COMPLETADA,Efectivo,VEND-02,Rosario
VTA00001254,2023-02-14,CLI038,BEB-001,35,336.83,9,1061.02,10728.05,COMPLETADA,Transferencia,VEND-01,Mendoza
VTA00001255,2023-02-14,CLI015,LIM-003,52,844.4,8,3512.72,40396.3,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00001256,2023-02-14,CLI047,ALK-001,61,663.48,7,2833.05,37639.1,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00001257,2023-02-14,CLI027,BEB-004,49,1199.93,4,2351.86,56444.54,COMPLETADA,MercadoPago,VEND-02,La_Plata
VTA00001258,2023-02-14,CLI003,ALK-004,32,436.06,0,0.0,13953.78,COMPLETADA,Efectivo,VEND-04,Rosario
VTA00001259,2023-02-14,CLI028,BEB-004,38,1227.31,9,4197.38,42440.21,COMPLETADA,Efectivo,VEND-03,GBA_Sur
VTA00001260,2023-02-14,CLI031,LIM-001,35,514.47,13,2340.82,15665.52,COMPLETADA,MercadoPago,VEND-03,CABA_Norte
VTA00001261,2023-02-14,CLI032,BEB-002,29,949.96,0,0.0,27548.85,COMPLETADA,Transferencia,VEND-08,Córdoba
VTA00001262,2023-02-14,CLI033,LAC-003,39,219.8,4,342.89,8229.34,COMPLETADA,MercadoPago,VEND-03,CABA_Centro
VTA00001263,2023-02-14,CLI016,ALK-001,83,617.95,11,5641.89,45648.03,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Oeste
VTA00001264,2023-02-14,CLI032,LAC-002,21,1240.31,0,0.0,26046.48,COMPLETADA,Efectivo,VEND-08,Mendoza
VTA00001265,2023-02-14,CLI045,ALK-001,12,655.16,0,0.0,7861.89,COMPLETADA,Efectivo,VEND-06,CABA_Centro
VTA00001266,2023-02-14,CLI046,BEB-002,18,940.37,0,0.0,16926.66,COMPLETADA,Tarjeta Crédito,VEND-02,Rosario
VTA00001267,2023-02-14,CLI040,LAC-002,22,1273.33,0,0.0,28013.16,COMPLETADA,Tarjeta Crédito,VEND-10,Rosario
VTA00001268,2023-02-14,CLI021,LIM-001,87,494.61,10,4303.14,38728.23,COMPLETADA,Transferencia,VEND-10,CABA_Norte
VTA00001269,2023-02-14,CLI018,BEB-002,19,933.68,0,0.0,17739.84,COMPLETADA,Transferencia,VEND-03,GBA_Sur
VTA00001270,2023-02-14,CLI018,BEB-004,47,1268.69,2,1192.57,58436.02,COMPLETADA,Efectivo,VEND-03,CABA_Centro
VTA00001271,2023-02-14,CLI007,LIM-001,47,512.17,1,240.72,23831.05,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00001272,2023-02-14,CLI010,BEB-001,15,334.86,0,0.0,5022.91,COMPLETADA,Transferencia,VEND-01,Mendoza
VTA00001273,2023-02-14,CLI008,LAC-001,10,439.25,0,0.0,4392.47,COMPLETADA,MercadoPago,VEND-08,Rosario
VTA00001274,2023-02-14,CLI048,BEB-002,41,1025.42,13,5465.49,36576.71,COMPLETADA,Tarjeta Crédito,VEND-02,Mendoza
VTA00001275,2023-02-14,CLI037,LAC-003,8,214.33,0,0.0,1714.65,COMPLETADA,Efectivo,VEND-08,CABA_Centro
VTA00001276,2023-02-14,CLI029,LIM-001,67,498.9,7,2339.83,31086.27,COMPLETADA,MercadoPago,VEND-08,GBA_Sur
VTA00001277,2023-02-14,CLI004,BEB-001,16,349.87,0,0.0,5597.85,COMPLETADA,Efectivo,VEND-04,Mendoza
VTA00001278,2023-02-14,CLI028,ALK-004,27,407.83,0,0.0,11011.4,COMPLETADA,Efectivo,VEND-03,Córdoba
VTA00001279,2023-02-14,CLI012,LIM-001,89,511.76,5,2277.34,43269.48,COMPLETADA,MercadoPago,VEND-05,Mendoza
VTA00001280,2023-02-14,CLI032,ALK-005,11,1928.95,0,0.0,21218.41,COMPLETADA,Transferencia,VEND-08,Mendoza
VTA00001281,2023-02-14,CLI016,LAC-003,25,228.95,0,0.0,5723.75,COMPLETADA,MercadoPago,VEND-03,CABA_Centro
VTA00001282,2023-02-14,CLI011,LIM-001,28,536.54,0,0.0,15023.14,COMPLETADA,Tarjeta Crédito,VEND-07,Córdoba
VTA00001283,2023-02-14,CLI005,ALK-001,47,680.75,12,3839.42,28155.73,COMPLETADA,Transferencia,VEND-02,Rosario
VTA00001284,2023-02-14,CLI006,LAC-002,20,1198.28,0,0.0,23965.66,COMPLETADA,Transferencia,VEND-10,GBA_Sur
VTA00001285,2023-02-14,CLI020,LIM-003,20,886.21,0,0.0,17724.19,COMPLETADA,Transferencia,VEND-08,CABA_Norte
VTA00001286,2023-02-14,CLI043,ALK-004,45,437.02,13,2556.59,17109.47,COMPLETADA,Tarjeta Crédito,VEND-09,Mendoza
VTA00001287,2023-02-14,CLI017,ALK-005,73,1767.71,5,6452.16,122590.95,COMPLETADA,Efectivo,VEND-09,GBA_Sur
VTA00001288,2023-02-14,CLI036,ALK-003,65,887.32,8,4614.06,53061.68,COMPLETADA,Tarjeta Crédito,VEND-09,Córdoba
VTA00001289,2023-02-14,CLI007,ALK-003,72,867.27,14,8742.08,53701.33,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Norte
VTA00001290,2023-02-15,CLI012,BEB-003,15,508.51,0,0.0,7627.63,COMPLETADA,Transferencia,VEND-05,Córdoba
VTA00001291,2023-02-15,CLI023,ALK-004,56,405.65,8,1817.3,20898.92,COMPLETADA,Transferencia,VEND-10,Mendoza
VTA00001292,2023-02-15,CLI004,BEB-002,35,953.84,2,667.69,32716.65,COMPLETADA,MercadoPago,VEND-04,GBA_Oeste
VTA00001293,2023-02-15,CLI026,LIM-003,78,851.69,8,5314.56,61117.49,COMPLETADA,MercadoPago,VEND-06,Rosario
VTA00001294,2023-02-15,CLI032,BEB-002,14,934.85,0,0.0,13087.94,COMPLETADA,MercadoPago,VEND-08,Córdoba
VTA00001295,2023-02-15,CLI005,LIM-002,61,592.77,3,1084.76,35073.91,COMPLETADA,Tarjeta Crédito,VEND-02,CABA_Norte
VTA00001296,2023-02-15,CLI047,LAC-001,25,414.48,0,0.0,10362.1,COMPLETADA,MercadoPago,VEND-09,CABA_Centro
VTA00001297,2023-02-15,CLI013,LAC-003,6,229.83,0,0.0,1378.98,COMPLETADA,Tarjeta Crédito,VEND-03,CABA_Centro
VTA00001298,2023-02-15,CLI013,LIM-003,57,809.01,10,4611.36,41502.26,COMPLETADA,MercadoPago,VEND-03,La_Plata
VTA00001299,2023-02-15,CLI046,ALK-004,83,438.99,12,4372.33,32063.74,COMPLETADA,MercadoPago,VEND-02,CABA_Centro
VTA00001300,2023-02-15,CLI034,ALK-004,90,417.75,6,2255.86,35341.73,COMPLETADA,Efectivo,VEND-07,Mendoza
VTA00001301,2023-02-15,CLI010,ALK-002,20,526.18,0,0.0,10523.68,COMPLETADA,Tarjeta Crédito,VEND-01,GBA_Sur
VTA00001302,2023-02-15,CLI005,ALK-001,25,655.97,0,0.0,16399.14,COMPLETADA,Efectivo,VEND-02,Rosario
VTA00001303,2023-02-15,CLI044,ALK-003,38,878.58,10,3338.61,30047.51,COMPLETADA,MercadoPago,VEND-01,Córdoba
VTA00001304,2023-02-15,CLI016,BEB-001,34,335.85,8,913.51,10505.38,COMPLETADA,Efectivo,VEND-03,La_Plata
VTA00001305,2023-02-15,CLI016,BEB-004,8,1206.5,0,0.0,9652.01,COMPLETADA,Efectivo,VEND-03,Rosario
VTA00001306,2023-02-15,CLI029,ALK-002,44,502.18,7,1546.71,20549.11,COMPLETADA,Efectivo,VEND-08,GBA_Sur
VTA00001307,2023-02-15,CLI020,BEB-002,42,946.1,14,5563.07,34173.13,COMPLETADA,Transferencia,VEND-08,Rosario
VTA00001308,2023-02-15,CLI037,BEB-002,35,1019.32,9,3210.87,32465.46,COMPLETADA,Transferencia,VEND-08,La_Plata
VTA00001309,2023-02-15,CLI034,ALK-004,54,409.71,0,0.0,22124.58,COMPLETADA,Efectivo,VEND-07,Mendoza
VTA00001310,2023-02-15,CLI042,BEB-003,48,521.96,10,2505.38,22548.46,COMPLETADA,MercadoPago,VEND-02,La_Plata
VTA00001311,2023-02-15,CLI018,ALK-002,66,496.4,1,327.62,32434.76,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Sur
VTA00001312,2023-02-15,CLI041,LAC-002,16,1242.25,0,0.0,19875.93,COMPLETADA,MercadoPago,VEND-01,La_Plata
VTA00001313,2023-02-15,CLI049,LAC-003,25,213.26,0,0.0,5331.39,COMPLETADA,MercadoPago,VEND-01,GBA_Oeste
VTA00001314,2023-02-15,CLI039,BEB-002,42,977.1,2,820.76,40217.32,COMPLETADA,Tarjeta Crédito,VEND-05,Rosario
VTA00001315,2023-02-15,CLI023,BEB-001,11,340.79,0,0.0,3748.68,COMPLETADA,Transferencia,VEND-10,CABA_Centro
VTA00001316,2023-02-15,CLI043,ALK-003,65,880.03,13,7436.22,49765.5,COMPLETADA,MercadoPago,VEND-09,Rosario
VTA00001317,2023-02-15,CLI001,LIM-002,41,588.34,0,0.0,24122.08,COMPLETADA,MercadoPago,VEND-10,CABA_Centro
VTA00001318,2023-02-15,CLI014,ALK-001,72,637.32,13,5965.33,39921.81,COMPLETADA,Tarjeta Crédito,VEND-07,Rosario
VTA00001319,2023-02-15,CLI018,ALK-004,51,406.68,9,1866.68,18874.19,COMPLETADA,Transferencia,VEND-03,GBA_Oeste
VTA00001320,2023-02-15,CLI024,LIM-002,47,597.83,9,2528.84,25569.34,COMPLETADA,MercadoPago,VEND-09,CABA_Norte
VTA00001321,2023-02-15,CLI024,LAC-001,24,399.49,0,0.0,9587.77,COMPLETADA,Efectivo,VEND-09,CABA_Norte
VTA00001322,2023-02-15,CLI015,ALK-002,20,541.36,0,0.0,10827.17,COMPLETADA,Efectivo,VEND-03,GBA_Oeste
VTA00001323,2023-02-15,CLI028,LIM-001,82,502.0,10,4116.39,37047.53,COMPLETADA,Tarjeta Crédito,VEND-03,GBA_Oeste
VTA00001324,2023-02-15,CLI016,BEB-004,7,1238.11,0,0.0,8666.79,COMPLETADA,MercadoPago,VEND-03,GBA_Sur
VTA00001325,2023-02-15,CLI004,BEB-002,45,1022.05,14,6438.92,39553.35,COMPLETADA,Transferencia,VEND-04,CABA_Centro
VTA00001326,2023-02-15,CLI020,LAC-003,20,228.08,0,0.0,4561.57,COMPLETADA,MercadoPago,VEND-08,CABA_Norte
VTA00001327,2023-02-15,CLI004,ALK-003,62,890.22,4,2207.76,52986.13,COMPLETADA,MercadoPago,VEND-04,Córdoba
VTA00001328,2023-02-15,CLI045,ALK-002,15,527.03,0,0.0,7905.5,COMPLETADA,Transferencia,VEND-06,Mendoza
VTA00001329,2023-02-15,CLI028,LAC-001,27,420.7,0,0.0,11358.85,COMPLETADA,Transferencia,VEND-03,CABA_Centro
VTA00001330,2023-02-15,CLI037,BEB-001,34,334.81,5,569.18,10814.4,COMPLETADA,Efectivo,VEND-08,La_Plata
VTA00001331,2023-02-15,CLI031,LIM-003,16,830.14,0,0.0,13282.17,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00001332,2023-02-15,CLI019,LIM-001,80,539.32,9,3883.08,39262.27,COMPLETADA,Transferencia,VEND-05,CABA_Norte
VTA00001333,2023-02-15,CLI045,LAC-003,6,225.96,0,0.0,1355.74,COMPLETADA,Efectivo,VEND-06,CABA_Centro
VTA00001334,2023-02-15,CLI021,LIM-001,48,521.98,6,1503.31,23551.93,COMPLETADA,MercadoPago,VEND-10,GBA_Oeste
VTA00001335,2023-02-15,CLI005,LAC-001,46,415.06,4,763.7,18328.88,COMPLETADA,MercadoPago,VEND-02,Rosario
VTA00001336,2023-02-15,CLI007,LIM-003,52,812.44,7,2957.27,39289.47,COMPLETADA,Transferencia,VEND-03,La_Plata
VTA00001337,2023-02-16,CLI014,LAC-002,15,1220.91,0,0.0,18313.61,COMPLETADA,Tarjeta Crédito,VEND-07,Rosario
VTA00001338,2023-02-16,CLI046,LIM-002,61,586.81,8,2863.62,32931.63,COMPLETADA,Efectivo,VEND-02,GBA_Sur
VTA00001339,2023-02-16,CLI034,BEB-001,23,357.33,0,0.0,8218.69,COMPLETADA,Transferencia,VEND-07,GBA_Sur
VTA00001340,2023-02-16,CLI033,LIM-002,23,613.49,0,0.0,14110.26,COMPLETADA,Tarjeta Crédito,VEND-03,Córdoba
VTA00001341,2023-02-16,CLI017,ALK-004,96,429.76,10,4125.69,37131.21,COMPLETADA,Transferencia,VEND-09,Rosario
VTA00001342,2023-02-16,CLI041,LAC-002,16,1207.9,0,0.0,19326.33,COMPLETADA,Tarjeta Crédito,VEND-01,GBA_Oeste
VTA00001343,2023-02-16,CLI023,ALK-003,58,886.28,5,2570.21,48833.97,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Norte
VTA00001344,2023-02-16,CLI021,BEB-004,8,1248.88,0,0.0,9991.03,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Centro
VTA00001345,2023-02-16,CLI007,ALK-002,61,529.89,3,969.7,31353.76,COMPLETADA,MercadoPago,VEND-03,Mendoza
VTA00001346,2023-02-16,CLI015,LIM-003,61,823.63,5,2512.07,47729.24,COMPLETADA,Efectivo,VEND-03,GBA_Sur
VTA00001347,2023-02-16,CLI032,ALK-005,59,1767.24,15,15640.06,88627.02,COMPLETADA,Transferencia,VEND-08,CABA_Norte
VTA00001348,2023-02-16,CLI035,LIM-001,20,506.62,0,0.0,10132.32,COMPLETADA,Transferencia,VEND-10,GBA_Sur
VTA00001349,2023-02-16,CLI012,LAC-001,22,416.96,0,0.0,9173.03,COMPLETADA,Tarjeta Crédito,VEND-05,La_Plata
VTA00001350,2023-02-16,CLI047,ALK-005,30,1924.62,0,0.0,57738.63,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00001351,2023-02-16,CLI041,LAC-003,21,210.53,0,0.0,4421.1,COMPLETADA,Transferencia,VEND-01,GBA_Oeste
VTA00001352,2023-02-16,CLI015,BEB-001,26,336.47,0,0.0,8748.25,COMPLETADA,Transferencia,VEND-03,La_Plata
VTA00001353,2023-02-16,CLI048,BEB-001,7,343.24,0,0.0,2402.65,COMPLETADA,Tarjeta Crédito,VEND-02,Rosario
VTA00001354,2023-02-16,CLI010,LAC-002,36,1233.96,15,6663.41,37759.3,COMPLETADA,Transferencia,VEND-01,Mendoza
VTA00001355,2023-02-16,CLI018,LIM-002,84,609.05,0,0.0,51160.6,COMPLETADA,Transferencia,VEND-03,Mendoza
VTA00001356,2023-02-16,CLI032,ALK-001,21,654.68,0,0.0,13748.29,COMPLETADA,MercadoPago,VEND-08,Córdoba
VTA00001357,2023-02-16,CLI046,LIM-002,54,577.9,10,3120.64,28085.76,COMPLETADA,Efectivo,VEND-02,GBA_Oeste
VTA00001358,2023-02-16,CLI014,BEB-004,45,1240.38,10,5581.73,50235.57,COMPLETADA,Tarjeta Crédito,VEND-07,La_Plata
VTA00001359,2023-02-16,CLI040,BEB-002,43,933.29,0,0.0,40131.63,COMPLETADA,Tarjeta Crédito,VEND-10,Córdoba
VTA00001360,2023-02-17,CLI011,ALK-001,58,665.93,14,5407.37,33216.68,COMPLETADA,MercadoPago,VEND-07,GBA_Sur
VTA00001361,2023-02-17,CLI046,BEB-003,27,502.51,0,0.0,13567.87,COMPLETADA,Efectivo,VEND-02,CABA_Centro
VTA00001362,2023-02-17,CLI049,ALK-001,83,631.09,9,4714.25,47666.28,COMPLETADA,Transferencia,VEND-01,La_Plata
VTA00001363,2023-02-17,CLI009,BEB-002,33,998.41,1,329.47,32617.99,COMPLETADA,Transferencia,VEND-07,GBA_Sur
VTA00001364,2023-02-17,CLI018,ALK-005,49,1932.48,5,4734.58,89957.1,COMPLETADA,Transferencia,VEND-03,CABA_Centro
VTA00001365,2023-02-17,CLI032,ALK-003,98,807.74,6,4749.5,74408.9,COMPLETADA,MercadoPago,VEND-08,Mendoza
VTA00001366,2023-02-17,CLI026,ALK-002,93,496.74,7,3233.78,42963.05,COMPLETADA,Transferencia,VEND-06,CABA_Centro
VTA00001367,2023-02-17,CLI044,BEB-002,35,999.49,8,2798.56,32183.42,COMPLETADA,MercadoPago,VEND-01,GBA_Oeste
VTA00001368,2023-02-17,CLI035,LAC-002,38,1279.18,4,1944.36,46664.64,COMPLETADA,Efectivo,VEND-10,Rosario
VTA00001369,2023-02-17,CLI049,LAC-002,14,1304.93,0,0.0,18269.07,COMPLETADA,Efectivo,VEND-01,Mendoza
VTA00001370,2023-02-17,CLI044,LIM-002,63,628.75,1,396.11,39214.9,COMPLETADA,Efectivo,VEND-01,GBA_Sur
VTA00001371,2023-02-17,CLI019,ALK-001,73,678.55,3,1486.03,48048.42,COMPLETADA,Tarjeta Crédito,VEND-05,GBA_Oeste
VTA00001372,2023-02-17,CLI050,BEB-001,16,357.83,0,0.0,5725.25,COMPLETADA,MercadoPago,VEND-09,Rosario
VTA00001373,2023-02-17,CLI049,BEB-003,48,539.7,12,3108.65,22796.76,COMPLETADA,Transferencia,VEND-01,Mendoza
VTA00001374,2023-02-17,CLI050,LAC-003,4,228.19,0,0.0,912.75,COMPLETADA,Tarjeta Crédito,VEND-09,CABA_Norte
VTA00001375,2023-02-17,CLI029,LIM-002,83,573.38,15,7138.59,40452.03,COMPLETADA,Tarjeta Crédito,VEND-08,La_Plata
VTA00001376,2023-02-17,CLI049,BEB-004,14,1285.82,0,0.0,18001.49,COMPLETADA,Efectivo,VEND-01,GBA_Oeste
VTA00001377,2023-02-17,CLI013,BEB-002,3,934.2,0,0.0,2802.61,COMPLETADA,Transferencia,VEND-03,Rosario
VTA00001378,2023-02-17,CLI050,LAC-003,28,221.94,0,0.0,6214.22,COMPLETADA,Tarjeta Crédito,VEND-09,Rosario
VTA00001379,2023-02-17,CLI037,BEB-004,43,1192.48,10,5127.66,46148.97,COMPLETADA,Transferencia,VEND-08,GBA_Oeste
VTA00001380,2023-02-17,CLI006,BEB-002,46,942.83,8,3469.61,39900.49,COMPLETADA,MercadoPago,VEND-10,Mendoza
VTA00001381,2023-02-17,CLI001,LAC-001,31,424.92,4,526.9,12645.61,COMPLETADA,MercadoPago,VEND-10,Mendoza
VTA00001382,2023-02-17,CLI044,LIM-001,26,545.49,0,0.0,14182.69,COMPLETADA,MercadoPago,VEND-01,Córdoba
VTA00001383,2023-02-17,CLI045,LIM-001,91,512.97,9,4201.18,42478.63,COMPLETADA,Efectivo,VEND-06,CABA_Norte
VTA00001384,2023-02-17,CLI003,BEB-002,40,935.76,6,2245.83,35184.71,COMPLETADA,Tarjeta Crédito,VEND-04,CABA_Norte
VTA00001385,2023-02-17,CLI007,ALK-004,10,421.75,0,0.0,4217.51,COMPLETADA,Transferencia,VEND-03,La_Plata
VTA00001386,2023-02-17,CLI002,BEB-004,24,1187.72,0,0.0,28505.3,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00001387,2023-02-17,CLI022,ALK-001,44,636.4,15,4200.26,23801.49,COMPLETADA,MercadoPago,VEND-05,CABA_Norte
VTA00001388,2023-02-17,CLI032,ALK-004,46,437.53,9,1811.39,18315.18,COMPLETADA,MercadoPago,VEND-08,Rosario
VTA00001389,2023-02-17,CLI046,BEB-002,7,1025.36,0,0.0,7177.51,COMPLETADA,MercadoPago,VEND-02,La_Plata
VTA00001390,2023-02-17,CLI027,LIM-001,29,516.68,0,0.0,14983.59,COMPLETADA,Transferencia,VEND-02,Rosario
VTA00001391,2023-02-17,CLI040,LAC-003,5,230.41,0,0.0,1152.03,COMPLETADA,Efectivo,VEND-10,La_Plata
VTA00001392,2023-02-17,CLI038,LAC-003,4,215.98,0,0.0,863.93,COMPLETADA,Efectivo,VEND-01,Rosario
VTA00001393,2023-02-17,CLI023,ALK-005,7,1888.92,0,0.0,13222.43,COMPLETADA,Transferencia,VEND-10,GBA_Sur
VTA00001394,2023-02-17,CLI029,ALK-002,32,519.1,3,498.34,16112.86,COMPLETADA,MercadoPago,VEND-08,CABA_Centro
VTA00001395,2023-02-17,CLI044,LIM-002,68,612.24,4,1665.28,39966.78,COMPLETADA,Transferencia,VEND-01,La_Plata
VTA00001396,2023-02-17,CLI016,ALK-002,69,516.3,13,4631.22,30993.57,COMPLETADA,Efectivo,VEND-03,Córdoba
VTA00001397,2023-02-17,CLI020,LAC-002,17,1229.63,0,0.0,20903.78,COMPLETADA,Tarjeta Crédito,VEND-08,GBA_Sur
VTA00001398,2023-02-17,CLI013,BEB-004,22,1237.28,0,0.0,27220.14,COMPLETADA,Efectivo,VEND-03,GBA_Oeste
VTA00001399,2023-02-17,CLI036,LAC-001,4,406.32,0,0.0,1625.29,COMPLETADA,Transferencia,VEND-09,Rosario
VTA00001400,2023-02-17,CLI046,LIM-003,41,871.95,4,1429.99,34319.82,COMPLETADA,Transferencia,VEND-02,CABA_Norte
VTA00001401,2023-02-17,CLI019,BEB-004,7,1269.61,0,0.0,8887.24,COMPLETADA,Transferencia,VEND-05,Rosario
VTA00001402,2023-02-17,CLI020,LAC-003,44,214.0,3,282.48,9133.45,COMPLETADA,Efectivo,VEND-08,Córdoba
VTA00001403,2023-02-17,CLI003,LAC-001,41,417.85,13,2227.15,14904.79,COMPLETADA,MercadoPago,VEND-04,Córdoba
VTA00001404,2023-02-17,CLI010,LIM-003,21,836.21,0,0.0,17560.39,COMPLETADA,Tarjeta Crédito,VEND-01,Córdoba
VTA00001405,2023-02-17,CLI022,ALK-005,8,1854.05,0,0.0,14832.37,COMPLETADA,Efectivo,VEND-05,GBA_Sur
VTA00001406,2023-02-17,CLI050,LAC-002,18,1297.97,0,0.0,23363.43,COMPLETADA,Efectivo,VEND-09,GBA_Oeste
VTA00001407,2023-02-17,CLI021,LAC-002,47,1284.32,12,7243.56,53119.41,COMPLETADA,Tarjeta Crédito,VEND-10,CABA_Centro
VTA00001408,2023-02-17,CLI036,ALK-002,84,543.62,10,4566.42,41097.77,COMPLETADA,Efectivo,VEND-09,Rosario
VTA00001409,2023-02-17,CLI041,ALK-003,87,839.35,13,9493.07,63530.53,COMPLETADA,Tarjeta Crédito,VEND-01,Córdoba
VTA00001410,2023-02-17,CLI009,BEB-004,15,1291.34,0,0.0,19370.17,COMPLETADA,Efectivo,VEND-07,Mendoza
VTA00001411,2023-02-17,CLI015,LIM-001,66,538.41,9,3198.13,32336.62,COMPLETADA,MercadoPago,VEND-03,GBA_Sur
VTA00001412,2023-02-17,CLI004,LAC-001,24,420.51,0,0.0,10092.23,COMPLETADA,Transferencia,VEND-04,Mendoza
VTA00001413,2023-02-20,CLI045,LIM-002,22,586.79,0,0.0,12909.4,COMPLETADA,Transferencia,VEND-06,CABA_Norte
VTA00001414,2023-02-20,CLI037,ALK-003,96,876.86,9,7576.1,76602.78,COMPLETADA,Efectivo,VEND-08,Córdoba
VTA00001415,2023-02-20,CLI029,LAC-001,50,401.02,6,1203.07,18848.11,COMPLETADA,Efectivo,VEND-08,Rosario
VTA00001416,2023-02-20,CLI039,ALK-001,93,642.74,9,5379.76,54395.31,COMPLETADA,Efectivo,VEND-05,CABA_Norte
VTA00001417,2023-02-20,CLI039,ALK-004,35,406.31,9,1279.87,12940.86,COMPLETADA,Tarjeta Crédito,VEND-05,GBA_Sur
VTA00001418,2023-02-20,CLI047,LAC-003,13,222.64,0,0.0,2894.28,COMPLETADA,Efectivo,VEND-09,GBA_Sur
VTA00001419,2023-02-20,CLI016,BEB-002,41,1014.85,1,416.09,41192.71,COMPLETADA,Efectivo,VEND-03,La_Plata
VTA00001420,2023-02-20,CLI047,LAC-001,20,412.93,0,0.0,8258.52,COMPLETADA,Efectivo,VEND-09,GBA_Sur
VTA00001421,2023-02-20,CLI045,ALK-004,86,426.65,9,3302.25,33389.44,COMPLETADA,Efectivo,VEND-06,CABA_Norte
VTA00001422,2023-02-20,CLI048,BEB-004,16,1261.39,0,0.0,20182.3,COMPLETADA,Tarjeta Crédito,VEND-02,Mendoza
VTA00001423,2023-02-20,CLI010,BEB-001,46,367.12,6,1013.26,15874.46,COMPLETADA,MercadoPago,VEND-01,Mendoza
VTA00001424,2023-02-20,CLI027,BEB-002,40,1011.36,1,404.54,40049.73,COMPLETADA,Transferencia,VEND-02,CABA_Norte
VTA00001425,2023-02-20,CLI017,BEB-003,50,532.08,3,798.11,25805.7,COMPLETADA,Efectivo,VEND-09,La_Plata
VTA00001426,2023-02-20,CLI013,ALK-003,22,850.52,0,0.0,18711.4,COMPLETADA,Transferencia,VEND-03,CABA_Centro
VTA00001427,2023-02-20,CLI046,ALK-001,36,625.69,12,2703.0,19821.99,COMPLETADA,Tarjeta Crédito,VEND-02,Córdoba
VTA00001428,2023-02-20,CLI002,BEB-004,32,1238.48,7,2774.19,36857.15,COMPLETADA,MercadoPago,VEND-03,GBA_Oeste
VTA00001429,2023-02-20,CLI028,BEB-001,9,353.66,0,0.0,3182.95,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00001430,2023-02-20,CLI009,LAC-002,10,1200.9,0,0.0,12008.96,COMPLETADA,Tarjeta Crédito,VEND-07,GBA_Oeste
VTA00001431,2023-02-20,CLI015,LIM-003,14,815.2,0,0.0,11412.74,COMPLETADA,Transferencia,VEND-03,CABA_Norte
VTA00001432,2023-02-20,CLI034,LIM-002,20,589.13,0,0.0,11782.54,COMPLETADA,MercadoPago,VEND-07,La_Plata
VTA00001433,2023-02-20,CLI031,LIM-001,85,516.5,9,3951.26,39951.59,COMPLETADA,Tarjeta Crédito,VEND-03,Córdoba
VTA00001434,2023-02-20,CLI040,BEB-002,33,988.31,9,2935.29,29679.06,COMPLETADA,Efectivo,VEND-10,GBA_Sur
VTA00001435,2023-02-20,CLI013,BEB-001,23,338.69,0,0.0,7789.76,COMPLETADA,Efectivo,VEND-03,CABA_Centro
VTA00001436,2023-02-20,CLI027,LIM-003,98,814.34,3,2394.15,77410.83,COMPLETADA,Transferencia,VEND-02,Mendoza
VTA00001437,2023-02-20,CLI031,ALK-001,92,680.49,2,1252.1,61352.68,COMPLETADA,Tarjeta Crédito,VEND-03,Rosario
VTA00001438,2023-02-20,CLI004,ALK-005,43,1881.73,4,3236.58,77677.87,COMPLETADA,Efectivo,VEND-04,GBA_Sur
VTA00001439,2023-02-20,CLI010,ALK-001,74,647.61,11,5271.56,42651.72,COMPLETADA,Efectivo,VEND-01,CABA_Norte
VTA00001440,2023-02-20,CLI029,ALK-003,78,865.22,9,6073.82,61413.04,COMPLETADA,Transferencia,VEND-08,Córdoba
