VentaID,Fecha,Sucursal,Zona,Cliente,Categoria,Producto,Cantidad,PrecioUnitario,CostoUnitario,CostoTotal,Descuento,TotalVenta,Ganancia,MargenPorcentaje,Mes,Trimestre,Rentabilidad
VTA2022000308,2022-08-18,Córdoba,Interior,Distribuidora Quick S.A.,BEBIDAS,Coca-Cola 2.25L,27,452.12,400,10800,0.0,12207.24,1407.2399999999998,11.53,2022-08,T3-2022,Baja
VTA2022000309,2022-10-24,Córdoba,Interior,Supermercados DIA % S.A.,ALMACEN,Aceite Girasol Natura 1.5L,73,1036.15,750,54750,13807.21,61831.74,7081.739999999998,11.45,2022-10,T4-2022,Baja
VTA2022000310,2022-09-21,CABA_Centro,CABA,Distribuidora El Norte,BEBIDAS,Cerveza Quilmes 1L,13,264.15,220,2860,0.0,3433.95,573.9499999999998,16.71,2022-09,T3-2022,Media
VTA2022000311,2022-03-02,GBA_Sur,GBA,Distribuidora El Norte,LIMPIEZA,Jabón Polvo Ala 800g,51,400.96,350,17850,2750.95,17698.01,-151.9900000000016,-0.86,2022-03,T1-2022,Baja
VTA2022000312,2022-04-20,La_Plata,Interior,Kiosco 24 Horas,BEBIDAS,Pepsi 2L,11,420.75,320,3520,0.0,4628.25,1108.25,23.95,2022-04,T2-2022,Media
VTA2022000313,2022-10-19,La_Plata,Interior,Mayorista El Economico,BEBIDAS,Jugo Baggio 1L,9,323.66,250,2250,0.0,2912.94,662.94,22.76,2022-10,T4-2022,Media
VTA2022000314,2022-08-15,GBA_Sur,GBA,Supermercados Walmart Argentina,LACTEOS,Manteca San Ignacio 200g,8,359.97,250,2000,0.0,2879.76,879.7600000000002,30.55,2022-08,T3-2022,Alta
VTA2022000315,2022-08-26,CABA_Centro,CABA,Mayorista El Economico,ALMACEN,Fideos Moñito Matarazzo 500g,59,208.97,180,10620,1071.62,11257.61,637.6100000000006,5.66,2022-08,T3-2022,Baja
VTA2022000316,2022-05-16,CABA_Norte,CABA,Supermercados La Anónima,BEBIDAS,Pepsi 2L,34,433.9,320,10880,0.0,14752.6,3872.6000000000004,26.25,2022-05,T2-2022,Alta
VTA2022000317,2022-03-09,Córdoba,Interior,Supermercados Changomás,BEBIDAS,Cerveza Quilmes 1L,19,269.66,220,4180,0.0,5123.54,943.54,18.42,2022-03,T1-2022,Media
VTA2022000318,2022-09-19,La_Plata,Interior,Kiosco Central,BEBIDAS,Agua Villa del Sur 2L,17,164.92,140,2380,0.0,2803.64,423.6399999999999,15.11,2022-09,T3-2022,Media
VTA2022000319,2022-04-20,GBA_Sur,GBA,Supermercados Jumbo S.A.,ALMACEN,Harina 0000 Favorita 1kg,29,316.92,250,7250,0.0,9190.68,1940.6800000000003,21.12,2022-04,T2-2022,Media
VTA2022000320,2022-09-15,CABA_Norte,CABA,Distribuidora El Norte,BEBIDAS,Agua Saborizada Villavicencio 500ml,38,142.07,120,4560,0.0,5398.66,838.6599999999999,15.53,2022-09,T3-2022,Media
VTA2022000321,2022-08-03,CABA_Centro,CABA,Carrefour Argentina S.A.,ALMACEN,Azúcar Ledesma 1kg,53,273.34,220,11660,2652.27,11834.75,174.75,1.48,2022-08,T3-2022,Baja
VTA2022000322,2022-09-12,GBA_Sur,GBA,Supermercados Vea S.A.,BEBIDAS,Jugo Baggio 1L,24,284.41,250,6000,0.0,6825.84,825.8400000000001,12.1,2022-09,T3-2022,Baja
VTA2022000323,2022-04-08,GBA_Sur,GBA,Mayorista El Economico,LACTEOS,Queso Cremón La Paulina 400g,27,713.27,520,14040,0.0,19258.29,5218.290000000001,27.1,2022-04,T2-2022,Alta
VTA2022000324,2022-11-01,CABA_Centro,CABA,Supermercados DIA % S.A.,BEBIDAS,Jugo Baggio 1L,23,304.53,250,5750,0.0,7004.19,1254.1899999999996,17.91,2022-11,T4-2022,Media
VTA2022000325,2022-03-17,Córdoba,Interior,Kiosco 24 Horas,ALMACEN,Fideos Moñito Matarazzo 500g,46,220.14,180,8280,1189.64,8936.8,656.7999999999993,7.35,2022-03,T1-2022,Baja
VTA2022000326,2022-12-01,Mendoza,Interior,Supermercado Coto S.A.,ALMACEN,Harina 0000 Favorita 1kg,14,327.03,250,3500,0.0,4578.42,1078.42,23.55,2022-12,T4-2022,Media
VTA2022000327,2022-11-29,CABA_Norte,CABA,Almacén San José,LIMPIEZA,Lavandina Ayudín 1L,25,318.54,220,5500,0.0,7963.5,2463.5,30.93,2022-11,T4-2022,Alta
VTA2022000328,2022-09-23,CABA_Norte,CABA,Supermercados Walmart Argentina,LIMPIEZA,Jabón Polvo Ala 800g,35,397.71,350,12250,0.0,13919.85,1669.8500000000004,12.0,2022-09,T3-2022,Baja
VTA2022000329,2022-08-29,GBA_Oeste,GBA,Kiosco Central,LIMPIEZA,Suavizante Vivere 1L,66,336.79,300,19800,4381.73,17846.41,-1953.5900000000001,-10.95,2022-08,T3-2022,Baja
VTA2022000330,2022-04-19,CABA_Norte,CABA,Supermercados Walmart Argentina,LACTEOS,Leche Entera La Serenísima 1L,13,238.52,180,2340,0.0,3100.76,760.7600000000002,24.53,2022-04,T2-2022,Media
VTA2022000331,2022-12-12,La_Plata,Interior,Maxikiosco Luz,ALMACEN,Dulce Leche San Ignacio 400g,60,578.53,400,24000,3935.07,30776.73,6776.73,22.02,2022-12,T4-2022,Media
VTA2022000332,2022-03-04,La_Plata,Interior,Mayorista Precio Bajo,LACTEOS,Yogur Firme La Serenísima 190g,31,111.15,95,2945,0.0,3445.65,500.6500000000001,14.53,2022-03,T1-2022,Baja
VTA2022000333,2022-09-20,CABA_Norte,CABA,Carrefour Argentina S.A.,LIMPIEZA,Suavizante Vivere 1L,70,421.98,300,21000,3713.58,25825.02,4825.02,18.68,2022-09,T3-2022,Media
VTA2022000334,2022-11-03,Rosario,Interior,Mayorista El Economico,LIMPIEZA,Suavizante Vivere 1L,37,352.61,300,11100,0.0,13046.57,1946.5699999999997,14.92,2022-11,T4-2022,Baja
VTA2022000335,2022-11-23,GBA_Oeste,GBA,Supermercado Coto S.A.,ALMACEN,Harina 0000 Favorita 1kg,48,359.18,250,12000,1793.56,15447.08,3447.08,22.32,2022-11,T4-2022,Media
VTA2022000336,2022-07-25,Mendoza,Interior,Maxikiosco Luz,LACTEOS,Queso Cremón La Paulina 400g,37,628.35,520,19240,0.0,23248.95,4008.9500000000007,17.24,2022-07,T3-2022,Media
VTA2022000337,2022-09-30,La_Plata,Interior,Supermercado Coto S.A.,BEBIDAS,Pepsi 2L,14,437.95,320,4480,0.0,6131.3,1651.3000000000002,26.93,2022-09,T3-2022,Alta
VTA2022000338,2022-10-20,Mendoza,Interior,Almacén El Cruce,ALMACEN,Harina 0000 Favorita 1kg,46,292.49,250,11500,1945.18,11509.36,9.360000000000582,0.08,2022-10,T4-2022,Baja
VTA2022000339,2022-12-01,La_Plata,Interior,Supermercados Jumbo S.A.,ALMACEN,Fideos Moñito Matarazzo 500g,78,257.55,180,14040,2813.98,17274.92,3234.9199999999983,18.73,2022-12,T4-2022,Media
VTA2022000340,2022-03-02,Córdoba,Interior,Distribuidora El Norte,LIMPIEZA,Limpiador Cif Crema 500g,18,437.83,330,5940,0.0,7880.94,1940.9399999999996,24.63,2022-03,T1-2022,Media
VTA2022000341,2022-01-24,Rosario,Interior,Supermercados Changomás,LACTEOS,Leche Entera La Serenísima 1L,27,231.91,180,4860,0.0,6261.57,1401.5699999999997,22.38,2022-01,T1-2022,Media
VTA2022000342,2022-05-23,CABA_Norte,CABA,Distribuidora El Norte,BEBIDAS,Coca-Cola 2.25L,31,570.73,400,12400,0.0,17692.63,5292.630000000001,29.91,2022-05,T2-2022,Alta
VTA2022000343,2022-06-24,CABA_Norte,CABA,Supermercados Walmart Argentina,LACTEOS,Queso Cremón La Paulina 400g,4,696.46,520,2080,0.0,2785.84,705.8400000000001,25.34,2022-06,T2-2022,Alta
VTA2022000344,2022-08-24,La_Plata,Interior,Distribuidora Quick S.A.,ALMACEN,Harina 0000 Favorita 1kg,74,336.12,250,18500,4612.8,20260.08,1760.0800000000017,8.69,2022-08,T3-2022,Baja
VTA2022000345,2022-03-28,CABA_Norte,CABA,Supermercado Coto S.A.,BEBIDAS,Fernet Branca 750ml,29,2067.2,1800,52200,0.0,59948.8,7748.800000000003,12.93,2022-03,T1-2022,Baja
VTA2022000346,2022-04-25,GBA_Oeste,GBA,Almacén San José,ALMACEN,Azúcar Ledesma 1kg,22,278.52,220,4840,0.0,6127.44,1287.4399999999996,21.01,2022-04,T2-2022,Media
VTA2022000347,2022-08-08,GBA_Oeste,GBA,Mayorista El Economico,BEBIDAS,Pepsi 2L,14,450.39,320,4480,0.0,6305.46,1825.46,28.95,2022-08,T3-2022,Alta
VTA2022000348,2022-03-21,CABA_Norte,CABA,Almacén San José,ALMACEN,Dulce Leche San Ignacio 400g,37,539.92,400,14800,0.0,19977.04,5177.040000000001,25.91,2022-03,T1-2022,Alta
VTA2022000349,2022-02-10,La_Plata,Interior,Carrefour Argentina S.A.,ALMACEN,Arroz Largo Fino Gallo 1kg,45,465.06,350,15750,3355.11,17572.59,1822.5900000000001,10.37,2022-02,T1-2022,Baja
VTA2022000350,2022-04-22,GBA_Oeste,GBA,Almacén El Progreso,LIMPIEZA,Limpiador Cif Crema 500g,45,469.37,330,14850,1702.83,19418.82,4568.82,23.53,2022-04,T2-2022,Media
VTA2022000351,2022-03-24,Rosario,Interior,Supermercados La Anónima,BEBIDAS,Vino Tinto Toro 1L,33,653.68,520,17160,0.0,21571.44,4411.439999999999,20.45,2022-03,T1-2022,Media
VTA2022000352,2022-10-03,La_Plata,Interior,Almacén Punto de Venta,ALMACEN,Harina 0000 Favorita 1kg,40,327.89,250,10000,0.0,13115.6,3115.6000000000004,23.75,2022-10,T4-2022,Media
VTA2022000353,2022-07-18,CABA_Centro,CABA,Supermercados Jumbo S.A.,ALMACEN,Aceite Girasol Natura 1.5L,18,947.28,750,13500,0.0,17051.04,3551.040000000001,20.83,2022-07,T3-2022,Media
VTA2022000354,2022-04-05,Córdoba,Interior,Supermercados Vea S.A.,ALMACEN,Harina 0000 Favorita 1kg,71,361.75,250,17750,2423.41,23260.84,5510.84,23.69,2022-04,T2-2022,Media
VTA2022000355,2022-05-18,CABA_Centro,CABA,Mayorista El Economico,ALMACEN,Galletitas Oreo 117g,59,177.27,140,8260,1826.27,8632.66,372.65999999999985,4.32,2022-05,T2-2022,Baja
VTA2022000356,2022-08-08,GBA_Oeste,GBA,Supermercados Jumbo S.A.,LACTEOS,Queso Cremón La Paulina 400g,36,725.81,520,18720,0.0,26129.16,7409.16,28.36,2022-08,T3-2022,Alta
VTA2022000357,2022-06-13,Rosario,Interior,Supermercados La Anónima,LIMPIEZA,Jabón Polvo Ala 800g,26,426.74,350,9100,0.0,11095.24,1995.2399999999998,17.98,2022-06,T2-2022,Media
VTA2022000358,2022-07-21,Rosario,Interior,Supermercados Walmart Argentina,ALMACEN,Azúcar Ledesma 1kg,37,247.57,220,8140,0.0,9160.09,1020.0900000000001,11.14,2022-07,T3-2022,Baja
VTA2022000359,2022-10-18,CABA_Centro,CABA,Almacén El Cruce,ALMACEN,Yerba Mate Playadito 500g,29,564.0,500,14500,0.0,16356.0,1856.0,11.35,2022-10,T4-2022,Baja
VTA2022000360,2022-07-18,CABA_Centro,CABA,Distribuidora Quick S.A.,ALMACEN,Fideos Moñito Matarazzo 500g,10,245.83,180,1800,0.0,2458.3,658.3000000000002,26.78,2022-07,T3-2022,Alta
VTA2022000361,2022-03-01,Córdoba,Interior,Supermercado Coto S.A.,BEBIDAS,Cerveza Quilmes 1L,20,265.57,220,4400,0.0,5311.4,911.3999999999996,17.16,2022-03,T1-2022,Media
VTA2022000362,2022-06-21,Mendoza,Interior,Almacén El Cruce,BEBIDAS,Jugo Baggio 1L,30,337.81,250,7500,0.0,10134.3,2634.2999999999993,25.99,2022-06,T2-2022,Alta
VTA2022000363,2022-07-29,Córdoba,Interior,Mayorista El Economico,LACTEOS,Leche Entera La Serenísima 1L,15,211.01,180,2700,0.0,3165.15,465.1500000000001,14.7,2022-07,T3-2022,Baja
VTA2022000364,2022-01-13,La_Plata,Interior,Mayorista El Economico,ALMACEN,Mermelada La Campagnola 454g,42,361.41,300,12600,2293.39,12885.83,285.8299999999999,2.22,2022-01,T1-2022,Baja
VTA2022000365,2022-01-14,CABA_Centro,CABA,Almacén Punto de Venta,BEBIDAS,Coca-Cola 2.25L,10,531.55,400,4000,0.0,5315.5,1315.5,24.75,2022-01,T1-2022,Media
VTA2022000366,2022-06-15,Rosario,Interior,Supermercados Changomás,BEBIDAS,Agua Saborizada Villavicencio 500ml,9,144.72,120,1080,0.0,1302.48,222.48000000000002,17.08,2022-06,T2-2022,Media
VTA2022000367,2022-05-05,Córdoba,Interior,Kiosco Central,ALMACEN,Galletitas Oreo 117g,30,164.63,140,4200,0.0,4938.9,738.8999999999996,14.96,2022-05,T2-2022,Baja
VTA2022000368,2022-01-20,GBA_Oeste,GBA,Almacén Punto de Venta,BEBIDAS,Jugo Baggio 1L,30,331.25,250,7500,0.0,9937.5,2437.5,24.53,2022-01,T1-2022,Media
VTA2022000369,2022-11-01,Mendoza,Interior,Almacén Punto de Venta,ALMACEN,Fideos Moñito Matarazzo 500g,56,237.17,180,10080,1940.29,11341.23,1261.2299999999996,11.12,2022-11,T4-2022,Baja
VTA2022000370,2022-01-31,Rosario,Interior,Almacén El Cruce,LACTEOS,Yogur Firme La Serenísima 190g,33,115.44,95,3135,0.0,3809.52,674.52,17.71,2022-01,T1-2022,Media
VTA2022000371,2022-06-13,GBA_Sur,GBA,Supermercados Walmart Argentina,ALMACEN,Galletitas Oreo 117g,67,197.53,140,9380,2332.56,10901.95,1521.9500000000007,13.96,2022-06,T2-2022,Baja
VTA2022000372,2022-05-18,La_Plata,Interior,Mayorista El Economico,LACTEOS,Leche Entera La Serenísima 1L,6,260.17,180,1080,0.0,1561.02,481.02,30.81,2022-05,T2-2022,Alta
VTA2022000373,2022-10-06,CABA_Norte,CABA,Supermercados Changomás,LIMPIEZA,Detergente Magistral 750ml,54,338.56,250,13500,2360.8,15921.44,2421.4400000000005,15.21,2022-10,T4-2022,Media
VTA2022000374,2022-06-01,GBA_Sur,GBA,Almacén El Cruce,ALMACEN,Sal Fina Celusal 500g,47,88.11,65,3055,592.42,3548.75,493.75,13.91,2022-06,T2-2022,Baja
VTA2022000375,2022-03-14,CABA_Centro,CABA,Kiosco 24 Horas,LACTEOS,Queso Cremón La Paulina 400g,21,708.77,520,10920,0.0,14884.17,3964.17,26.63,2022-03,T1-2022,Alta
VTA2022000376,2022-09-12,CABA_Norte,CABA,Supermercados Vea S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,16,325.26,280,4480,0.0,5204.16,724.1599999999999,13.92,2022-09,T3-2022,Baja
VTA2022000377,2022-07-04,La_Plata,Interior,Kiosco 24 Horas,BEBIDAS,Pepsi 2L,6,460.13,320,1920,0.0,2760.78,840.7800000000002,30.45,2022-07,T3-2022,Alta
VTA2022000378,2022-07-19,Córdoba,Interior,Kiosco 24 Horas,ALMACEN,Fideos Moñito Matarazzo 500g,33,247.9,180,5940,0.0,8180.7,2240.7,27.39,2022-07,T3-2022,Alta
VTA2022000379,2022-05-30,GBA_Sur,GBA,Supermercados Changomás,ALMACEN,Dulce Leche San Ignacio 400g,30,461.9,400,12000,0.0,13857.0,1857.0,13.4,2022-05,T2-2022,Baja
VTA2022000380,2022-02-15,Mendoza,Interior,Supermercados Vea S.A.,LACTEOS,Leche Entera La Serenísima 1L,31,235.95,180,5580,0.0,7314.45,1734.4499999999998,23.71,2022-02,T1-2022,Media
VTA2022000381,2022-01-31,Mendoza,Interior,Carrefour Argentina S.A.,LACTEOS,Yogur Firme La Serenísima 190g,20,130.23,95,1900,0.0,2604.6,704.5999999999999,27.05,2022-01,T1-2022,Alta
VTA2022000382,2022-05-12,GBA_Oeste,GBA,Distribuidora Quick S.A.,LIMPIEZA,Lavandina Ayudín 1L,67,258.05,220,14740,1808.58,15480.77,740.7700000000004,4.79,2022-05,T2-2022,Baja
VTA2022000383,2022-08-18,Rosario,Interior,Supermercados Walmart Argentina,LIMPIEZA,Suavizante Vivere 1L,55,363.28,300,16500,2011.27,17969.13,1469.130000000001,8.18,2022-08,T3-2022,Baja
VTA2022000384,2022-06-06,Córdoba,Interior,Supermercados Jumbo S.A.,LACTEOS,Queso Cremón La Paulina 400g,22,600.12,520,11440,0.0,13202.64,1762.6399999999994,13.35,2022-06,T2-2022,Baja
VTA2022000385,2022-06-21,CABA_Norte,CABA,Supermercados Vea S.A.,LIMPIEZA,Lavandina Ayudín 1L,38,267.0,220,8360,0.0,10146.0,1786.0,17.6,2022-06,T2-2022,Media
VTA2022000386,2022-12-16,Rosario,Interior,Mayorista Precio Bajo,ALMACEN,Arroz Largo Fino Gallo 1kg,31,452.49,350,10850,0.0,14027.19,3177.1900000000005,22.65,2022-12,T4-2022,Media
VTA2022000387,2022-12-20,CABA_Norte,CABA,Supermercados DIA % S.A.,LACTEOS,Dulce Leche Verónica 400g,30,507.01,380,11400,0.0,15210.3,3810.2999999999993,25.05,2022-12,T4-2022,Alta
VTA2022000388,2022-03-01,CABA_Centro,CABA,Distribuidora El Norte,BEBIDAS,Pepsi 2L,11,394.49,320,3520,0.0,4339.39,819.3900000000003,18.88,2022-03,T1-2022,Media
VTA2022000389,2022-07-15,Mendoza,Interior,Supermercados DIA % S.A.,LACTEOS,Leche Entera La Serenísima 1L,22,249.67,180,3960,0.0,5492.74,1532.7399999999998,27.9,2022-07,T3-2022,Alta
VTA2022000390,2022-11-04,Mendoza,Interior,Almacén El Progreso,LIMPIEZA,Desengrasante Grasa Relief 500ml,68,358.49,280,19040,4599.77,19777.55,737.5499999999993,3.73,2022-11,T4-2022,Baja
VTA2022000391,2022-10-05,CABA_Centro,CABA,Almacén El Cruce,ALMACEN,Aceite Girasol Natura 1.5L,76,843.88,750,57000,10018.88,54116.0,-2884.0,-5.33,2022-10,T4-2022,Baja
VTA2022000392,2022-04-27,La_Plata,Interior,Kiosco Central,LIMPIEZA,Limpiador Cif Crema 500g,12,432.71,330,3960,0.0,5192.52,1232.5200000000004,23.74,2022-04,T2-2022,Media
VTA2022000393,2022-12-02,La_Plata,Interior,Distribuidora Quick S.A.,LACTEOS,Leche Entera La Serenísima 1L,22,231.65,180,3960,0.0,5096.3,1136.3000000000002,22.3,2022-12,T4-2022,Media
VTA2022000394,2022-04-18,Mendoza,Interior,Supermercados Jumbo S.A.,ALMACEN,Galletitas Oreo 117g,50,200.05,140,7000,872.25,9130.25,2130.25,23.33,2022-04,T2-2022,Media
VTA2022000395,2022-11-02,CABA_Norte,CABA,Supermercados Changomás,LACTEOS,Leche Entera La Serenísima 1L,24,203.68,180,4320,0.0,4888.32,568.3199999999997,11.63,2022-11,T4-2022,Baja
VTA2022000396,2022-08-24,La_Plata,Interior,Supermercados La Anónima,LIMPIEZA,Detergente Magistral 750ml,67,311.35,250,16750,3367.4,17493.05,743.0499999999993,4.25,2022-08,T3-2022,Baja
VTA2022000397,2022-02-16,GBA_Oeste,GBA,Supermercados Walmart Argentina,LIMPIEZA,Desengrasante Grasa Relief 500ml,17,349.53,280,4760,0.0,5942.01,1182.0100000000002,19.89,2022-02,T1-2022,Media
VTA2022000398,2022-11-02,Córdoba,Interior,Almacén Punto de Venta,LIMPIEZA,Jabón Polvo Ala 800g,30,419.22,350,10500,0.0,12576.6,2076.6000000000004,16.51,2022-11,T4-2022,Media
VTA2022000399,2022-06-07,Córdoba,Interior,Mayorista Precio Bajo,BEBIDAS,Agua Saborizada Villavicencio 500ml,27,136.37,120,3240,0.0,3681.99,441.9899999999998,12.0,2022-06,T2-2022,Baja
VTA2022000400,2022-09-28,Mendoza,Interior,Mayorista El Economico,ALMACEN,Mermelada La Campagnola 454g,14,410.5,300,4200,0.0,5747.0,1547.0,26.92,2022-09,T3-2022,Alta
VTA2022000401,2022-08-08,CABA_Norte,CABA,Almacén Punto de Venta,BEBIDAS,Agua Villa del Sur 2L,17,169.96,140,2380,0.0,2889.32,509.32000000000016,17.63,2022-08,T3-2022,Media
VTA2022000402,2022-01-19,CABA_Centro,CABA,Supermercados Jumbo S.A.,BEBIDAS,Fernet Branca 750ml,8,2517.32,1800,14400,0.0,20138.56,5738.560000000001,28.5,2022-01,T1-2022,Alta
VTA2022000403,2022-09-29,CABA_Centro,CABA,Distribuidora Quick S.A.,LIMPIEZA,Detergente Magistral 750ml,66,348.28,250,16500,3300.01,19686.47,3186.470000000001,16.19,2022-09,T3-2022,Media
VTA2022000404,2022-02-28,GBA_Oeste,GBA,Maxikiosco Luz,ALMACEN,Harina 0000 Favorita 1kg,31,332.89,250,7750,0.0,10319.59,2569.59,24.9,2022-02,T1-2022,Media
VTA2022000405,2022-04-20,GBA_Sur,GBA,Almacén El Cruce,BEBIDAS,Coca-Cola 2.25L,40,494.17,400,16000,0.0,19766.8,3766.7999999999993,19.06,2022-04,T2-2022,Media
VTA2022000406,2022-05-17,GBA_Oeste,GBA,Supermercado Coto S.A.,BEBIDAS,Vino Tinto Toro 1L,35,586.59,520,18200,0.0,20530.65,2330.6500000000015,11.35,2022-05,T2-2022,Baja
VTA2022000407,2022-05-12,CABA_Centro,CABA,Supermercados Changomás,ALMACEN,Galletitas Oreo 117g,16,172.68,140,2240,0.0,2762.88,522.8800000000001,18.93,2022-05,T2-2022,Media
VTA2022000408,2022-02-22,Córdoba,Interior,Supermercado Coto S.A.,LACTEOS,Dulce Leche Verónica 400g,8,549.29,380,3040,0.0,4394.32,1354.3199999999997,30.82,2022-02,T1-2022,Alta
VTA2022000409,2022-03-01,GBA_Oeste,GBA,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,32,401.38,330,10560,0.0,12844.16,2284.16,17.78,2022-03,T1-2022,Media
VTA2022000410,2022-10-10,GBA_Oeste,GBA,Supermercados Changomás,BEBIDAS,Vino Tinto Toro 1L,10,600.47,520,5200,0.0,6004.7,804.6999999999998,13.4,2022-10,T4-2022,Baja
VTA2022000411,2022-04-28,GBA_Oeste,GBA,Almacén El Cruce,LACTEOS,Manteca San Ignacio 200g,10,352.49,250,2500,0.0,3524.9,1024.9,29.08,2022-04,T2-2022,Alta
VTA2022000412,2022-01-21,GBA_Oeste,GBA,Almacén El Cruce,ALMACEN,Arroz Largo Fino Gallo 1kg,75,442.59,350,26250,6609.2,26585.05,335.0499999999993,1.26,2022-01,T1-2022,Baja
VTA2022000413,2022-07-12,GBA_Oeste,GBA,Mayorista El Economico,ALMACEN,Azúcar Ledesma 1kg,64,298.55,220,14080,2852.73,16254.47,2174.4699999999993,13.38,2022-07,T3-2022,Baja
VTA2022000414,2022-03-31,GBA_Sur,GBA,Almacén San José,LIMPIEZA,Jabón Polvo Ala 800g,45,467.05,350,15750,3543.71,17473.54,1723.5400000000009,9.86,2022-03,T1-2022,Baja
VTA2022000415,2022-11-10,CABA_Norte,CABA,Distribuidora Quick S.A.,LACTEOS,Leche Entera La Serenísima 1L,34,239.66,180,6120,0.0,8148.44,2028.4399999999996,24.89,2022-11,T4-2022,Media
VTA2022000416,2022-11-09,CABA_Centro,CABA,Supermercados Jumbo S.A.,LIMPIEZA,Jabón Polvo Ala 800g,62,433.41,350,21700,3751.98,23119.44,1419.4399999999987,6.14,2022-11,T4-2022,Baja
VTA2022000417,2022-04-18,GBA_Sur,GBA,Kiosco 24 Horas,BEBIDAS,Agua Saborizada Villavicencio 500ml,22,138.37,120,2640,0.0,3044.14,404.1399999999999,13.28,2022-04,T2-2022,Baja
VTA2022000418,2022-05-02,GBA_Sur,GBA,Supermercados La Anónima,LACTEOS,Yogur Firme La Serenísima 190g,11,119.61,95,1045,0.0,1315.71,270.71000000000004,20.58,2022-05,T2-2022,Media
VTA2022000419,2022-05-12,GBA_Oeste,GBA,Almacén Don Pedro,LIMPIEZA,Suavizante Vivere 1L,15,390.13,300,4500,0.0,5851.95,1351.9499999999998,23.1,2022-05,T2-2022,Media
VTA2022000420,2022-10-19,Mendoza,Interior,Supermercados Vea S.A.,LIMPIEZA,Limpiador Cif Crema 500g,43,405.78,330,14190,2779.66,14668.88,478.8799999999992,3.26,2022-10,T4-2022,Baja
VTA2022000421,2022-08-02,GBA_Sur,GBA,Supermercados Walmart Argentina,LACTEOS,Manteca San Ignacio 200g,39,293.92,250,9750,0.0,11462.88,1712.8799999999992,14.94,2022-08,T3-2022,Baja
VTA2022000422,2022-07-11,CABA_Centro,CABA,Almacén San José,LACTEOS,Dulce Leche Verónica 400g,38,496.27,380,14440,0.0,18858.26,4418.259999999998,23.43,2022-07,T3-2022,Media
VTA2022000423,2022-01-19,La_Plata,Interior,Supermercados Vea S.A.,LACTEOS,Yogur Firme La Serenísima 190g,12,127.89,95,1140,0.0,1534.68,394.68000000000006,25.72,2022-01,T1-2022,Alta
VTA2022000424,2022-06-24,CABA_Norte,CABA,Supermercados Walmart Argentina,LIMPIEZA,Detergente Magistral 750ml,27,318.93,250,6750,0.0,8611.11,1861.1100000000006,21.61,2022-06,T2-2022,Media
VTA2022000425,2022-03-02,Rosario,Interior,Distribuidora Rápida,LACTEOS,Dulce Leche Verónica 400g,35,526.08,380,13300,0.0,18412.8,5112.799999999999,27.77,2022-03,T1-2022,Alta
VTA2022000426,2022-02-16,CABA_Centro,CABA,Supermercado Coto S.A.,LIMPIEZA,Detergente Magistral 750ml,64,320.67,250,16000,3137.59,17385.29,1385.2900000000009,7.97,2022-02,T1-2022,Baja
VTA2022000427,2022-08-23,CABA_Centro,CABA,Supermercados DIA % S.A.,LACTEOS,Yogur Firme La Serenísima 190g,31,122.05,95,2945,0.0,3783.55,838.5500000000002,22.16,2022-08,T3-2022,Media
VTA2022000428,2022-10-26,CABA_Centro,CABA,Distribuidora El Norte,LACTEOS,Dulce Leche Verónica 400g,24,463.79,380,9120,0.0,11130.96,2010.9599999999991,18.07,2022-10,T4-2022,Media
VTA2022000429,2022-08-26,Córdoba,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Jabón Polvo Ala 800g,64,465.73,350,22400,3028.43,26778.29,4378.290000000001,16.35,2022-08,T3-2022,Media
VTA2022000430,2022-09-28,GBA_Sur,GBA,Supermercados DIA % S.A.,LIMPIEZA,Jabón Polvo Ala 800g,48,432.97,350,16800,4056.36,16726.2,-73.79999999999927,-0.44,2022-09,T3-2022,Baja
VTA2022000431,2022-07-28,CABA_Norte,CABA,Distribuidora Quick S.A.,LIMPIEZA,Lavandina Ayudín 1L,46,282.08,220,10120,1721.43,11254.25,1134.25,10.08,2022-07,T3-2022,Baja
VTA2022000432,2022-02-21,Mendoza,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,78,317.67,280,21840,3303.76,21474.5,-365.5,-1.7,2022-02,T1-2022,Baja
VTA2022000433,2022-08-03,Córdoba,Interior,Supermercado Coto S.A.,BEBIDAS,Coca-Cola 2.25L,14,549.32,400,5600,0.0,7690.48,2090.4799999999996,27.18,2022-08,T3-2022,Alta
VTA2022000434,2022-11-02,Córdoba,Interior,Mayorista El Economico,LACTEOS,Manteca San Ignacio 200g,30,338.61,250,7500,0.0,10158.3,2658.2999999999993,26.17,2022-11,T4-2022,Alta
VTA2022000435,2022-08-29,CABA_Norte,CABA,Carrefour Argentina S.A.,LIMPIEZA,Limpiador Cif Crema 500g,76,463.82,330,25080,3830.27,31420.05,6340.049999999999,20.18,2022-08,T3-2022,Media
VTA2022000436,2022-04-22,Rosario,Interior,Mayorista El Economico,LACTEOS,Queso Cremón La Paulina 400g,33,675.04,520,17160,0.0,22276.32,5116.32,22.97,2022-04,T2-2022,Media
