VentaID,Fecha,Sucursal,Zona,Cliente,Categoria,Producto,Cantidad,PrecioUnitario,CostoUnitario,Descuento,TotalVenta,Margen,Mes,Trimestre
VTA2023001754,2023-07-04,Mendoza,Interior,Supermercados Changomás,BEBIDAS,Fernet Branca 750ml,34,3104.35,2450,0.0,105547.9,21.08,2023-07,T3-2023
VTA2023001755,2023-07-05,Rosario,Interior,Supermercados Changomás,LIMPIEZA,Jabón Polvo Ala 800g,12,585.41,450,0.0,7024.92,23.13,2023-07,T3-2023
VTA2023001756,2023-03-13,CABA_Norte,CABA,Distribuidora El Norte,LACTEOS,Manteca San Ignacio 200g,8,432.49,320,0.0,3459.92,26.01,2023-03,T1-2023
VTA2023001757,2023-09-28,CABA_Centro,CABA,Mayorista Precio Bajo,LIMPIEZA,Lavandina Ayudín 1L,14,361.6,280,0.0,5062.4,22.57,2023-09,T3-2023
VTA2023001758,2023-10-03,Mendoza,Interior,Almacén El Progreso,LIMPIEZA,Desengrasante Grasa Relief 500ml,19,408.37,350,0.0,7759.03,14.29,2023-10,T4-2023
VTA2023001759,2023-10-17,CABA_Norte,CABA,Almacén El Cruce,ALMACEN,Dulce Leche San Ignacio 400g,75,618.57,520,6245.85,40146.9,15.94,2023-10,T4-2023
VTA2023001760,2023-02-14,Mendoza,Interior,Distribuidora Rápida,BEBIDAS,Coca-Cola 2.25L,32,697.72,520,0.0,22327.04,25.47,2023-02,T1-2023
VTA2023001761,2023-05-22,Mendoza,Interior,Mayorista El Economico,BEBIDAS,Fernet Branca 750ml,46,2862.23,2450,0.0,131662.58,14.4,2023-05,T2-2023
VTA2023001762,2023-06-23,Mendoza,Interior,Mayorista Precio Bajo,LACTEOS,Leche Entera La Serenísima 1L,23,275.08,220,0.0,6326.84,20.02,2023-06,T2-2023
VTA2023001763,2023-01-04,Córdoba,Interior,Supermercado Coto S.A.,ALMACEN,Fideos Moñito Matarazzo 500g,29,270.73,220,0.0,7851.17,18.74,2023-01,T1-2023
VTA2023001764,2023-04-25,Rosario,Interior,Almacén El Cruce,LACTEOS,Yogur Firme La Serenísima 190g,41,161.1,120,0.0,6605.1,25.51,2023-04,T2-2023
VTA2023001765,2023-10-23,GBA_Sur,GBA,Supermercados Changomás,BEBIDAS,Cerveza Quilmes 1L,11,343.59,280,0.0,3779.49,18.51,2023-10,T4-2023
VTA2023001766,2023-03-07,Rosario,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Jabón Polvo Ala 800g,94,621.95,450,4143.92,54319.38,27.65,2023-03,T1-2023
VTA2023001767,2023-06-05,GBA_Sur,GBA,Distribuidora El Norte,LIMPIEZA,Detergente Magistral 750ml,37,442.9,320,0.0,16387.3,27.75,2023-06,T2-2023
VTA2023001768,2023-08-14,CABA_Norte,CABA,Almacén San José,ALMACEN,Galletitas Oreo 117g,36,246.04,180,0.0,8857.44,26.84,2023-08,T3-2023
VTA2023001769,2023-07-14,CABA_Centro,CABA,Mayorista El Economico,LACTEOS,Manteca San Ignacio 200g,29,383.89,320,0.0,11132.81,16.64,2023-07,T3-2023
VTA2023001770,2023-10-30,CABA_Norte,CABA,Supermercados Jumbo S.A.,BEBIDAS,Coca-Cola 2.25L,18,619.17,520,0.0,11145.06,16.02,2023-10,T4-2023
VTA2023001771,2023-03-03,Mendoza,Interior,Distribuidora Rápida,LIMPIEZA,Desengrasante Grasa Relief 500ml,63,489.59,350,2131.27,28712.9,28.51,2023-03,T1-2023
VTA2023001772,2023-02-16,Rosario,Interior,Distribuidora Quick S.A.,LIMPIEZA,Limpiador Cif Crema 500g,68,494.76,420,1736.5,31907.18,15.11,2023-02,T1-2023
VTA2023001773,2023-07-14,Córdoba,Interior,Almacén San José,ALMACEN,Sal Fina Celusal 500g,49,105.41,85,0.0,5165.09,19.36,2023-07,T3-2023
VTA2023001774,2023-02-03,Córdoba,Interior,Almacén El Progreso,BEBIDAS,Coca-Cola 2.25L,29,682.56,520,0.0,19794.24,23.82,2023-02,T1-2023
VTA2023001775,2023-08-30,CABA_Centro,CABA,Almacén Don Pedro,LIMPIEZA,Lavandina Ayudín 1L,41,331.85,280,0.0,13605.85,15.62,2023-08,T3-2023
VTA2023001776,2023-10-17,CABA_Centro,CABA,Supermercados Walmart Argentina,BEBIDAS,Pepsi 2L,7,555.98,420,0.0,3891.86,24.46,2023-10,T4-2023
VTA2023001777,2023-02-01,GBA_Oeste,GBA,Almacén El Progreso,LIMPIEZA,Limpiador Cif Crema 500g,30,526.56,420,0.0,15796.8,20.24,2023-02,T1-2023
VTA2023001778,2023-08-03,GBA_Sur,GBA,Supermercados Vea S.A.,BEBIDAS,Pepsi 2L,12,521.33,420,0.0,6255.96,19.44,2023-08,T3-2023
VTA2023001779,2023-01-16,Mendoza,Interior,Supermercados Changomás,LIMPIEZA,Suavizante Vivere 1L,43,496.4,380,0.0,21345.2,23.45,2023-01,T1-2023
VTA2023001780,2023-11-15,Rosario,Interior,Supermercado Coto S.A.,ALMACEN,Sal Fina Celusal 500g,70,98.36,85,367.82,6517.38,13.58,2023-11,T4-2023
VTA2023001781,2023-03-15,Córdoba,Interior,Carrefour Argentina S.A.,LACTEOS,Dulce Leche Verónica 400g,15,638.7,480,0.0,9580.5,24.85,2023-03,T1-2023
VTA2023001782,2023-03-22,CABA_Norte,CABA,Supermercado Coto S.A.,LIMPIEZA,Detergente Magistral 750ml,18,375.37,320,0.0,6756.66,14.75,2023-03,T1-2023
VTA2023001783,2023-02-27,Mendoza,Interior,Mayorista El Economico,LACTEOS,Dulce Leche Verónica 400g,43,604.85,480,0.0,26008.55,20.64,2023-02,T1-2023
VTA2023001784,2023-11-23,CABA_Centro,CABA,Almacén El Progreso,LACTEOS,Manteca San Ignacio 200g,21,439.96,320,0.0,9239.16,27.27,2023-11,T4-2023
VTA2023001785,2023-03-07,Rosario,Interior,Almacén El Cruce,LIMPIEZA,Limpiador Cif Crema 500g,22,553.19,420,0.0,12170.18,24.08,2023-03,T1-2023
VTA2023001786,2023-10-20,GBA_Oeste,GBA,Supermercados Walmart Argentina,BEBIDAS,Pepsi 2L,14,567.57,420,0.0,7945.98,26.0,2023-10,T4-2023
VTA2023001787,2023-04-26,CABA_Norte,CABA,Supermercados DIA % S.A.,LACTEOS,Queso Cremón La Paulina 400g,11,932.78,680,0.0,10260.58,27.1,2023-04,T2-2023
VTA2023001788,2023-05-08,GBA_Oeste,GBA,Almacén Don Pedro,BEBIDAS,Vino Tinto Toro 1L,34,837.87,680,0.0,28487.58,18.84,2023-05,T2-2023
VTA2023001789,2023-10-30,La_Plata,Interior,Supermercados Walmart Argentina,LIMPIEZA,Suavizante Vivere 1L,28,472.6,380,0.0,13232.8,19.59,2023-10,T4-2023
VTA2023001790,2023-10-24,CABA_Centro,CABA,Almacén San José,ALMACEN,Fideos Moñito Matarazzo 500g,11,306.87,220,0.0,3375.57,28.31,2023-10,T4-2023
VTA2023001791,2023-03-15,CABA_Centro,CABA,Supermercados La Anónima,BEBIDAS,Jugo Baggio 1L,41,393.8,320,0.0,16145.8,18.74,2023-03,T1-2023
VTA2023001792,2023-09-04,Mendoza,Interior,Maxikiosco Luz,BEBIDAS,Jugo Baggio 1L,18,404.17,320,0.0,7275.06,20.83,2023-09,T3-2023
VTA2023001793,2023-08-21,La_Plata,Interior,Almacén El Cruce,LACTEOS,Leche Entera La Serenísima 1L,46,293.97,220,0.0,13522.62,25.16,2023-08,T3-2023
VTA2023001794,2023-09-21,Rosario,Interior,Kiosco 24 Horas,BEBIDAS,Vino Tinto Toro 1L,36,839.97,680,0.0,30238.92,19.04,2023-09,T3-2023
VTA2023001795,2023-10-09,Mendoza,Interior,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,56,510.6,420,2649.24,25944.36,17.74,2023-10,T4-2023
VTA2023001796,2023-10-06,GBA_Sur,GBA,Supermercados DIA % S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,12,203.63,150,0.0,2443.56,26.34,2023-10,T4-2023
VTA2023001797,2023-10-09,La_Plata,Interior,Supermercados Walmart Argentina,LIMPIEZA,Jabón Polvo Ala 800g,80,568.41,450,6749.58,38723.22,20.83,2023-10,T4-2023
VTA2023001798,2023-04-04,Córdoba,Interior,Mayorista Precio Bajo,BEBIDAS,Pepsi 2L,19,571.2,420,0.0,10852.8,26.47,2023-04,T2-2023
VTA2023001799,2023-01-09,GBA_Oeste,GBA,Maxikiosco Luz,BEBIDAS,Agua Villa del Sur 2L,28,243.01,180,0.0,6804.28,25.93,2023-01,T1-2023
VTA2023001800,2023-10-04,GBA_Oeste,GBA,Mayorista Precio Bajo,BEBIDAS,Fernet Branca 750ml,48,2914.73,2450,0.0,139907.04,15.94,2023-10,T4-2023
VTA2023001801,2023-11-22,GBA_Oeste,GBA,Supermercados Walmart Argentina,LACTEOS,Yogur Firme La Serenísima 190g,30,146.35,120,0.0,4390.5,18.0,2023-11,T4-2023
VTA2023001802,2023-06-01,Córdoba,Interior,Mayorista Precio Bajo,LACTEOS,Manteca San Ignacio 200g,13,405.44,320,0.0,5270.72,21.07,2023-06,T2-2023
VTA2023001803,2023-02-08,La_Plata,Interior,Almacén El Cruce,LIMPIEZA,Detergente Magistral 750ml,88,441.84,320,4253.62,34628.3,27.58,2023-02,T1-2023
VTA2023001804,2023-01-31,Córdoba,Interior,Supermercados Walmart Argentina,BEBIDAS,Agua Saborizada Villavicencio 500ml,20,203.34,150,0.0,4066.8,26.23,2023-01,T1-2023
VTA2023001805,2023-07-20,GBA_Sur,GBA,Distribuidora El Norte,LACTEOS,Dulce Leche Verónica 400g,27,575.2,480,0.0,15530.4,16.55,2023-07,T3-2023
VTA2023001806,2023-02-06,GBA_Oeste,GBA,Almacén Don Pedro,BEBIDAS,Jugo Baggio 1L,42,377.88,320,0.0,15870.96,15.32,2023-02,T1-2023
VTA2023001807,2023-12-11,GBA_Sur,GBA,Supermercados Changomás,LACTEOS,Yogur Firme La Serenísima 190g,25,158.17,120,0.0,3954.25,24.13,2023-12,T4-2023
VTA2023001808,2023-01-06,CABA_Norte,CABA,Mayorista Precio Bajo,LIMPIEZA,Limpiador Cif Crema 500g,90,493.77,420,4881.42,39557.88,14.94,2023-01,T1-2023
VTA2023001809,2023-12-05,Mendoza,Interior,Almacén El Progreso,ALMACEN,Dulce Leche San Ignacio 400g,68,694.58,520,3087.41,44144.03,25.13,2023-12,T4-2023
VTA2023001810,2023-05-11,CABA_Norte,CABA,Mayorista El Economico,LACTEOS,Dulce Leche Verónica 400g,50,572.21,480,0.0,28610.5,16.11,2023-05,T2-2023
VTA2023001811,2023-12-21,Mendoza,Interior,Almacén El Progreso,BEBIDAS,Coca-Cola 2.25L,43,609.51,520,0.0,26208.93,14.69,2023-12,T4-2023
VTA2023001812,2023-11-03,Rosario,Interior,Supermercados La Anónima,LACTEOS,Manteca San Ignacio 200g,45,401.73,320,0.0,18077.85,20.34,2023-11,T4-2023
VTA2023001813,2023-02-23,La_Plata,Interior,Almacén Don Pedro,LIMPIEZA,Desengrasante Grasa Relief 500ml,63,446.93,350,3285.81,24870.78,21.69,2023-02,T1-2023
VTA2023001814,2023-05-09,Rosario,Interior,Supermercados Jumbo S.A.,ALMACEN,Azúcar Ledesma 1kg,72,371.92,280,1988.94,24789.3,24.71,2023-05,T2-2023
VTA2023001815,2023-09-11,GBA_Oeste,GBA,Kiosco Central,LACTEOS,Queso Cremón La Paulina 400g,50,799.67,680,0.0,39983.5,14.96,2023-09,T3-2023
VTA2023001816,2023-09-07,Córdoba,Interior,Distribuidora Rápida,LACTEOS,Leche Entera La Serenísima 1L,42,286.09,220,0.0,12015.78,23.1,2023-09,T3-2023
VTA2023001817,2023-02-20,CABA_Norte,CABA,Supermercados DIA % S.A.,BEBIDAS,Fernet Branca 750ml,50,3172.82,2450,0.0,158641.0,22.78,2023-02,T1-2023
VTA2023001818,2023-11-06,Córdoba,Interior,Almacén San José,ALMACEN,Sal Fina Celusal 500g,66,111.5,85,995.11,6363.89,23.77,2023-11,T4-2023
VTA2023001819,2023-09-25,CABA_Centro,CABA,Almacén San José,LACTEOS,Leche Entera La Serenísima 1L,16,264.88,220,0.0,4238.08,16.94,2023-09,T3-2023
VTA2023001820,2023-01-13,Rosario,Interior,Supermercados DIA % S.A.,LIMPIEZA,Suavizante Vivere 1L,68,513.18,380,4709.0,30187.24,25.95,2023-01,T1-2023
VTA2023001821,2023-05-10,Rosario,Interior,Maxikiosco Luz,LIMPIEZA,Detergente Magistral 750ml,16,390.13,320,0.0,6242.08,17.98,2023-05,T2-2023
VTA2023001822,2023-06-16,Mendoza,Interior,Almacén Don Pedro,BEBIDAS,Cerveza Quilmes 1L,40,361.09,280,0.0,14443.6,22.46,2023-06,T2-2023
VTA2023001823,2023-11-28,Rosario,Interior,Almacén San José,LIMPIEZA,Detergente Magistral 750ml,21,435.58,320,0.0,9147.18,26.53,2023-11,T4-2023
VTA2023001824,2023-06-20,Rosario,Interior,Distribuidora Rápida,BEBIDAS,Fernet Branca 750ml,11,3325.07,2450,0.0,36575.77,26.32,2023-06,T2-2023
VTA2023001825,2023-02-16,Córdoba,Interior,Kiosco 24 Horas,LACTEOS,Yogur Firme La Serenísima 190g,17,160.7,120,0.0,2731.9,25.33,2023-02,T1-2023
VTA2023001826,2023-05-16,Mendoza,Interior,Maxikiosco Luz,LIMPIEZA,Suavizante Vivere 1L,30,522.1,380,0.0,15663.0,27.22,2023-05,T2-2023
VTA2023001827,2023-03-28,Rosario,Interior,Supermercado Coto S.A.,ALMACEN,Fideos Moñito Matarazzo 500g,74,285.0,220,2531.28,18558.72,22.81,2023-03,T1-2023
VTA2023001828,2023-06-01,GBA_Sur,GBA,Almacén San José,ALMACEN,Fideos Moñito Matarazzo 500g,86,258.14,220,3140.63,19059.41,14.77,2023-06,T2-2023
VTA2023001829,2023-12-06,Córdoba,Interior,Almacén Don Pedro,BEBIDAS,Fernet Branca 750ml,30,3143.86,2450,0.0,94315.8,22.07,2023-12,T4-2023
VTA2023001830,2023-03-10,Córdoba,Interior,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,20,542.86,420,0.0,10857.2,22.63,2023-03,T1-2023
VTA2023001831,2023-06-15,GBA_Oeste,GBA,Mayorista El Economico,ALMACEN,Fideos Moñito Matarazzo 500g,95,283.14,220,4015.05,22883.25,22.3,2023-06,T2-2023
VTA2023001832,2023-09-11,GBA_Oeste,GBA,Supermercados La Anónima,BEBIDAS,Cerveza Quilmes 1L,18,352.82,280,0.0,6350.76,20.64,2023-09,T3-2023
VTA2023001833,2023-03-16,CABA_Centro,CABA,Almacén El Progreso,BEBIDAS,Agua Villa del Sur 2L,35,245.59,180,0.0,8595.65,26.71,2023-03,T1-2023
VTA2023001834,2023-08-01,GBA_Oeste,GBA,Distribuidora El Norte,BEBIDAS,Jugo Baggio 1L,29,418.18,320,0.0,12127.22,23.48,2023-08,T3-2023
VTA2023001835,2023-12-28,Rosario,Interior,Almacén Don Pedro,LACTEOS,Queso Cremón La Paulina 400g,20,843.97,680,0.0,16879.4,19.43,2023-12,T4-2023
VTA2023001836,2023-06-13,Rosario,Interior,Supermercados Jumbo S.A.,BEBIDAS,Fernet Branca 750ml,49,3344.22,2450,0.0,163866.78,26.74,2023-06,T2-2023
VTA2023001837,2023-10-03,GBA_Sur,GBA,Supermercados DIA % S.A.,LACTEOS,Dulce Leche Verónica 400g,43,589.62,480,0.0,25353.66,18.59,2023-10,T4-2023
VTA2023001838,2023-04-27,Rosario,Interior,Almacén El Cruce,BEBIDAS,Agua Saborizada Villavicencio 500ml,8,182.59,150,0.0,1460.72,17.85,2023-04,T2-2023
VTA2023001839,2023-08-24,Mendoza,Interior,Distribuidora Quick S.A.,LACTEOS,Leche Entera La Serenísima 1L,15,305.42,220,0.0,4581.3,27.97,2023-08,T3-2023
VTA2023001840,2023-01-12,Mendoza,Interior,Almacén El Cruce,ALMACEN,Sal Fina Celusal 500g,100,107.88,85,698.93,10089.07,21.21,2023-01,T1-2023
VTA2023001841,2023-02-03,La_Plata,Interior,Kiosco Central,LIMPIEZA,Desengrasante Grasa Relief 500ml,86,404.91,350,3450.22,31372.04,13.56,2023-02,T1-2023
VTA2023001842,2023-12-27,GBA_Sur,GBA,Almacén San José,BEBIDAS,Agua Saborizada Villavicencio 500ml,49,184.12,150,0.0,9021.88,18.53,2023-12,T4-2023
VTA2023001843,2023-12-12,La_Plata,Interior,Kiosco 24 Horas,BEBIDAS,Jugo Baggio 1L,39,379.54,320,0.0,14802.06,15.69,2023-12,T4-2023
VTA2023001844,2023-12-15,Rosario,Interior,Supermercado Coto S.A.,ALMACEN,Sal Fina Celusal 500g,19,110.23,85,0.0,2094.37,22.89,2023-12,T4-2023
VTA2023001845,2023-02-02,Córdoba,Interior,Supermercados Vea S.A.,BEBIDAS,Cerveza Quilmes 1L,16,390.58,280,0.0,6249.28,28.31,2023-02,T1-2023
VTA2023001846,2023-04-03,CABA_Centro,CABA,Distribuidora Quick S.A.,ALMACEN,Sal Fina Celusal 500g,61,99.64,85,652.78,5425.26,14.69,2023-04,T2-2023
VTA2023001847,2023-07-18,Córdoba,Interior,Almacén San José,LACTEOS,Yogur Firme La Serenísima 190g,16,163.42,120,0.0,2614.72,26.57,2023-07,T3-2023
VTA2023001848,2023-06-09,Rosario,Interior,Supermercados Vea S.A.,LACTEOS,Queso Cremón La Paulina 400g,16,866.95,680,0.0,13871.2,21.56,2023-06,T2-2023
VTA2023001849,2023-07-25,GBA_Oeste,GBA,Supermercados La Anónima,LIMPIEZA,Desengrasante Grasa Relief 500ml,53,457.89,350,2309.67,21958.5,23.56,2023-07,T3-2023
VTA2023001850,2023-09-26,La_Plata,Interior,Supermercado Coto S.A.,ALMACEN,Dulce Leche San Ignacio 400g,57,605.69,520,2055.89,32468.44,14.15,2023-09,T3-2023
VTA2023001851,2023-09-28,CABA_Centro,CABA,Supermercado Coto S.A.,LIMPIEZA,Suavizante Vivere 1L,82,466.1,380,4064.2,34156.0,18.47,2023-09,T3-2023
VTA2023001852,2023-03-30,GBA_Oeste,GBA,Distribuidora Rápida,LACTEOS,Yogur Firme La Serenísima 190g,27,154.06,120,0.0,4159.62,22.11,2023-03,T1-2023
VTA2023001853,2023-03-21,Rosario,Interior,Kiosco Central,BEBIDAS,Agua Saborizada Villavicencio 500ml,16,198.99,150,0.0,3183.84,24.62,2023-03,T1-2023
VTA2023001854,2023-08-16,CABA_Centro,CABA,Distribuidora Rápida,ALMACEN,Dulce Leche San Ignacio 400g,25,713.47,520,0.0,17836.75,27.12,2023-08,T3-2023
VTA2023001855,2023-06-09,La_Plata,Interior,Supermercados DIA % S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,76,418.29,350,2121.62,29668.42,16.33,2023-06,T2-2023
VTA2023001856,2023-02-21,Mendoza,Interior,Supermercados Changomás,BEBIDAS,Fernet Branca 750ml,47,3391.91,2450,0.0,159419.77,27.77,2023-02,T1-2023
VTA2023001857,2023-07-19,Mendoza,Interior,Supermercados DIA % S.A.,ALMACEN,Sal Fina Celusal 500g,28,102.98,85,0.0,2883.44,17.46,2023-07,T3-2023
VTA2023001858,2023-05-03,Mendoza,Interior,Supermercados Changomás,LACTEOS,Leche Entera La Serenísima 1L,35,272.71,220,0.0,9544.85,19.33,2023-05,T2-2023
VTA2023001859,2023-12-04,CABA_Norte,CABA,Mayorista Precio Bajo,ALMACEN,Sal Fina Celusal 500g,82,117.13,85,1032.58,8572.08,27.43,2023-12,T4-2023
VTA2023001860,2023-09-25,Córdoba,Interior,Almacén El Cruce,BEBIDAS,Vino Tinto Toro 1L,33,836.45,680,0.0,27602.85,18.7,2023-09,T3-2023
VTA2023001861,2023-04-12,La_Plata,Interior,Distribuidora El Norte,LACTEOS,Manteca San Ignacio 200g,36,398.17,320,0.0,14334.12,19.63,2023-04,T2-2023
VTA2023001862,2023-01-13,Mendoza,Interior,Supermercados DIA % S.A.,LIMPIEZA,Limpiador Cif Crema 500g,59,533.83,420,2538.25,28957.72,21.32,2023-01,T1-2023
VTA2023001863,2023-09-28,CABA_Centro,CABA,Supermercados Changomás,ALMACEN,Aceite Girasol Natura 1.5L,83,1345.56,980,11646.0,100035.48,27.17,2023-09,T3-2023
VTA2023001864,2023-01-25,CABA_Centro,CABA,Carrefour Argentina S.A.,LIMPIEZA,Suavizante Vivere 1L,78,454.88,380,1960.08,33520.56,16.46,2023-01,T1-2023
VTA2023001865,2023-08-11,GBA_Sur,GBA,Mayorista Precio Bajo,LIMPIEZA,Desengrasante Grasa Relief 500ml,37,463.68,350,0.0,17156.16,24.52,2023-08,T3-2023
VTA2023001866,2023-02-20,Mendoza,Interior,Supermercados Vea S.A.,BEBIDAS,Fernet Branca 750ml,18,2862.19,2450,0.0,51519.42,14.4,2023-02,T1-2023
VTA2023001867,2023-09-11,GBA_Oeste,GBA,Kiosco Central,ALMACEN,Harina 0000 Favorita 1kg,36,441.77,320,0.0,15903.72,27.56,2023-09,T3-2023
VTA2023001868,2023-12-19,CABA_Norte,CABA,Almacén El Progreso,ALMACEN,Fideos Moñito Matarazzo 500g,52,289.28,220,2232.92,12809.64,23.95,2023-12,T4-2023
VTA2023001869,2023-07-19,GBA_Oeste,GBA,Maxikiosco Luz,LACTEOS,Leche Entera La Serenísima 1L,43,261.58,220,0.0,11247.94,15.9,2023-07,T3-2023
VTA2023001870,2023-11-15,La_Plata,Interior,Distribuidora El Norte,LIMPIEZA,Detergente Magistral 750ml,93,443.22,320,5097.34,36122.12,27.8,2023-11,T4-2023
VTA2023001871,2023-12-20,CABA_Centro,CABA,Distribuidora El Norte,LACTEOS,Manteca San Ignacio 200g,17,390.25,320,0.0,6634.25,18.0,2023-12,T4-2023
VTA2023001872,2023-09-07,La_Plata,Interior,Distribuidora Rápida,ALMACEN,Yerba Mate Playadito 500g,67,754.29,650,3178.24,47359.19,13.83,2023-09,T3-2023
VTA2023001873,2023-12-20,GBA_Oeste,GBA,Supermercados Jumbo S.A.,ALMACEN,Azúcar Ledesma 1kg,72,333.12,280,1358.73,22625.91,15.95,2023-12,T4-2023
VTA2023001874,2023-10-02,Rosario,Interior,Supermercados Vea S.A.,LIMPIEZA,Desengrasante Grasa Relief 500ml,98,465.06,350,4093.65,41482.23,24.74,2023-10,T4-2023
VTA2023001875,2023-10-02,La_Plata,Interior,Almacén El Progreso,LIMPIEZA,Lavandina Ayudín 1L,60,375.27,280,2978.62,19537.58,25.39,2023-10,T4-2023
VTA2023001876,2023-04-14,CABA_Norte,CABA,Almacén El Cruce,LACTEOS,Yogur Firme La Serenísima 190g,7,141.81,120,0.0,992.67,15.38,2023-04,T2-2023
VTA2023001877,2023-08-29,Mendoza,Interior,Supermercados DIA % S.A.,ALMACEN,Fideos Moñito Matarazzo 500g,59,255.09,220,1030.16,14020.15,13.76,2023-08,T3-2023
VTA2023001878,2023-12-22,CABA_Norte,CABA,Supermercados La Anónima,LACTEOS,Dulce Leche Verónica 400g,14,596.51,480,0.0,8351.14,19.53,2023-12,T4-2023
VTA2023001879,2023-08-15,CABA_Centro,CABA,Mayorista Precio Bajo,BEBIDAS,Cerveza Quilmes 1L,7,372.74,280,0.0,2609.18,24.88,2023-08,T3-2023
VTA2023001880,2023-10-19,CABA_Centro,CABA,Supermercados Walmart Argentina,LIMPIEZA,Jabón Polvo Ala 800g,54,621.21,450,3227.18,30318.16,27.56,2023-10,T4-2023
VTA2023001881,2023-07-20,Córdoba,Interior,Supermercados Walmart Argentina,LIMPIEZA,Limpiador Cif Crema 500g,33,489.68,420,0.0,16159.44,14.23,2023-07,T3-2023
VTA2023001882,2023-04-10,Rosario,Interior,Mayorista El Economico,ALMACEN,Galletitas Oreo 117g,41,210.12,180,0.0,8614.92,14.33,2023-04,T2-2023
VTA2023001883,2023-09-28,La_Plata,Interior,Almacén El Cruce,BEBIDAS,Pepsi 2L,25,540.45,420,0.0,13511.25,22.29,2023-09,T3-2023
VTA2023001884,2023-01-30,CABA_Norte,CABA,Supermercados Jumbo S.A.,LACTEOS,Dulce Leche Verónica 400g,44,616.11,480,0.0,27108.84,22.09,2023-01,T1-2023
VTA2023001885,2023-03-28,Rosario,Interior,Maxikiosco Luz,ALMACEN,Arroz Largo Fino Gallo 1kg,97,618.92,450,4404.56,55630.68,27.29,2023-03,T1-2023
VTA2023001886,2023-01-02,CABA_Centro,CABA,Almacén San José,ALMACEN,Fideos Moñito Matarazzo 500g,14,294.92,220,0.0,4128.88,25.4,2023-01,T1-2023
VTA2023001887,2023-10-16,CABA_Norte,CABA,Supermercado Coto S.A.,LACTEOS,Dulce Leche Verónica 400g,23,629.37,480,0.0,14475.51,23.73,2023-10,T4-2023
VTA2023001888,2023-12-18,Córdoba,Interior,Mayorista El Economico,BEBIDAS,Agua Saborizada Villavicencio 500ml,27,195.47,150,0.0,5277.69,23.26,2023-12,T4-2023
VTA2023001889,2023-11-22,Mendoza,Interior,Distribuidora Quick S.A.,BEBIDAS,Agua Saborizada Villavicencio 500ml,28,192.62,150,0.0,5393.36,22.13,2023-11,T4-2023
VTA2023001890,2023-04-25,GBA_Sur,GBA,Almacén El Progreso,BEBIDAS,Jugo Baggio 1L,15,447.93,320,0.0,6718.95,28.56,2023-04,T2-2023
VTA2023001891,2023-01-11,Córdoba,Interior,Almacén El Progreso,BEBIDAS,Agua Villa del Sur 2L,50,227.7,180,0.0,11385.0,20.95,2023-01,T1-2023
VTA2023001892,2023-10-05,GBA_Oeste,GBA,Almacén San José,BEBIDAS,Fernet Branca 750ml,30,2944.96,2450,0.0,88348.8,16.81,2023-10,T4-2023
VTA2023001893,2023-08-04,Córdoba,Interior,Mayorista El Economico,LACTEOS,Manteca San Ignacio 200g,34,444.19,320,0.0,15102.46,27.96,2023-08,T3-2023
VTA2023001894,2023-07-06,Rosario,Interior,Kiosco 24 Horas,LACTEOS,Yogur Firme La Serenísima 190g,18,159.7,120,0.0,2874.6,24.86,2023-07,T3-2023
VTA2023001895,2023-10-19,GBA_Oeste,GBA,Distribuidora Rápida,LIMPIEZA,Suavizante Vivere 1L,62,489.08,380,2652.7,27670.26,22.3,2023-10,T4-2023
VTA2023001896,2023-06-07,GBA_Oeste,GBA,Almacén San José,BEBIDAS,Agua Saborizada Villavicencio 500ml,46,176.57,150,0.0,8122.22,15.05,2023-06,T2-2023
VTA2023001897,2023-11-16,Córdoba,Interior,Carrefour Argentina S.A.,BEBIDAS,Cerveza Quilmes 1L,15,345.64,280,0.0,5184.6,18.99,2023-11,T4-2023
VTA2023001898,2023-12-04,Córdoba,Interior,Mayorista Precio Bajo,LACTEOS,Yogur Firme La Serenísima 190g,6,166.3,120,0.0,997.8,27.84,2023-12,T4-2023
VTA2023001899,2023-12-22,GBA_Oeste,GBA,Almacén San José,BEBIDAS,Vino Tinto Toro 1L,48,949.22,680,0.0,45562.56,28.36,2023-12,T4-2023
VTA2023001900,2023-10-16,GBA_Sur,GBA,Almacén San José,BEBIDAS,Pepsi 2L,34,526.19,420,0.0,17890.46,20.18,2023-10,T4-2023
VTA2023001901,2023-03-08,Mendoza,Interior,Kiosco 24 Horas,ALMACEN,Azúcar Ledesma 1kg,20,377.09,280,0.0,7541.8,25.75,2023-03,T1-2023
VTA2023001902,2023-01-11,CABA_Centro,CABA,Carrefour Argentina S.A.,LIMPIEZA,Lavandina Ayudín 1L,55,343.93,280,1329.82,17586.33,18.59,2023-01,T1-2023
VTA2023001903,2023-04-20,La_Plata,Interior,Supermercados Jumbo S.A.,LIMPIEZA,Limpiador Cif Crema 500g,84,578.47,420,6824.75,41766.73,27.39,2023-04,T2-2023
