MovimientoID,Fecha,Sucursal,SKU,Producto,Categoria,TipoMovimiento,Cantidad,CostoUnitario,ValorMovimiento,Referencia,Usuario,Mes,Semana
MOV2024000952,2024-01-17,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,57,220,12540,VTA20246440,USER001,2024-01,2024-W02
MOV2024000953,2024-01-30,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,246,350,86100,OC20242899,USER008,2024-01,2024-W04
MOV2024000954,2024-02-08,Mendoza,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,84,850,71400,VTA20242190,USER013,2024-02,2024-W05
MOV2024000955,2024-01-01,GBA_Sur,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,45,350,15750,VTA20244372,USER006,2024-01,2024-W00
MOV2024000956,2024-02-05,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,28,850,23800,VTA20249347,USER006,2024-02,2024-W05
MOV2024000957,2024-01-02,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,110,680,74800,OC20247655,USER017,2024-01,2024-W00
MOV2024000958,2024-03-11,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,21,580,12180,VTA20244852,USER004,2024-03,2024-W10
MOV2024000959,2024-01-23,CABA_Norte,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,134,420,56280,OC20247778,USER005,2024-01,2024-W03
MOV2024000960,2024-03-01,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,32,580,18560,VTA20242858,USER010,2024-03,2024-W08
MOV2024000961,2024-02-13,CABA_Centro,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,43,1250,53750,VTA20245963,USER010,2024-02,2024-W06
MOV2024000962,2024-01-20,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,COMPRA,367,350,128450,OC20248815,USER010,2024-01,2024-W02
MOV2024000963,2024-02-23,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,28,220,6160,VTA20241053,USER006,2024-02,2024-W07
MOV2024000964,2024-02-28,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,57,350,19950,VTA20248086,USER013,2024-02,2024-W08
MOV2024000965,2024-02-05,CABA_Centro,BEB-002,Coca-Cola 2.25L,BEBIDAS,DEVOLUCION,37,680,25160,DEV20249523,USER003,2024-02,2024-W05
MOV2024000966,2024-02-02,GBA_Oeste,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,53,420,22260,VTA20249581,USER015,2024-02,2024-W04
MOV2024000967,2024-01-26,La_Plata,BEB-003,Cerveza Quilmes 1L,BEBIDAS,AJUSTE,1,350,350,AJU20246607,USER017,2024-01,2024-W03
MOV2024000968,2024-02-21,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,AJUSTE,8,150,1200,AJU20246899,USER006,2024-02,2024-W07
MOV2024000969,2024-02-26,Rosario,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,458,280,128240,OC20242848,USER020,2024-02,2024-W08
MOV2024000970,2024-02-04,CABA_Norte,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,92,400,36800,VTA20245254,USER008,2024-02,2024-W05
MOV2024000971,2024-01-02,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,348,850,295800,OC20249687,USER007,2024-01,2024-W00
MOV2024000972,2024-03-06,CABA_Centro,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,AJUSTE,18,850,15300,AJU20247857,USER001,2024-03,2024-W09
MOV2024000973,2024-01-21,Rosario,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,72,400,28800,VTA20243002,USER014,2024-01,2024-W03
MOV2024000974,2024-02-21,GBA_Oeste,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,303,220,66660,OC20241251,USER018,2024-02,2024-W07
MOV2024000975,2024-01-08,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,36,850,30600,VTA20247479,USER020,2024-01,2024-W01
MOV2024000976,2024-03-13,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,25,350,8750,VTA20241339,USER017,2024-03,2024-W10
MOV2024000977,2024-02-08,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,38,580,22040,VTA20243624,USER017,2024-02,2024-W05
MOV2024000978,2024-03-04,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,AJUSTE,-8,680,-5440,AJU20241807,USER012,2024-03,2024-W09
MOV2024000979,2024-01-21,GBA_Sur,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,66,280,18480,VTA20243917,USER012,2024-01,2024-W03
MOV2024000980,2024-03-13,CABA_Norte,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,82,350,28700,VTA20248971,USER015,2024-03,2024-W10
MOV2024000981,2024-02-24,GBA_Sur,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,216,220,47520,OC20244797,USER002,2024-02,2024-W07
MOV2024000982,2024-02-21,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,69,1250,86250,VTA20248986,USER003,2024-02,2024-W07
MOV2024000983,2024-01-25,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,TRANSFERENCIA,-91,680,-61880,TRF20242161,USER004,2024-01,2024-W03
MOV2024000984,2024-01-06,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,AJUSTE,10,1250,12500,AJU20241503,USER003,2024-01,2024-W00
MOV2024000985,2024-02-27,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,132,420,55440,OC20246921,USER020,2024-02,2024-W08
MOV2024000986,2024-02-26,Córdoba,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,22,350,7700,VTA20245701,USER019,2024-02,2024-W08
MOV2024000987,2024-02-22,CABA_Norte,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,99,850,84150,VTA20244760,USER004,2024-02,2024-W07
MOV2024000988,2024-03-13,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,AJUSTE,10,350,3500,AJU20249994,USER006,2024-03,2024-W10
MOV2024000989,2024-02-21,CABA_Norte,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,59,350,20650,VTA20245395,USER012,2024-02,2024-W07
MOV2024000990,2024-02-20,CABA_Norte,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,TRANSFERENCIA,-103,850,-87550,TRF20241992,USER017,2024-02,2024-W07
MOV2024000991,2024-02-26,La_Plata,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,90,420,37800,OC20241641,USER002,2024-02,2024-W08
MOV2024000992,2024-01-02,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,128,580,74240,OC20246148,USER003,2024-01,2024-W00
MOV2024000993,2024-03-02,GBA_Oeste,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,239,1250,298750,OC20248416,USER006,2024-03,2024-W08
MOV2024000994,2024-01-16,Córdoba,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,8,580,4640,VTA20245700,USER018,2024-01,2024-W02
MOV2024000995,2024-01-06,CABA_Centro,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,149,850,126650,OC20247581,USER002,2024-01,2024-W00
MOV2024000996,2024-01-31,GBA_Oeste,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,110,850,93500,OC20249016,USER016,2024-01,2024-W04
MOV2024000997,2024-03-11,Córdoba,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,77,850,65450,VTA20243769,USER001,2024-03,2024-W10
MOV2024000998,2024-01-02,Rosario,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,8,850,6800,VTA20246078,USER020,2024-01,2024-W00
MOV2024000999,2024-01-13,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,113,420,47460,OC20244523,USER007,2024-01,2024-W01
MOV2024001000,2024-02-23,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,381,850,323850,OC20249822,USER007,2024-02,2024-W07
MOV2024001001,2024-02-05,GBA_Oeste,BEB-003,Cerveza Quilmes 1L,BEBIDAS,COMPRA,260,350,91000,OC20247237,USER008,2024-02,2024-W05
MOV2024001002,2024-03-01,GBA_Sur,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,21,580,12180,VTA20241160,USER009,2024-03,2024-W08
MOV2024001003,2024-01-27,GBA_Oeste,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,45,280,12600,VTA20241670,USER010,2024-01,2024-W03
MOV2024001004,2024-01-06,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,26,350,9100,VTA20241178,USER003,2024-01,2024-W00
MOV2024001005,2024-01-03,Mendoza,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,52,350,18200,VTA20248496,USER016,2024-01,2024-W00
MOV2024001006,2024-03-03,CABA_Centro,BEB-003,Cerveza Quilmes 1L,BEBIDAS,TRANSFERENCIA,-152,350,-53200,TRF20249935,USER013,2024-03,2024-W09
MOV2024001007,2024-01-10,CABA_Centro,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,362,280,101360,OC20243055,USER018,2024-01,2024-W01
MOV2024001008,2024-02-28,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,54,350,18900,VTA20246492,USER001,2024-02,2024-W08
MOV2024001009,2024-03-08,CABA_Norte,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,AJUSTE,9,280,2520,AJU20244567,USER004,2024-03,2024-W09
MOV2024001010,2024-01-29,Córdoba,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,14,150,2100,VTA20247802,USER008,2024-01,2024-W04
MOV2024001011,2024-03-05,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,7,150,1050,VTA20247761,USER010,2024-03,2024-W09
MOV2024001012,2024-03-15,Mendoza,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,75,580,43500,VTA20247136,USER003,2024-03,2024-W10
MOV2024001013,2024-01-28,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,VENTA,42,350,14700,VTA20247218,USER007,2024-01,2024-W04
MOV2024001014,2024-01-27,Mendoza,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,48,280,13440,VTA20241725,USER014,2024-01,2024-W03
MOV2024001015,2024-02-14,Mendoza,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,44,850,37400,VTA20248500,USER013,2024-02,2024-W06
MOV2024001016,2024-01-04,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,10,850,8500,VTA20242231,USER009,2024-01,2024-W00
MOV2024001017,2024-01-30,La_Plata,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,291,220,64020,OC20245050,USER018,2024-01,2024-W04
MOV2024001018,2024-03-15,CABA_Norte,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,19,150,2850,VTA20249967,USER001,2024-03,2024-W10
MOV2024001019,2024-03-09,CABA_Norte,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,77,850,65450,VTA20241393,USER018,2024-03,2024-W09
MOV2024001020,2024-01-18,CABA_Centro,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,47,1250,58750,VTA20241146,USER015,2024-01,2024-W02
MOV2024001021,2024-01-05,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,23,350,8050,VTA20246573,USER003,2024-01,2024-W00
MOV2024001022,2024-01-03,GBA_Sur,BEB-001,Agua Villa del Sur 2L,BEBIDAS,TRANSFERENCIA,43,220,9460,TRF20244266,USER014,2024-01,2024-W00
MOV2024001023,2024-01-04,Mendoza,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,380,280,106400,OC20243313,USER004,2024-01,2024-W00
MOV2024001024,2024-03-11,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,51,150,7650,VTA20245212,USER003,2024-03,2024-W10
MOV2024001025,2024-01-19,Mendoza,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,64,280,17920,VTA20244990,USER014,2024-01,2024-W02
MOV2024001026,2024-01-01,CABA_Centro,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,333,280,93240,OC20244665,USER005,2024-01,2024-W00
MOV2024001027,2024-02-04,Córdoba,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,58,850,49300,VTA20247487,USER013,2024-02,2024-W05
MOV2024001028,2024-02-05,CABA_Centro,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,COMPRA,341,150,51150,OC20248260,USER004,2024-02,2024-W05
MOV2024001029,2024-03-08,La_Plata,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,349,580,202420,OC20242286,USER013,2024-03,2024-W09
MOV2024001030,2024-01-28,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,49,400,19600,VTA20248278,USER010,2024-01,2024-W04
MOV2024001031,2024-02-21,CABA_Centro,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,135,280,37800,OC20245855,USER016,2024-02,2024-W07
MOV2024001032,2024-02-21,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,138,680,93840,OC20243673,USER011,2024-02,2024-W07
MOV2024001033,2024-01-28,CABA_Norte,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,COMPRA,432,280,120960,OC20241942,USER010,2024-01,2024-W04
MOV2024001034,2024-02-28,Rosario,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,23,350,8050,VTA20243486,USER009,2024-02,2024-W08
MOV2024001035,2024-01-23,La_Plata,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,65,350,22750,VTA20243265,USER004,2024-01,2024-W03
MOV2024001036,2024-01-31,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,65,580,37700,OC20246508,USER019,2024-01,2024-W04
MOV2024001037,2024-01-03,Mendoza,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,86,280,24080,VTA20243899,USER004,2024-01,2024-W00
MOV2024001038,2024-03-10,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,13,580,7540,VTA20242109,USER007,2024-03,2024-W10
MOV2024001039,2024-02-20,Mendoza,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,13,350,4550,VTA20247979,USER001,2024-02,2024-W07
MOV2024001040,2024-01-28,La_Plata,BEB-003,Cerveza Quilmes 1L,BEBIDAS,TRANSFERENCIA,-188,350,-65800,TRF20241075,USER002,2024-01,2024-W04
MOV2024001041,2024-02-18,Córdoba,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,274,220,60280,OC20242337,USER014,2024-02,2024-W07
MOV2024001042,2024-01-28,Mendoza,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,DEVOLUCION,19,580,11020,DEV20241647,USER003,2024-01,2024-W04
MOV2024001043,2024-01-24,CABA_Centro,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,222,220,48840,OC20243901,USER003,2024-01,2024-W03
MOV2024001044,2024-01-12,GBA_Sur,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,58,680,39440,VTA20248116,USER013,2024-01,2024-W01
MOV2024001045,2024-02-16,Córdoba,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,92,350,32200,VTA20249262,USER004,2024-02,2024-W06
MOV2024001046,2024-01-08,GBA_Oeste,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,91,420,38220,VTA20243146,USER011,2024-01,2024-W01
MOV2024001047,2024-01-12,CABA_Centro,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,COMPRA,318,280,89040,OC20249520,USER003,2024-01,2024-W01
MOV2024001048,2024-01-11,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,9,580,5220,VTA20246064,USER011,2024-01,2024-W01
MOV2024001049,2024-02-05,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,20,580,11600,VTA20246803,USER003,2024-02,2024-W05
MOV2024001050,2024-02-23,La_Plata,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,70,150,10500,VTA20246337,USER011,2024-02,2024-W07
MOV2024001051,2024-01-29,CABA_Norte,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,172,420,72240,OC20245398,USER014,2024-01,2024-W04
MOV2024001052,2024-01-30,CABA_Norte,BEB-001,Agua Villa del Sur 2L,BEBIDAS,VENTA,92,220,20240,VTA20247888,USER007,2024-01,2024-W04
MOV2024001053,2024-01-10,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,71,850,60350,OC20246601,USER010,2024-01,2024-W01
MOV2024001054,2024-01-22,Rosario,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,46,400,18400,VTA20242052,USER003,2024-01,2024-W03
MOV2024001055,2024-01-09,CABA_Norte,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,COMPRA,141,580,81780,OC20244847,USER009,2024-01,2024-W01
MOV2024001056,2024-02-06,GBA_Oeste,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,50,680,34000,VTA20242135,USER011,2024-02,2024-W05
MOV2024001057,2024-02-26,GBA_Oeste,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,60,350,21000,VTA20248515,USER016,2024-02,2024-W08
MOV2024001058,2024-01-25,Mendoza,ALK-002,Azúcar Ledesma 1kg,ALMACEN,COMPRA,148,350,51800,OC20245316,USER012,2024-01,2024-W03
MOV2024001059,2024-02-26,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,45,1250,56250,VTA20249149,USER006,2024-02,2024-W08
MOV2024001060,2024-03-14,Rosario,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,76,280,21280,VTA20244837,USER013,2024-03,2024-W10
MOV2024001061,2024-02-08,CABA_Centro,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,42,580,24360,VTA20244881,USER003,2024-02,2024-W05
MOV2024001062,2024-03-03,CABA_Centro,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,94,350,32900,VTA20247497,USER001,2024-03,2024-W09
MOV2024001063,2024-01-07,GBA_Oeste,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,267,850,226950,OC20245552,USER011,2024-01,2024-W01
MOV2024001064,2024-01-16,GBA_Sur,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,25,420,10500,VTA20249074,USER005,2024-01,2024-W02
MOV2024001065,2024-03-10,CABA_Norte,ALK-002,Azúcar Ledesma 1kg,ALMACEN,AJUSTE,-6,350,-2100,AJU20248621,USER004,2024-03,2024-W10
MOV2024001066,2024-01-05,La_Plata,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,50,580,29000,OC20246015,USER016,2024-01,2024-W00
MOV2024001067,2024-02-02,La_Plata,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,65,680,44200,VTA20246287,USER009,2024-02,2024-W04
MOV2024001068,2024-01-07,Córdoba,LIM-002,Detergente Magistral 750ml,LIMPIEZA,VENTA,19,400,7600,VTA20244947,USER014,2024-01,2024-W01
MOV2024001069,2024-02-08,GBA_Oeste,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,COMPRA,493,580,285940,OC20244688,USER010,2024-02,2024-W05
MOV2024001070,2024-02-29,CABA_Norte,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,AJUSTE,7,420,2940,AJU20248258,USER004,2024-02,2024-W08
MOV2024001071,2024-02-01,GBA_Oeste,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,84,280,23520,VTA20245460,USER016,2024-02,2024-W04
MOV2024001072,2024-01-29,Rosario,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,52,420,21840,VTA20242238,USER005,2024-01,2024-W04
MOV2024001073,2024-03-06,GBA_Sur,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,16,580,9280,VTA20244609,USER018,2024-03,2024-W09
MOV2024001074,2024-03-01,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,68,850,57800,VTA20242917,USER014,2024-03,2024-W08
MOV2024001075,2024-01-05,CABA_Centro,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,66,420,27720,VTA20248505,USER008,2024-01,2024-W00
MOV2024001076,2024-02-13,Rosario,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,COMPRA,477,420,200340,OC20242802,USER020,2024-02,2024-W06
MOV2024001077,2024-01-27,Córdoba,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,DEVOLUCION,19,420,7980,DEV20244480,USER013,2024-01,2024-W03
MOV2024001078,2024-01-16,La_Plata,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,96,680,65280,VTA20244767,USER020,2024-01,2024-W02
MOV2024001079,2024-02-16,CABA_Norte,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,354,220,77880,OC20242134,USER017,2024-02,2024-W06
MOV2024001080,2024-03-12,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,AJUSTE,-19,580,-11020,AJU20241625,USER015,2024-03,2024-W10
MOV2024001081,2024-01-10,La_Plata,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,254,850,215900,OC20247381,USER002,2024-01,2024-W01
MOV2024001082,2024-02-01,GBA_Sur,LIM-002,Detergente Magistral 750ml,LIMPIEZA,AJUSTE,8,400,3200,AJU20247831,USER018,2024-02,2024-W04
MOV2024001083,2024-01-18,Mendoza,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,88,1250,110000,VTA20244252,USER005,2024-01,2024-W02
MOV2024001084,2024-03-08,Córdoba,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,43,150,6450,VTA20249972,USER018,2024-03,2024-W09
MOV2024001085,2024-01-31,CABA_Norte,BEB-002,Coca-Cola 2.25L,BEBIDAS,VENTA,57,680,38760,VTA20245923,USER013,2024-01,2024-W04
MOV2024001086,2024-02-25,Rosario,ALK-002,Azúcar Ledesma 1kg,ALMACEN,VENTA,26,350,9100,VTA20243756,USER002,2024-02,2024-W08
MOV2024001087,2024-03-12,Rosario,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,20,850,17000,VTA20249923,USER018,2024-03,2024-W10
MOV2024001088,2024-02-23,GBA_Sur,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,VENTA,99,280,27720,VTA20243608,USER018,2024-02,2024-W07
MOV2024001089,2024-01-27,Mendoza,BEB-004,Vino Tinto Toro 1L,BEBIDAS,VENTA,71,850,60350,VTA20249030,USER015,2024-01,2024-W03
MOV2024001090,2024-01-14,La_Plata,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,TRANSFERENCIA,-175,1250,-218750,TRF20242241,USER005,2024-01,2024-W02
MOV2024001091,2024-03-08,GBA_Sur,BEB-003,Cerveza Quilmes 1L,BEBIDAS,TRANSFERENCIA,96,350,33600,TRF20248315,USER015,2024-03,2024-W09
MOV2024001092,2024-02-25,Córdoba,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,COMPRA,383,850,325550,OC20243235,USER008,2024-02,2024-W08
MOV2024001093,2024-01-01,Mendoza,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,435,850,369750,OC20249082,USER016,2024-01,2024-W00
MOV2024001094,2024-01-30,Mendoza,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,51,1250,63750,OC20246595,USER016,2024-01,2024-W04
MOV2024001095,2024-03-09,Rosario,BEB-004,Vino Tinto Toro 1L,BEBIDAS,COMPRA,438,850,372300,OC20247611,USER004,2024-03,2024-W09
MOV2024001096,2024-02-13,CABA_Centro,BEB-002,Coca-Cola 2.25L,BEBIDAS,TRANSFERENCIA,-89,680,-60520,TRF20249199,USER005,2024-02,2024-W06
MOV2024001097,2024-01-16,GBA_Oeste,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,25,580,14500,VTA20247845,USER019,2024-01,2024-W02
MOV2024001098,2024-01-30,Rosario,ALK-003,Arroz Largo Fino Gallo 1kg,ALMACEN,VENTA,22,580,12760,VTA20241413,USER010,2024-01,2024-W04
MOV2024001099,2024-01-15,Rosario,LIM-002,Detergente Magistral 750ml,LIMPIEZA,COMPRA,71,400,28400,OC20246937,USER019,2024-01,2024-W02
MOV2024001100,2024-03-14,Córdoba,ALK-004,Fideos Moñito Matarazzo 500g,ALMACEN,VENTA,58,280,16240,VTA20246509,USER007,2024-03,2024-W10
MOV2024001101,2024-01-04,GBA_Oeste,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,VENTA,92,1250,115000,VTA20241784,USER018,2024-01,2024-W00
MOV2024001102,2024-02-16,Rosario,ALK-005,Aceite Girasol Natura 1.5L,ALMACEN,COMPRA,62,1250,77500,OC20248809,USER014,2024-02,2024-W06
MOV2024001103,2024-02-07,Córdoba,ALK-001,Harina 0000 Favorita 1kg,ALMACEN,VENTA,82,420,34440,VTA20248969,USER007,2024-02,2024-W05
MOV2024001104,2024-01-12,Córdoba,LAC-003,Yogur Firme La Serenísima 190g,LACTEOS,VENTA,12,150,1800,VTA20241620,USER005,2024-01,2024-W01
MOV2024001105,2024-01-17,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,94,580,54520,VTA20243083,USER006,2024-01,2024-W02
MOV2024001106,2024-02-12,CABA_Centro,BEB-001,Agua Villa del Sur 2L,BEBIDAS,COMPRA,84,220,18480,OC20243299,USER016,2024-02,2024-W06
MOV2024001107,2024-03-08,Rosario,BEB-002,Coca-Cola 2.25L,BEBIDAS,COMPRA,58,680,39440,OC20241730,USER020,2024-03,2024-W09
MOV2024001108,2024-02-10,Córdoba,LIM-001,Lavandina Ayudín 1L,LIMPIEZA,VENTA,73,350,25550,VTA20242019,USER011,2024-02,2024-W05
MOV2024001109,2024-03-12,GBA_Sur,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,96,850,81600,VTA20242457,USER014,2024-03,2024-W10
MOV2024001110,2024-02-16,GBA_Sur,LAC-001,Leche Entera La Serenísima 1L,LACTEOS,AJUSTE,-4,280,-1120,AJU20249715,USER011,2024-02,2024-W06
MOV2024001111,2024-02-22,CABA_Norte,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,10,850,8500,VTA20245111,USER008,2024-02,2024-W07
MOV2024001112,2024-02-15,Mendoza,LAC-002,Queso Cremón La Paulina 400g,LACTEOS,VENTA,49,850,41650,VTA20242249,USER005,2024-02,2024-W06
MOV2024001113,2024-03-02,Rosario,LIM-003,Jabón Polvo Ala 800g,LIMPIEZA,VENTA,28,580,16240,VTA20241410,USER010,2024-03,2024-W08
