ReservaID,FechaReserva,FechaEntrada,FechaSalida,HabitacionID,TipoHabitacion,Categoria,Plan,TarifaNoche,Noches,TotalReserva,Descuento,Estado,Mercado,Origen,Nacionalidad,CanalReserva,TipoHuesped,Adultos,Ninos,EsTemporadaAlta,Mes,Trimestre
RES2023005163,2023-01-11,2023-03-18,2023-03-22,STA019,Standard,Standard,Media Pensión,26825.0,4,98070.82,9229.18,Check-out,Argentina,Tucumán,Argentina,Agencia de Viajes,Pareja,1,0,False,2023-03,T1-2023
RES2023005164,2023-01-13,2023-03-18,2023-03-20,SUP043,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Europa,Italia,Europa,Despegar.com,Grupo,3,1,False,2023-03,T1-2023
RES2023005165,2023-01-11,2023-03-18,2023-03-20,STA002,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Despegar.com,Pareja,1,0,False,2023-03,T1-2023
RES2023005166,2023-02-21,2023-03-18,2023-03-20,STA018,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-in,Argentina,Mendoza,Argentina,Despegar.com,Pareja,2,0,False,2023-03,T1-2023
RES2023005167,2023-02-11,2023-03-18,2023-03-21,STA011,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-in,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Pareja,2,0,False,2023-03,T1-2023
RES2023005168,2023-01-27,2023-03-18,2023-03-22,STA013,Standard,Standard,Solo Alojamiento,18500.0,4,74000.0,0.0,Check-out,Otros,Chile,Otros,Sitio Web Directo,Familia,1,0,False,2023-03,T1-2023
RES2023005169,2023-02-18,2023-03-18,2023-03-20,SUP052,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Despegar.com,Grupo,2,1,False,2023-03,T1-2023
RES2023005170,2023-02-14,2023-03-18,2023-03-19,SUP053,Superior,Superior,Todo Incluido,40425.0,1,40425.0,0.0,Check-out,Otros,Colombia,Otros,Booking.com,Pareja,3,0,False,2023-03,T1-2023
RES2023005171,2023-03-16,2023-03-18,2023-03-22,FAM076,Familiar,Familiar,Todo Incluido,51975.0,4,207900.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Despegar.com,Pareja,4,3,False,2023-03,T1-2023
RES2023005172,2023-02-26,2023-03-18,2023-03-21,STA028,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Argentina,Mendoza,Argentina,Expedia,Familia,2,0,False,2023-03,T1-2023
RES2023005173,2023-02-26,2023-03-18,2023-03-22,SUP057,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-out,Brasil,São Paulo,Brasil,Sitio Web Directo,Individual,2,1,False,2023-03,T1-2023
RES2023005174,2023-02-03,2023-03-18,2023-03-21,SUP054,Superior,Superior,Todo Incluido,40425.0,3,121275.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Expedia,Pareja,3,0,False,2023-03,T1-2023
RES2023005175,2023-01-11,2023-03-18,2023-03-22,SUI071,Suite,Lujo,Alojamiento + Desayuno,48125.0,4,192500.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Sitio Web Directo,Familia,3,0,False,2023-03,T1-2023
RES2023005176,2023-02-04,2023-03-18,2023-03-20,STA023,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-out,Otros,Colombia,Otros,Sitio Web Directo,Grupo,1,0,False,2023-03,T1-2023
RES2023005177,2023-02-10,2023-03-18,2023-03-25,SUP045,Superior,Superior,Alojamiento + Desayuno,30625.0,7,214375.0,0.0,Cancelada,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Pareja,3,1,False,2023-03,T1-2023
RES2023005178,2023-01-16,2023-03-18,2023-03-21,STA025,Standard,Standard,Todo Incluido,30525.0,3,91575.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,1,0,False,2023-03,T1-2023
RES2023005179,2023-03-15,2023-03-18,2023-03-20,FAM078,Familiar,Familiar,Media Pensión,45675.0,2,91350.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Pareja,3,1,False,2023-03,T1-2023
RES2023005180,2023-02-25,2023-03-18,2023-03-22,STA004,Standard,Standard,Alojamiento + Desayuno,23125.0,4,86400.87,6099.13,Check-out,Otros,Uruguay,Otros,Booking.com,Pareja,1,0,False,2023-03,T1-2023
RES2023005181,2023-03-17,2023-03-18,2023-03-20,STA008,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-in,Brasil,Brasilia,Brasil,Expedia,Individual,2,0,False,2023-03,T1-2023
RES2023005182,2023-02-20,2023-03-18,2023-03-23,SUP044,Superior,Superior,Solo Alojamiento,24500.0,5,122500.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Sitio Web Directo,Grupo,1,0,False,2023-03,T1-2023
RES2023005183,2023-01-04,2023-03-18,2023-03-21,FAM080,Familiar,Familiar,Alojamiento + Desayuno,39375.0,3,118125.0,0.0,Check-out,Europa,Reino Unido,Europa,Expedia,Individual,4,2,False,2023-03,T1-2023
RES2023005184,2023-03-09,2023-03-18,2023-03-21,SUP048,Superior,Superior,Todo Incluido,40425.0,3,121275.0,0.0,Check-out,Otros,Chile,Otros,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005185,2023-01-25,2023-03-18,2023-03-20,SUP059,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,Check-in,Brasil,Brasilia,Brasil,Booking.com,Grupo,3,1,False,2023-03,T1-2023
RES2023005186,2023-01-06,2023-03-18,2023-03-22,STA032,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-out,Argentina,Tucumán,Argentina,Booking.com,Pareja,1,0,False,2023-03,T1-2023
RES2023005187,2022-12-20,2023-03-18,2023-03-23,FAM075,Familiar,Familiar,Todo Incluido,51975.0,5,231191.49,28683.51,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Individual,5,2,False,2023-03,T1-2023
RES2023005188,2023-01-25,2023-03-18,2023-03-19,SUI065,Suite,Lujo,Solo Alojamiento,38500.0,1,33901.42,4598.58,Check-out,Argentina,Buenos Aires,Argentina,Expedia,Pareja,2,2,False,2023-03,T1-2023
RES2023005189,2023-02-03,2023-03-19,2023-03-24,SUI063,Suite,Lujo,Todo Incluido,63525.0,5,317625.0,0.0,Cancelada,Argentina,Mendoza,Argentina,Sitio Web Directo,Pareja,4,1,False,2023-03,T1-2023
RES2023005190,2023-02-01,2023-03-19,2023-03-22,STA014,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-out,Argentina,Tucumán,Argentina,Expedia,Familia,1,0,False,2023-03,T1-2023
RES2023005191,2022-12-21,2023-03-19,2023-03-20,STA013,Standard,Standard,Media Pensión,26825.0,1,26825.0,0.0,Check-out,Otros,México,Otros,Sitio Web Directo,Pareja,1,0,False,2023-03,T1-2023
RES2023005192,2023-03-09,2023-03-19,2023-03-21,STA032,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Expedia,Pareja,2,0,False,2023-03,T1-2023
RES2023005193,2022-12-26,2023-03-19,2023-03-26,FAM074,Familiar,Familiar,Todo Incluido,51975.0,7,363825.0,0.0,Check-in,Europa,Francia,Europa,Sitio Web Directo,Familia,3,1,False,2023-03,T1-2023
RES2023005194,2022-12-31,2023-03-19,2023-03-20,STA006,Standard,Standard,Solo Alojamiento,18500.0,1,16301.98,2198.02,Check-out,Otros,Chile,Otros,Expedia,Pareja,1,0,False,2023-03,T1-2023
RES2023005195,2023-01-16,2023-03-19,2023-03-21,STA025,Standard,Standard,Todo Incluido,30525.0,2,52462.76,8587.24,Check-out,Estados Unidos,New York,Estados Unidos,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005196,2022-12-21,2023-03-19,2023-03-25,STA019,Standard,Standard,Todo Incluido,30525.0,6,183150.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,2,0,False,2023-03,T1-2023
RES2023005197,2023-03-15,2023-03-19,2023-03-21,SUI072,Suite,Lujo,Solo Alojamiento,38500.0,2,71235.87,5764.13,Check-out,Otros,Chile,Otros,Booking.com,Pareja,2,0,False,2023-03,T1-2023
RES2023005198,2023-02-23,2023-03-19,2023-03-21,STA022,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-in,Argentina,Buenos Aires,Argentina,Booking.com,Pareja,2,0,False,2023-03,T1-2023
RES2023005199,2023-03-14,2023-03-19,2023-03-21,STA018,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,1,0,False,2023-03,T1-2023
RES2023005200,2023-01-24,2023-03-19,2023-03-20,SUI070,Suite,Lujo,Solo Alojamiento,38500.0,1,34313.78,4186.22,Check-out,Argentina,Córdoba,Argentina,Sitio Web Directo,Familia,4,1,False,2023-03,T1-2023
RES2023005201,2023-02-25,2023-03-19,2023-03-24,SUP036,Superior,Superior,Solo Alojamiento,24500.0,5,122500.0,0.0,Check-out,Argentina,Mendoza,Argentina,Booking.com,Familia,3,0,False,2023-03,T1-2023
RES2023005202,2022-12-19,2023-03-19,2023-03-24,SUP056,Superior,Superior,Media Pensión,35525.0,5,168303.59,9321.41,Check-in,Estados Unidos,Miami,Estados Unidos,Sitio Web Directo,Grupo,3,0,False,2023-03,T1-2023
RES2023005203,2023-01-02,2023-03-19,2023-03-23,SUP042,Superior,Superior,Solo Alojamiento,24500.0,4,98000.0,0.0,Check-in,Otros,México,Otros,Sitio Web Directo,Familia,3,0,False,2023-03,T1-2023
RES2023005204,2023-02-10,2023-03-19,2023-03-22,STA005,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Check-in,Estados Unidos,New York,Estados Unidos,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005205,2023-02-04,2023-03-19,2023-03-20,SUI064,Suite,Lujo,Solo Alojamiento,38500.0,1,38500.0,0.0,No Show,Argentina,Santa Fe,Argentina,Booking.com,Pareja,1,2,False,2023-03,T1-2023
RES2023005206,2023-01-13,2023-03-19,2023-03-22,STA028,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Familia,2,0,False,2023-03,T1-2023
RES2023005207,2023-03-04,2023-03-19,2023-03-24,SUP039,Superior,Superior,Solo Alojamiento,24500.0,5,122500.0,0.0,Check-out,Argentina,Tucumán,Argentina,Booking.com,Familia,1,1,False,2023-03,T1-2023
RES2023005208,2023-01-15,2023-03-19,2023-03-22,FAM078,Familiar,Familiar,Alojamiento + Desayuno,39375.0,3,105370.7,12754.3,Check-in,Argentina,Mendoza,Argentina,Directo Teléfono,Individual,1,0,False,2023-03,T1-2023
RES2023005209,2023-02-24,2023-03-19,2023-03-22,STA031,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-in,Otros,México,Otros,Sitio Web Directo,Grupo,2,0,False,2023-03,T1-2023
RES2023005210,2023-01-22,2023-03-19,2023-03-23,STA016,Standard,Standard,Media Pensión,26825.0,4,107300.0,0.0,No Show,Otros,México,Otros,Agencia de Viajes,Individual,1,0,False,2023-03,T1-2023
RES2023005211,2022-12-31,2023-03-19,2023-03-24,SUP059,Superior,Superior,Solo Alojamiento,24500.0,5,122500.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Despegar.com,Familia,1,1,False,2023-03,T1-2023
RES2023005212,2023-02-18,2023-03-19,2023-03-21,SUP050,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,Check-in,Brasil,Rio de Janeiro,Brasil,Despegar.com,Pareja,3,1,False,2023-03,T1-2023
RES2023005213,2023-02-14,2023-03-19,2023-03-26,STA020,Standard,Standard,Solo Alojamiento,18500.0,7,129500.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,2,0,False,2023-03,T1-2023
RES2023005214,2023-01-11,2023-03-19,2023-03-26,STA007,Standard,Standard,Alojamiento + Desayuno,23125.0,7,161875.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Sitio Web Directo,Pareja,2,0,False,2023-03,T1-2023
RES2023005215,2023-02-11,2023-03-19,2023-03-23,SUI061,Suite,Lujo,Alojamiento + Desayuno,48125.0,4,175515.09,16984.91,Check-out,Estados Unidos,Miami,Estados Unidos,Booking.com,Individual,2,2,False,2023-03,T1-2023
RES2023005216,2023-02-18,2023-03-19,2023-03-22,FAM075,Familiar,Familiar,Media Pensión,45675.0,3,137025.0,0.0,Check-out,Otros,Colombia,Otros,Booking.com,Individual,5,3,False,2023-03,T1-2023
RES2023005217,2023-01-28,2023-03-19,2023-03-23,STA003,Standard,Standard,Media Pensión,26825.0,4,107300.0,0.0,Check-out,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Familia,1,0,False,2023-03,T1-2023
RES2023005218,2022-12-22,2023-03-19,2023-03-23,SUP055,Superior,Superior,Media Pensión,35525.0,4,142100.0,0.0,Check-in,Otros,Colombia,Otros,Booking.com,Familia,3,0,False,2023-03,T1-2023
RES2023005219,2023-02-28,2023-03-19,2023-03-20,STA012,Standard,Standard,Media Pensión,26825.0,1,26825.0,0.0,Check-out,Argentina,Santa Fe,Argentina,Sitio Web Directo,Familia,1,0,False,2023-03,T1-2023
RES2023005220,2023-03-04,2023-03-19,2023-03-26,SUI069,Suite,Lujo,Media Pensión,55825.0,7,390775.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Agencia de Viajes,Familia,4,2,False,2023-03,T1-2023
RES2023005221,2023-02-23,2023-03-19,2023-03-24,SUP040,Superior,Superior,Alojamiento + Desayuno,30625.0,5,153125.0,0.0,Check-out,Argentina,Mendoza,Argentina,Despegar.com,Pareja,3,0,False,2023-03,T1-2023
RES2023005222,2023-02-13,2023-03-19,2023-03-21,SUP043,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Otros,Colombia,Otros,Sitio Web Directo,Grupo,1,0,False,2023-03,T1-2023
RES2023005223,2023-02-06,2023-03-19,2023-03-22,SUP049,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Agencia de Viajes,Grupo,3,1,False,2023-03,T1-2023
RES2023005224,2022-12-24,2023-03-19,2023-03-23,SUP044,Superior,Superior,Solo Alojamiento,24500.0,4,98000.0,0.0,Check-out,Otros,Uruguay,Otros,Booking.com,Individual,1,1,False,2023-03,T1-2023
RES2023005225,2023-03-04,2023-03-19,2023-03-21,SUP060,Superior,Superior,Solo Alojamiento,24500.0,2,49000.0,0.0,Check-out,Brasil,Brasilia,Brasil,Sitio Web Directo,Pareja,2,1,False,2023-03,T1-2023
RES2023005226,2023-03-13,2023-03-19,2023-03-21,STA026,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-in,Estados Unidos,Miami,Estados Unidos,Booking.com,Familia,2,0,False,2023-03,T1-2023
RES2023005227,2023-03-11,2023-03-19,2023-03-22,FAM080,Familiar,Familiar,Alojamiento + Desayuno,39375.0,3,118125.0,0.0,Check-out,Brasil,São Paulo,Brasil,Agencia de Viajes,Familia,2,2,False,2023-03,T1-2023
RES2023005228,2023-03-14,2023-03-19,2023-03-22,STA030,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-in,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Familia,2,0,False,2023-03,T1-2023
RES2023005229,2022-12-25,2023-03-19,2023-03-21,STA008,Standard,Standard,Todo Incluido,30525.0,2,57485.06,3564.94,Check-out,Estados Unidos,New York,Estados Unidos,Sitio Web Directo,Individual,2,0,False,2023-03,T1-2023
RES2023005230,2023-02-14,2023-03-19,2023-03-24,FAM073,Familiar,Familiar,Media Pensión,45675.0,5,198152.61,30222.39,No Show,Brasil,Rio de Janeiro,Brasil,Directo Teléfono,Pareja,1,2,False,2023-03,T1-2023
RES2023005231,2022-12-19,2023-03-19,2023-03-22,STA011,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-out,Brasil,Brasilia,Brasil,Sitio Web Directo,Pareja,2,0,False,2023-03,T1-2023
RES2023005232,2023-01-15,2023-03-19,2023-03-23,STA034,Standard,Standard,Todo Incluido,30525.0,4,122100.0,0.0,Check-out,Argentina,Tucumán,Argentina,Agencia de Viajes,Familia,2,0,False,2023-03,T1-2023
RES2023005233,2023-01-16,2023-03-19,2023-03-25,STA029,Standard,Standard,Media Pensión,26825.0,6,160950.0,0.0,Check-in,Argentina,Santa Fe,Argentina,Sitio Web Directo,Pareja,2,0,False,2023-03,T1-2023
RES2023005234,2023-03-05,2023-03-19,2023-03-22,SUP057,Superior,Superior,Todo Incluido,40425.0,3,121275.0,0.0,Check-out,Otros,Uruguay,Otros,Sitio Web Directo,Pareja,2,1,False,2023-03,T1-2023
RES2023005235,2023-02-03,2023-03-19,2023-03-26,SUP053,Superior,Superior,Alojamiento + Desayuno,30625.0,7,214375.0,0.0,Check-out,Europa,Alemania,Europa,Sitio Web Directo,Pareja,3,1,False,2023-03,T1-2023
RES2023005236,2022-12-20,2023-03-19,2023-03-21,SUP041,Superior,Superior,Alojamiento + Desayuno,30625.0,2,61250.0,0.0,Check-out,Brasil,Brasilia,Brasil,Sitio Web Directo,Pareja,1,1,False,2023-03,T1-2023
RES2023005237,2023-03-14,2023-03-19,2023-03-25,SUP037,Superior,Superior,Todo Incluido,40425.0,6,242550.0,0.0,Check-out,Brasil,Rio de Janeiro,Brasil,Expedia,Familia,2,1,False,2023-03,T1-2023
RES2023005238,2023-03-18,2023-03-19,2023-03-22,SUI067,Suite,Lujo,Media Pensión,55825.0,3,167475.0,0.0,Check-out,Argentina,Córdoba,Argentina,Agencia de Viajes,Pareja,1,2,False,2023-03,T1-2023
RES2023005239,2022-12-30,2023-03-19,2023-03-22,SUP058,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Familia,3,1,False,2023-03,T1-2023
RES2023005240,2023-01-21,2023-03-19,2023-03-21,STA027,Standard,Standard,Solo Alojamiento,18500.0,2,33776.31,3223.69,Check-out,Brasil,São Paulo,Brasil,Booking.com,Familia,1,0,False,2023-03,T1-2023
RES2023005241,2023-02-28,2023-03-19,2023-03-22,SUP038,Superior,Superior,Todo Incluido,40425.0,3,121275.0,0.0,Check-out,Europa,Reino Unido,Europa,Despegar.com,Individual,2,1,False,2023-03,T1-2023
RES2023005242,2023-01-02,2023-03-19,2023-03-21,STA035,Standard,Standard,Alojamiento + Desayuno,23125.0,2,46250.0,0.0,Check-out,Otros,Colombia,Otros,Expedia,Grupo,2,0,False,2023-03,T1-2023
RES2023005243,2023-02-06,2023-03-19,2023-03-22,FAM079,Familiar,Familiar,Alojamiento + Desayuno,39375.0,3,118125.0,0.0,Check-out,Estados Unidos,Miami,Estados Unidos,Booking.com,Pareja,5,2,False,2023-03,T1-2023
RES2023005244,2023-03-09,2023-03-19,2023-03-22,SUP051,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-in,Europa,Francia,Europa,Booking.com,Individual,1,1,False,2023-03,T1-2023
RES2023005245,2023-01-20,2023-03-19,2023-03-21,STA001,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,No Show,Estados Unidos,Los Angeles,Estados Unidos,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005246,2023-01-21,2023-03-19,2023-03-21,STA021,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-out,Europa,Reino Unido,Europa,Directo Teléfono,Pareja,1,0,False,2023-03,T1-2023
RES2023005247,2023-03-09,2023-03-19,2023-03-20,STA002,Standard,Standard,Media Pensión,26825.0,1,26825.0,0.0,Check-out,Argentina,Córdoba,Argentina,Booking.com,Individual,2,0,False,2023-03,T1-2023
RES2023005248,2023-01-19,2023-03-20,2023-03-21,SUP060,Superior,Superior,Alojamiento + Desayuno,30625.0,1,30625.0,0.0,Check-out,Argentina,Tucumán,Argentina,Sitio Web Directo,Familia,1,0,False,2023-03,T1-2023
RES2023005249,2023-01-28,2023-03-20,2023-03-23,SUP043,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Check-out,Europa,España,Europa,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005250,2023-03-02,2023-03-20,2023-03-22,STA009,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-in,Argentina,Córdoba,Argentina,Despegar.com,Individual,1,0,False,2023-03,T1-2023
RES2023005251,2022-12-28,2023-03-20,2023-03-22,FAM075,Familiar,Familiar,Todo Incluido,51975.0,2,103950.0,0.0,Check-out,Brasil,Brasilia,Brasil,Agencia de Viajes,Grupo,5,2,False,2023-03,T1-2023
RES2023005252,2023-02-14,2023-03-20,2023-03-23,SUI061,Suite,Lujo,Media Pensión,55825.0,3,167475.0,0.0,Check-in,Argentina,Córdoba,Argentina,Sitio Web Directo,Familia,3,0,False,2023-03,T1-2023
RES2023005253,2023-03-07,2023-03-20,2023-03-23,STA027,Standard,Standard,Media Pensión,26825.0,3,69142.89,11332.11,Check-out,Brasil,Rio de Janeiro,Brasil,Booking.com,Pareja,1,0,False,2023-03,T1-2023
RES2023005254,2023-01-28,2023-03-20,2023-03-21,SUP049,Superior,Superior,Todo Incluido,40425.0,1,40425.0,0.0,Check-out,Brasil,São Paulo,Brasil,Directo Teléfono,Pareja,1,0,False,2023-03,T1-2023
RES2023005255,2023-02-23,2023-03-20,2023-03-22,SUP047,Superior,Superior,Todo Incluido,40425.0,2,80850.0,0.0,Check-out,Argentina,Córdoba,Argentina,Despegar.com,Pareja,3,0,False,2023-03,T1-2023
RES2023005256,2023-01-31,2023-03-20,2023-03-27,STA005,Standard,Standard,Media Pensión,26825.0,7,187775.0,0.0,Check-out,Brasil,São Paulo,Brasil,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005257,2023-01-28,2023-03-20,2023-03-22,STA020,Standard,Standard,Alojamiento + Desayuno,23125.0,2,42276.06,3973.94,Check-in,Argentina,Santa Fe,Argentina,Sitio Web Directo,Familia,2,0,False,2023-03,T1-2023
RES2023005258,2023-01-06,2023-03-20,2023-03-22,STA035,Standard,Standard,Solo Alojamiento,18500.0,2,37000.0,0.0,Check-out,Argentina,Córdoba,Argentina,Directo Teléfono,Pareja,2,0,False,2023-03,T1-2023
RES2023005259,2022-12-20,2023-03-20,2023-03-25,SUP045,Superior,Superior,Media Pensión,35525.0,5,177625.0,0.0,Check-out,Brasil,Brasilia,Brasil,Despegar.com,Familia,3,0,False,2023-03,T1-2023
RES2023005260,2023-01-17,2023-03-20,2023-03-21,SUP048,Superior,Superior,Alojamiento + Desayuno,30625.0,1,30625.0,0.0,Check-out,Argentina,Mendoza,Argentina,Directo Teléfono,Grupo,3,1,False,2023-03,T1-2023
RES2023005261,2023-03-07,2023-03-20,2023-03-23,STA011,Standard,Standard,Solo Alojamiento,18500.0,3,55500.0,0.0,Cancelada,Otros,Colombia,Otros,Booking.com,Grupo,1,0,False,2023-03,T1-2023
RES2023005262,2023-01-31,2023-03-20,2023-03-27,STA022,Standard,Standard,Media Pensión,26825.0,7,187775.0,0.0,Check-out,Otros,México,Otros,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005263,2023-03-09,2023-03-20,2023-03-23,STA012,Standard,Standard,Solo Alojamiento,18500.0,3,48765.89,6734.11,Check-out,Brasil,Brasilia,Brasil,Expedia,Pareja,2,0,False,2023-03,T1-2023
RES2023005264,2023-01-15,2023-03-20,2023-03-25,SUP050,Superior,Superior,Media Pensión,35525.0,5,152900.76,24724.24,Check-out,Europa,Reino Unido,Europa,Despegar.com,Pareja,2,1,False,2023-03,T1-2023
RES2023005265,2023-03-09,2023-03-20,2023-03-21,FAM073,Familiar,Familiar,Media Pensión,45675.0,1,45675.0,0.0,Check-out,Europa,Italia,Europa,Sitio Web Directo,Familia,4,0,False,2023-03,T1-2023
RES2023005266,2023-02-15,2023-03-20,2023-03-24,FAM080,Familiar,Familiar,Alojamiento + Desayuno,39375.0,4,157500.0,0.0,Check-out,Otros,Colombia,Otros,Sitio Web Directo,Pareja,5,1,False,2023-03,T1-2023
RES2023005267,2023-03-01,2023-03-20,2023-03-22,STA031,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Argentina,Santa Fe,Argentina,Sitio Web Directo,Familia,2,0,False,2023-03,T1-2023
RES2023005268,2023-02-02,2023-03-20,2023-03-23,STA006,Standard,Standard,Media Pensión,26825.0,3,80475.0,0.0,Check-out,Argentina,Mendoza,Argentina,Sitio Web Directo,Grupo,1,0,False,2023-03,T1-2023
RES2023005269,2023-02-26,2023-03-20,2023-03-21,SUP058,Superior,Superior,Todo Incluido,40425.0,1,40425.0,0.0,Check-out,Otros,Chile,Otros,Despegar.com,Pareja,2,1,False,2023-03,T1-2023
RES2023005270,2022-12-22,2023-03-20,2023-03-22,STA021,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-out,Otros,Uruguay,Otros,Sitio Web Directo,Pareja,2,0,False,2023-03,T1-2023
RES2023005271,2022-12-23,2023-03-20,2023-03-25,SUI069,Suite,Lujo,Solo Alojamiento,38500.0,5,192500.0,0.0,Cancelada,Brasil,Brasilia,Brasil,Expedia,Pareja,1,2,False,2023-03,T1-2023
RES2023005272,2023-02-04,2023-03-20,2023-03-22,STA007,Standard,Standard,Todo Incluido,30525.0,2,61050.0,0.0,Check-out,Otros,Colombia,Otros,Booking.com,Individual,1,0,False,2023-03,T1-2023
RES2023005273,2023-02-12,2023-03-20,2023-03-23,SUP051,Superior,Superior,Solo Alojamiento,24500.0,3,73500.0,0.0,Check-in,Europa,Italia,Europa,Booking.com,Pareja,1,1,False,2023-03,T1-2023
RES2023005274,2023-03-04,2023-03-20,2023-03-21,SUP055,Superior,Superior,Alojamiento + Desayuno,30625.0,1,30625.0,0.0,Check-in,Otros,Colombia,Otros,Booking.com,Familia,1,0,False,2023-03,T1-2023
RES2023005275,2023-01-23,2023-03-20,2023-03-25,SUP052,Superior,Superior,Media Pensión,35525.0,5,177625.0,0.0,Check-out,Europa,Alemania,Europa,Despegar.com,Pareja,1,1,False,2023-03,T1-2023
RES2023005276,2022-12-25,2023-03-20,2023-03-23,SUP039,Superior,Superior,Media Pensión,35525.0,3,106575.0,0.0,Check-out,Brasil,Brasilia,Brasil,Booking.com,Familia,1,0,False,2023-03,T1-2023
RES2023005277,2023-02-14,2023-03-20,2023-03-22,FAM074,Familiar,Familiar,Solo Alojamiento,31500.0,2,63000.0,0.0,Check-out,Estados Unidos,New York,Estados Unidos,Sitio Web Directo,Pareja,1,3,False,2023-03,T1-2023
RES2023005278,2023-02-16,2023-03-20,2023-03-25,STA013,Standard,Standard,Media Pensión,26825.0,5,134125.0,0.0,Check-in,Brasil,Brasilia,Brasil,Agencia de Viajes,Individual,2,0,False,2023-03,T1-2023
RES2023005279,2022-12-23,2023-03-20,2023-03-22,STA014,Standard,Standard,Media Pensión,26825.0,2,53650.0,0.0,Check-out,Europa,Italia,Europa,Agencia de Viajes,Pareja,2,0,False,2023-03,T1-2023
RES2023005280,2023-01-13,2023-03-20,2023-03-23,STA003,Standard,Standard,Alojamiento + Desayuno,23125.0,3,69375.0,0.0,Check-in,Argentina,Buenos Aires,Argentina,Booking.com,Familia,1,0,False,2023-03,T1-2023
